"student_id","school_id","grade_level","gender","race_ethnicity","school_poverty_rate","gpa","suspensions","school_safety","teacher_support","parent_involvement"
1223,"S332",11,"male","Asian",58.2,3.03,0,8.6,4.9,3.5
1224,"S462",9,"male","Asian",81.1,3.34,0,5.2,6.7,7.9
1225,"S029",10,"female","Other",27.8,2.98,1,5.5,6,4.1
1226,"S477",9,"male","Asian",27,2.7,1,5.5,4.3,3.8
1227,"S381",9,"female","Asian",83.5,2.43,1,5.1,5.3,6.3
1228,"S312",11,"male","Latino",37.4,3.07,1,5.2,7.7,5.3
1229,"S432",10,"female","White",73.2,3.18,0,6.4,4.3,4.4
1230,"S366",12,"female","White",90.2,3.38,1,2.9,5.6,6.4
1231,"S295",10,"female","Black",59.5,1.8,0,5.3,7.3,3.3
1232,"S090",11,"female","Other",64.5,3.26,1,7.2,4.4,6.1
1233,"S421",12,"female","Other",86.7,2.6,0,5.7,4.8,3.8
1234,"S230",9,"male","Latino",45.5,2.83,0,4.5,6.8,4.1
1235,"S416",9,"female","White",27.8,3.4,1,8,7.6,3.9
1236,"S002",10,"female","Other",85,2.09,0,5.8,5,4.8
1237,"S064",12,"male","White",23.9,2.49,0,2.9,6.2,5.3
1238,"S374",10,"female","White",75.5,3.68,0,5.9,6.1,3.3
1239,"S362",10,"female","White",91.7,2.81,1,7.6,5,5.8
1240,"S492",11,"male","White",10.5,3.1,1,2.9,6.5,3.6
1241,"S270",9,"male","White",55.8,3.03,0,7.2,7,6.1
1242,"S031",9,"male","Latino",80.5,3.18,0,2.8,4.4,7.4
1243,"S137",10,"male","Other",66.9,3.21,0,8.4,5,4
1244,"S004",12,"male","Other",55.6,2.43,0,5.2,4,6
1245,"S421",9,"male","Asian",89,3.26,0,7,8.3,5
1246,"S254",9,"male","White",84.9,2.72,1,2,6.8,5.6
1247,"S424",11,"male","Black",79.5,3.53,1,3.8,6.1,6.8
1248,"S377",9,"male","White",25,2.69,1,7,5.8,3
1249,"S319",11,"female","Latino",29.9,3.14,0,5.5,5.7,9.3
1250,"S019",11,"male","Other",94.1,2.79,0,3.6,7.3,6.6
1251,"S447",12,"female","Black",43.6,3.13,0,7.5,4.2,3.5
1252,"S392",10,"female","Black",66,2.7,0,3.3,4.6,4
1253,"S090",11,"female","Asian",50.6,2.9,1,8.2,7.1,3.6
1254,"S195",11,"male","Other",29.4,2.44,0,5.6,7.5,6.8
1255,"S413",9,"male","White",53.3,2.82,0,6.9,7.2,2.8
1256,"S015",11,"male","White",75.5,2.8,0,4.6,5.8,2.4
1257,"S278",12,"male","Asian",47.1,2.79,0,8.5,7,3.7
1258,"S108",10,"female","Asian",55.1,3.43,0,6.8,5.9,4
1259,"S280",10,"female","Asian",29.5,2.58,0,4.4,5.4,4
1260,"S204",12,"female","Asian",30.3,2.29,1,7.6,6.3,3.5
1261,"S302",12,"male","Other",54,2.48,0,4.8,6.2,6.5
1262,"S114",11,"female","White",22,2.06,0,7.2,6,3.4
1263,"S105",12,"nonbinary","White",39.4,3.22,0,6,5.5,2
1264,"S430",9,"female","Asian",63.5,3.38,0,6.4,5,3.3
1265,"S317",11,"female","Black",48.4,2.4,0,4.5,7.3,6.7
1266,"S445",10,"female","Black",16.7,2.94,0,5.8,5.8,7
1267,"S488",11,"male","Asian",35.8,2.65,0,5.8,5.9,3.1
1268,"S076",12,"female","Latino",44.2,2.94,0,5.4,5.8,3.2
1269,"S210",10,"male","Other",17.8,2.75,1,9.3,5.8,2.5
1270,"S292",10,"female","Latino",84.6,2.65,0,8.5,5.5,2.4
1271,"S428",12,"female","Latino",29,3.02,1,5.3,6.7,6.8
1272,"S391",9,"male","Asian",23.9,3.11,0,5,5.3,5.2
1273,"S335",11,"female","White",13.7,2.33,0,2.8,6.5,4.6
1274,"S254",11,"male","Asian",70.9,3.44,0,8.1,3.4,4.2
1275,"S340",10,"male","White",73.3,3.16,1,6.9,6.6,4.3
1276,"S265",11,"male","Asian",93.7,3.09,0,4.5,4.4,4.7
1277,"S375",12,"male","White",87.7,3.09,0,8.7,5.8,1.9
1278,"S318",9,"male","Other",42.1,3.64,0,6.6,6.8,5.4
1279,"S424",10,"female","Latino",57.2,3,0,8.2,5.4,6.3
1280,"S103",12,"female","Latino",46.4,3.34,0,5.7,7.5,5.5
1281,"S405",12,"female","Latino",58.9,2.05,0,5.9,4.4,5.4
1282,"S435",11,"male","Other",32.2,3.12,0,7.1,5.1,4.7
1283,"S419",11,"female","Black",68.6,2.57,0,8.4,2.3,5.2
1284,"S364",9,"male","Black",52.9,2.64,0,4.6,4.8,1.1
1285,"S339",9,"male","Other",34.2,2.75,0,5.5,7.9,4.6
1286,"S205",12,"male","Asian",55.4,2.77,0,4.6,7.1,5.8
1287,"S109",10,"female","Latino",87.9,2.57,0,4.5,4.5,3.3
1288,"S014",10,"female","Asian",85.4,3.04,0,6.1,7.5,2.7
1289,"S435",9,"female","Asian",39.9,3.22,0,6.8,4.7,1.7
1290,"S227",12,"female","Black",45.3,2.96,0,5.4,6.4,7
1291,"S409",12,"male","Asian",66.3,2.42,0,6.1,7.7,5.2
1292,"S315",10,"male","White",52.6,2.77,0,4.2,6.1,7.9
1293,"S330",9,"female","Asian",12.5,2.78,0,3.6,6.6,5.4
1294,"S311",11,"female","Asian",15.4,2.14,0,3.8,5.1,5.9
1295,"S283",10,"female","Black",45.8,3.04,1,4.8,4.5,6
1296,"S354",11,"male","Other",35.8,2.99,0,3.8,5.6,4.9
1297,"S389",9,"female","Other",32.9,3.39,0,5.4,4.5,7.8
1298,"S219",9,"male","Other",21.4,2.99,0,6,5.2,5.1
1299,"S234",11,"female","Asian",76.5,3.53,0,3.5,4.3,4.8
1300,"S252",12,"female","Latino",83,2.16,0,6.4,8.7,4.2
1301,"S159",9,"male","White",17.3,2.65,0,6.7,6.3,6.9
1302,"S036",10,"male","Other",13.1,2.7,0,5,6.2,5.6
1303,"S008",9,"male","Asian",17.4,3.27,0,10,7.2,4.7
1304,"S365",11,"female","Black",18.3,2.43,0,6.7,6.6,4.1
1305,"S133",10,"female","Asian",49.7,3.51,1,4.5,4.4,5.1
1306,"S293",12,"male","White",59.9,1.93,1,6.4,8.1,5.5
1307,"S030",10,"male","Other",34.4,2.32,0,6.4,6.6,7.4
1308,"S281",12,"male","Asian",33.7,3.16,0,4.7,5.6,8.1
1309,"S423",11,"female","Latino",36.4,3.46,0,6.9,6,5.1
1310,"S193",12,"female","Asian",62.2,2.51,0,5.9,2.8,4.4
1311,"S086",12,"female","Asian",83.4,3.41,0,6.2,6.8,4.6
1312,"S285",11,"female","Asian",52.5,2.27,0,6.5,6,5.2
1313,"S057",10,"male","White",84.1,3.65,0,8.3,4.6,4.3
1314,"S145",11,"female","Other",59.3,2.8,0,6.5,7.2,6.9
1315,"S300",10,"female","White",39.4,2.7,0,6,5.6,3
1316,"S064",12,"male","Asian",59.4,2.57,0,6.5,7.5,5.5
1317,"S311",12,"male","Asian",33.7,3.02,0,5.9,6.4,4.1
1318,"S367",12,"male","Latino",78.2,3.32,0,5.5,8.5,5.3
1319,"S236",11,"male","Other",66.9,3.7,0,8,5.9,7.1
1320,"S241",10,"male","Asian",33,3.55,0,7.1,7.8,5
1321,"S260",12,"female","Black",63.7,2.76,0,6.5,6.5,1.6
1322,"S029",12,"female","White",36.3,3.8,0,6.6,6.3,5.9
1323,"S461",11,"female","Latino",92.6,2.76,0,4.6,5.2,5.7
1324,"S489",10,"male","Asian",80.4,2.22,0,5.5,5.8,4.7
1325,"S046",11,"female","Other",62.6,2.79,1,7.2,5.3,8.4
1326,"S043",11,"female","Black",38,2.13,1,4.1,6.4,7.1
1327,"S362",11,"nonbinary","Other",94.4,1.91,0,3.3,4.2,8
1328,"S097",10,"female","Latino",29.9,4,0,4.2,4.2,2.8
1329,"S408",11,"female","White",11.8,2.87,0,8.1,6.6,9.2
1330,"S314",12,"female","White",70.6,1.94,0,5.6,5.9,6.2
1331,"S092",11,"male","Asian",27.3,2.78,0,4.5,6.6,4.3
1332,"S335",9,"male","Other",87.5,3.16,0,6.9,8.8,4
1333,"S059",10,"male","White",20.5,2.93,0,7.2,6.6,6.2
1334,"S223",10,"male","White",49.7,3.53,0,6.6,6.5,2.9
1335,"S344",10,"female","Asian",53.2,2.21,1,8.1,6.7,6.1
1336,"S422",11,"female","Latino",58.1,3.02,1,8.1,7.2,5.4
1337,"S499",10,"female","White",83.6,2.18,0,7.3,7.6,5.1
1338,"S320",12,"male","Asian",34,2.85,0,4.4,8.6,4.2
1339,"S088",11,"male","Black",54.6,3.81,1,5,5.6,4.9
1340,"S281",10,"male","Other",85.5,3.25,0,5.2,7.2,6.3
1341,"S482",9,"female","White",70.9,2.87,1,7.4,4.5,3.8
1342,"S046",9,"male","Other",35.9,2.81,0,4.8,6.7,4.9
1343,"S060",12,"male","Other",75.9,2.07,0,3.5,6,4.6
1344,"S299",9,"female","Asian",52.1,2.77,0,5.6,5.7,2.5
1345,"S319",12,"male","White",58.6,2.47,0,5.4,2.9,3.1
1346,"S204",11,"female","Black",20.7,2.81,0,8.6,6.4,1.7
1347,"S089",9,"male","Latino",83.7,2.58,0,6.3,7.5,3.9
1348,"S069",11,"female","White",24.3,1.87,1,6.3,8.2,3.8
1349,"S128",12,"male","Asian",59.5,2.51,0,6.1,7.2,1.6
1350,"S218",11,"female","Latino",57.7,2.64,0,5.7,6.4,7.6
1351,"S082",10,"female","White",38.5,3.13,0,6,9.3,2.3
1352,"S042",11,"female","Asian",88.2,2.62,0,6.7,7,7.9
1353,"S382",11,"female","Other",11.7,3.41,0,5.5,4,5.7
1354,"S262",12,"male","White",47.8,3.58,0,7.2,4.9,6.4
1355,"S485",9,"male","White",74.8,2.95,1,3.3,6.8,6
1356,"S014",10,"male","Other",76.7,3.67,0,6.1,5,6.2
1357,"S151",10,"male","White",32.7,2.65,0,6.4,5.5,7.2
1358,"S112",11,"male","Asian",58.7,3.25,0,5.4,7.2,2.3
1359,"S171",10,"male","Other",43.2,2.6,0,6.3,5.9,4.7
1360,"S365",9,"female","Black",47.2,2.06,0,4.7,9,3.1
1361,"S213",12,"female","White",25,3.03,0,4.8,5.3,6.4
1362,"S004",10,"female","Other",56,2.76,0,7.3,5.1,7.5
1363,"S200",11,"male","Asian",28.4,2.93,2,6.6,6.6,8.1
1364,"S097",11,"male","Other",20.8,2.55,1,7.7,3.8,6.1
1365,"S180",12,"male","Asian",59,3.16,2,6.5,5.3,4.4
1366,"S115",9,"male","Asian",66.1,2.69,0,6.5,5.4,9.1
1367,"S252",11,"female","Black",57.1,3.45,0,7.8,5.7,8.8
1368,"S194",10,"female","Latino",54.9,3.27,1,6.2,8.1,4.2
1369,"S047",11,"male","Black",72.5,3.13,1,6.9,7.4,1.8
1370,"S497",9,"female","Black",36.8,3,0,6.6,6.3,6.9
1371,"S267",9,"female","White",79,2.81,0,5,3.9,5.1
1372,"S002",12,"female","White",54.4,3.07,0,4.7,8.2,5.8
1373,"S077",12,"female","Asian",30.4,2.49,0,4.2,7.8,6.9
1374,"S481",12,"male","Asian",18.2,3.5,0,6.3,8.4,6.2
1375,"S404",9,"female","Latino",78.6,0.68,0,6.6,6.9,6
1376,"S004",11,"male","Other",21.3,2.5,0,4.8,6.9,6.7
1377,"S247",10,"female","Other",56.1,2.49,0,8.1,6.4,3.9
1378,"S147",12,"female","Other",27.8,2.1,1,6.8,5.9,6.4
1379,"S482",12,"female","Other",57.4,2.79,1,5.3,5.9,7.8
1380,"S316",12,"male","Black",59.2,2.76,0,6.5,3.9,4.8
1381,"S177",9,"female","Black",69.8,3.37,0,5.3,5.8,6.1
1382,"S099",10,"female","Black",51.1,2.22,0,4.5,7.2,3.5
1383,"S067",12,"male","Other",34.9,2.38,0,6.5,5.2,4.7
1384,"S266",10,"male","Asian",62.5,2.61,0,4.8,6.1,6
1385,"S493",10,"female","Other",10.6,2.6,1,7.5,6.3,4
1386,"S049",11,"male","Black",52.6,2.78,1,7.3,7.8,2.3
1387,"S160",10,"male","White",27.2,3.61,0,6.7,7,7.2
1388,"S009",11,"male","Asian",71.6,3.42,0,6.9,6.7,5.6
1389,"S229",10,"female","Latino",55.4,2.26,0,6.5,7.3,2.7
1390,"S155",12,"female","Other",46.5,2.65,0,6.1,6.4,2.4
1391,"S207",12,"male","Black",11.4,2.7,0,3.2,8,4.1
1392,"S406",10,"female","Latino",14.5,3.38,0,5.7,7.7,2.3
1393,"S026",11,"male","Black",48,1.94,0,6.9,8.2,4.2
1394,"S133",12,"female","White",57.4,3.09,1,6,5.9,7.1
1395,"S489",12,"female","Black",39.9,2.67,0,7,5.4,3.8
1396,"S466",9,"female","White",31.6,2.71,0,5,7.4,6.4
1397,"S048",11,"male","White",10.3,2.32,0,5.4,8.3,5
1398,"S205",12,"male","Asian",67.4,3.61,0,7.3,8,6.3
1399,"S164",11,"female","Asian",83.5,1.89,1,6.2,9,7.1
1400,"S153",9,"male","Other",33.5,2.72,0,3.4,9,4.4
1401,"S461",12,"nonbinary","Other",46.2,2.49,0,7.2,7.3,1.8
1402,"S235",11,"male","Latino",48.9,2.82,0,4.6,4.2,7.5
1403,"S264",11,"male","Asian",11.5,2.88,1,4.8,4.4,5.7
1404,"S296",9,"male","Black",41.7,2.41,0,4.2,7.6,8.6
1405,"S286",10,"male","Black",86.3,2.04,1,7.8,7.3,2.1
1406,"S079",9,"female","Other",23.5,2.88,1,5.7,5.1,7.2
1407,"S464",12,"female","Black",32.7,3.02,0,5.2,5.2,5.6
1408,"S061",10,"female","Other",83,3.42,0,7.6,6,4.7
1409,"S104",9,"male","Latino",40.2,2.89,0,4.5,8.1,3.4
1410,"S035",9,"male","Other",56.1,3.23,0,2.6,4.5,3.4
1411,"S468",9,"female","Asian",84.6,3.36,1,5.5,3.4,6.9
1412,"S274",10,"female","Other",11.1,2.86,0,5.6,7.7,3.7
1413,"S010",9,"female","Latino",74,3.32,0,5.4,5.7,8.1
1414,"S316",12,"female","Latino",19.4,2.37,0,8.9,5.7,0.8
1415,"S110",10,"male","White",14,2.96,0,6.3,6.4,6.5
1416,"S361",10,"male","Other",35.4,2.78,0,3.5,7.6,4.3
1417,"S036",11,"female","White",14.1,2.43,0,4.8,6.5,5.7
1418,"S466",10,"female","Latino",60.6,2.92,0,5.3,4.2,6.3
1419,"S404",9,"female","Other",74.5,2.61,0,8,6,6.6
1420,"S364",10,"male","Latino",33.5,3.2,0,6.8,5.4,5.5
1421,"S089",12,"male","Asian",35.9,3.1,0,4.6,8.4,3.7
1422,"S298",9,"female","Asian",67.3,2.4,0,7.4,6.4,2.4
1423,"S163",12,"male","Other",91.7,2.8,1,6.4,5.1,5.7
1424,"S266",9,"female","Black",19.5,1.44,0,8.4,5.4,8.3
1425,"S279",10,"female","Asian",67.2,2.82,1,7.9,6.3,2.8
1426,"S262",10,"male","Latino",28,2.76,0,7,4.3,5.4
1427,"S357",9,"female","Black",41,2.94,0,4.9,6.5,1.3
1428,"S014",10,"female","White",36.2,2.55,0,7.3,5.6,6.6
1429,"S066",9,"nonbinary","Other",61.6,2.34,0,6.5,6.2,3.6
1430,"S008",9,"female","Other",90.1,3.4,0,7.1,7.2,5
1431,"S496",9,"male","Latino",24.9,3.35,1,6.2,5.9,5.6
1432,"S174",11,"male","Other",22.8,2.3,1,7.6,7.5,5
1433,"S080",9,"male","Black",63.3,3.1,0,4,6.2,7.1
1434,"S484",12,"female","Black",15.5,2.73,0,5.6,6.2,5.1
1435,"S021",11,"female","Asian",57.5,3.29,1,7,5.4,9.2
1436,"S404",12,"female","Black",68.7,3.09,1,6.7,3.8,5.4
1437,"S101",12,"female","Asian",51.6,3.13,0,4,6.7,5
1438,"S195",10,"male","Black",84.9,3.12,0,5.7,6.2,4.9
1439,"S494",12,"male","Asian",48.2,2.59,0,6.7,3.3,3.3
1440,"S494",11,"female","White",82.6,2.86,0,7.6,5.6,6.1
1441,"S426",9,"female","Asian",50,3.25,0,6.3,7.3,5.9
1442,"S476",11,"male","White",61.2,2.67,1,7,7.9,5.1
1443,"S011",9,"male","Other",66.5,2.46,0,5.7,6.2,9.2
1444,"S389",12,"female","Asian",44.4,2.55,2,7.5,5.8,3.1
1445,"S109",12,"female","Black",29.7,3.33,0,6.8,6.9,7.6
1446,"S027",10,"male","Other",39.5,2.88,0,7.4,6.5,3.1
1447,"S421",12,"male","Latino",36.1,2.5,0,6.9,6.6,6.8
1448,"S059",10,"male","Latino",50.8,3.84,0,6.8,5,7
1449,"S002",11,"female","White",64,3.21,1,5.4,6.3,4.3
1450,"S259",11,"male","White",87.9,2.69,0,5.8,6.5,5
1451,"S302",11,"nonbinary","Latino",92.3,2,0,4.8,4.2,6.8
1452,"S434",9,"female","Latino",30.3,2.51,0,6.1,7.8,5.1
1453,"S262",9,"female","Latino",88.3,3.13,0,4.7,5.1,5.4
1454,"S454",11,"female","White",25.1,4,1,8.3,5.4,4
1455,"S458",10,"female","White",33.6,2.5,1,5,4.5,9.2
1456,"S493",11,"male","Asian",17.9,2.2,1,3.4,6.5,2.1
1457,"S379",9,"male","Asian",70.9,2.44,0,6.1,6.3,3
1458,"S494",9,"male","Black",25.1,3.18,0,7.5,7.8,7.6
1459,"S291",12,"female","Black",77.1,3.72,0,3.2,3.4,2.9
1460,"S379",10,"male","Black",28.6,3.27,0,5.4,5,6.6
1461,"S142",11,"male","Other",20.7,2.82,0,3.4,6.1,6.3
1462,"S484",11,"male","Latino",14.4,2.45,0,7.8,5.5,6.2
1463,"S232",10,"female","Other",26.5,3.18,2,5.1,3.9,7.8
1464,"S394",12,"male","White",51.9,2.49,1,5.8,5.6,1.8
1465,"S024",10,"male","Asian",61.8,2.56,0,4.1,6.8,3.6
1466,"S150",10,"male","Asian",53.7,2.13,0,5.6,8,4.4
1467,"S360",12,"female","White",49.2,2.92,0,5.5,5.2,9.4
1468,"S371",10,"male","Other",67.3,2.75,0,3.9,4.9,5.3
1469,"S387",10,"male","Other",41.8,2.44,0,5.3,5.3,5.7
1470,"S243",10,"male","White",13.4,2.71,0,5.1,7.1,2.9
1471,"S386",11,"female","Other",51.9,3,0,3.6,7.4,7
1472,"S460",11,"nonbinary","Latino",50.1,2.16,0,8.4,5.5,5.9
1473,"S342",9,"male","Asian",44.2,2.88,1,5.3,8.4,8.1
1474,"S464",11,"male","Black",60.7,3,0,3.9,5.3,2.5
1475,"S233",10,"female","Black",65.6,2.72,0,2.4,7,5.9
1476,"S346",12,"male","White",63.6,2.81,0,6.3,6.2,5.6
1477,"S077",9,"male","Latino",44.1,2.57,0,7.2,6.4,3.7
1478,"S013",11,"female","Black",26.4,3.39,0,6.6,7.7,3
1479,"S319",12,"male","Black",39.2,3.77,0,6.2,7.6,5
1480,"S278",10,"female","Other",86.2,3.03,0,4.3,6.8,4.4
1481,"S398",11,"male","Black",11.5,2.59,0,4.3,5.9,6.1
1482,"S021",10,"nonbinary","Black",74,2.93,0,5.9,7.5,7.8
1483,"S450",10,"female","Black",11.1,2.47,0,4.5,7.1,4.6
1484,"S421",10,"male","Other",22.9,2.8,0,6.5,7.5,4.3
1485,"S245",9,"female","Latino",55.2,1.91,0,4.4,7,3.9
1486,"S471",9,"male","White",61.8,3.08,0,7.5,4.8,3.9
1487,"S067",9,"male","Asian",36,2.18,1,7.1,8.2,4.3
1488,"S095",10,"male","Latino",28,3.2,0,3.4,5.1,5.7
1489,"S216",10,"male","White",52.1,2.85,0,5.4,6.7,7.9
1490,"S399",11,"male","Latino",17.5,3.01,0,4.2,6.1,4.5
1491,"S016",9,"female","Black",54.4,3.64,0,5,6.1,2.7
1492,"S149",12,"female","Asian",77.1,2.62,0,7.3,7.2,5
1493,"S090",10,"male","Black",31.7,3.71,0,5.7,5.2,2.9
1494,"S102",10,"female","Latino",51.7,1.99,0,5,7.7,4.2
1495,"S250",10,"female","White",83,3.24,1,4.6,6.9,5.4
1496,"S098",12,"male","White",47.5,2.9,1,6.3,6.7,4.6
1497,"S492",9,"female","Black",17.3,2.7,0,3.9,6.8,4.6
1498,"S457",11,"female","White",63.7,2.76,0,6.9,5.9,1.9
1499,"S422",10,"male","Latino",23.4,2.98,0,4.5,6.4,4.8
1500,"S089",9,"male","White",44.4,3.4,0,5.7,6.3,5.3
1501,"S379",11,"female","White",48.4,2.38,0,5.7,4.4,5.4
1502,"S001",11,"male","Latino",12.3,3.63,0,5.7,4.3,8.1
1503,"S289",10,"male","Black",46.8,3.1,2,6.1,5.7,4.3
1504,"S391",10,"female","White",76.4,3,1,8.7,5.9,4.9
1505,"S355",12,"male","Asian",17.7,3.08,0,6.3,4.2,7.2
1506,"S253",9,"male","Other",67.4,2.83,0,8.3,6.6,4.1
1507,"S404",10,"male","Black",26.5,2.22,0,5.9,7.4,4.1
1508,"S146",11,"male","Asian",58.6,3.61,0,8.6,4.4,6.1
1509,"S201",12,"male","White",85.5,2.27,1,4,8.9,4.6
1510,"S353",10,"female","White",67.9,2.93,0,7.5,5,3.8
1511,"S136",11,"nonbinary","Other",26.8,2.08,2,4.4,6.5,6.7
1512,"S125",9,"male","Black",52.4,3.32,0,7.4,8.9,4.3
1513,"S371",12,"nonbinary","Black",24.8,2.75,1,8.7,4.7,2.6
1514,"S401",10,"female","Latino",21,2.61,0,6.6,7.6,3.3
1515,"S422",10,"female","Latino",21,2.45,0,3.5,5,5.1
1516,"S427",12,"male","Asian",56.3,2.58,1,8.1,7.2,5.4
1517,"S265",11,"female","Other",28,2.97,0,6.8,10,5.4
1518,"S312",9,"male","Black",79.3,2.43,1,6,7.5,5.9
1519,"S379",9,"female","Latino",37.7,2.77,0,3.5,5.7,8
1520,"S197",9,"male","Other",84.2,4,0,5.5,5.4,6.7
1521,"S488",12,"male","White",64.3,2.71,0,5.7,6.6,3.1
1522,"S474",12,"female","Other",28.6,3.19,0,6,5.2,4.6
1523,"S127",9,"male","Asian",42.4,2.84,0,4.5,5.4,2.5
1524,"S425",12,"male","Other",52.9,2.84,0,6,6.5,6.2
1525,"S404",11,"male","Asian",84.8,2.92,0,10,7.6,4.4
1526,"S315",11,"male","Asian",25.3,2.73,0,5.1,5.2,4.5
1527,"S285",12,"female","Other",86.3,3.66,0,5.2,8.9,5.4
1528,"S238",10,"male","Latino",52.7,2.58,0,10,4.8,6.2
1529,"S476",9,"male","Latino",84.8,2.19,0,2.6,6.9,5.8
1530,"S188",11,"female","White",91.1,2.66,0,4.2,5.5,4.4
1531,"S261",11,"female","Asian",21.7,3.64,0,2.8,6.3,6
1532,"S301",12,"female","Latino",62.8,2.79,0,6,7.5,1.6
1533,"S127",12,"male","Other",45,2.67,0,5.6,6.9,7.3
1534,"S070",11,"female","Latino",79.8,2.18,0,4,6.1,3.5
1535,"S073",12,"male","Black",54.4,2.78,0,5.7,5.8,5.7
1536,"S256",9,"female","Asian",20.7,2.84,0,7.9,3.8,1.6
1537,"S156",9,"male","Latino",49.9,2.2,0,7.1,6.3,5.9
1538,"S497",9,"female","White",70,2.94,1,5.1,7.3,7.9
1539,"S014",9,"female","Latino",90,2.99,0,2,6.6,3.4
1540,"S342",10,"male","White",27.1,2.76,0,5.7,4.1,6.7
1541,"S134",10,"male","Asian",65.6,2.37,0,4.5,6.5,3.4
1542,"S354",11,"male","Black",74.1,2.75,0,6.8,5.9,6
1543,"S040",11,"female","Asian",65.4,3.82,1,8.3,4.9,4.3
1544,"S416",11,"male","Black",90.4,2.54,0,7.2,7.4,6.7
1545,"S496",10,"female","Other",27.8,2.88,0,5,3.3,6.7
1546,"S417",10,"male","Black",89.7,2.75,1,5.6,6.8,4.5
1547,"S143",11,"male","Black",58.1,3.22,1,6.9,5.6,4
1548,"S477",11,"female","Black",18.3,2.51,0,3.2,5.9,5.2
1549,"S390",12,"male","Asian",14.6,2.8,0,4.8,6.5,6.7
1550,"S472",11,"male","Other",41.9,2.64,0,5.7,6.6,0.9
1551,"S024",12,"female","Asian",56.7,2.3,0,5.6,6.4,6.8
1552,"S198",12,"female","White",45.6,2.72,2,5.9,7.4,6.7
1553,"S399",12,"female","White",30.6,2.17,0,5.6,6.3,2.5
1554,"S344",12,"male","Latino",58,2.65,1,2.7,5.3,5.4
1555,"S315",9,"female","White",17.1,1.74,1,4.6,4.8,4.6
1556,"S397",11,"female","Other",15,2.42,1,4.4,3.9,6.5
1557,"S352",10,"female","White",89.9,2.77,1,5.4,3.6,5.7
1558,"S020",12,"female","Latino",20.4,3.01,0,7.3,5.1,7.9
1559,"S187",11,"female","Asian",39.9,2.94,0,4.9,6.8,3.9
1560,"S131",10,"male","Latino",26.2,2.61,1,4.9,6.3,5.2
1561,"S369",9,"male","Latino",70.5,1.96,0,6.7,4.7,2.9
1562,"S364",11,"female","Other",32.5,2.97,0,5.1,3.9,2.9
1563,"S301",11,"female","Latino",62.1,3.17,0,5.3,6.2,2
1564,"S231",12,"male","Other",29.6,2.8,2,6.3,6.9,5.5
1565,"S114",12,"male","Black",52.7,2.33,0,5.3,5.9,4.7
1566,"S323",9,"female","Asian",14.6,3.51,0,4.8,5.2,6.2
1567,"S174",9,"male","White",72,2.34,0,3.9,8,0.4
1568,"S017",9,"male","Black",54,2.98,0,5.7,5.8,6.8
1569,"S499",12,"male","Asian",38.6,2.04,0,6.4,6.6,4.6
1570,"S208",10,"male","White",52.1,2.87,0,8.2,9.2,3.9
1571,"S426",12,"male","Other",54.7,2.49,0,8.5,7.4,7.3
1572,"S175",12,"male","White",20,2.48,0,2.7,5.7,5.2
1573,"S254",12,"male","Latino",72.3,2.54,0,8.3,6.8,2.1
1574,"S264",10,"female","Black",92.4,2.52,0,5.3,6.8,5.9
1575,"S420",9,"nonbinary","Other",44.3,2.34,0,6.4,6.9,5.8
1576,"S124",10,"female","White",30.2,3.61,0,4.7,6.1,6.7
1577,"S249",9,"male","Other",85.9,2.84,1,6.5,5.3,3.7
1578,"S083",12,"female","Latino",21.8,3.55,0,6.5,5.6,3.5
1579,"S435",9,"male","Latino",45.6,2.23,0,6.1,5.9,6.6
1580,"S482",12,"male","Black",67.4,2.57,0,7.2,6.5,4.8
1581,"S342",11,"female","Black",87.6,2.43,0,3.7,6.7,8.9
1582,"S159",9,"female","White",60,2.54,0,7.6,4.1,8.6
1583,"S344",9,"female","White",36.3,2.66,2,7.7,7.2,2.1
1584,"S246",9,"female","White",33.1,3.29,1,6,7.2,3.9
1585,"S115",9,"female","Asian",48.8,3.13,0,4.4,6.3,5.7
1586,"S476",10,"male","Latino",57.8,3.06,0,5.2,5,4.1
1587,"S303",12,"female","Asian",21.6,2.47,0,8.4,7.2,4.3
1588,"S160",9,"female","Other",48.6,3.03,0,4.9,5.9,6.3
1589,"S493",9,"female","Other",57.8,3.58,1,5.3,6.2,9.6
1590,"S302",9,"male","Latino",50,3.05,0,8.5,7,3.6
1591,"S269",10,"male","Latino",17.3,3.06,0,6.9,5.6,1.5
1592,"S485",10,"female","Latino",23.8,2.81,1,5.9,6,8
1593,"S498",12,"male","Other",37.5,2.45,0,5.2,6.8,5
1594,"S096",9,"male","White",71.7,3.47,1,8,5.9,0.6
1595,"S024",12,"female","Asian",44.5,2.25,0,7.2,9.1,4.8
1596,"S467",9,"female","Other",37.5,3.11,0,4.3,5.1,6.1
1597,"S170",9,"male","Asian",43.4,3.81,1,5.6,4.7,8.1
1598,"S073",9,"female","Latino",11.3,2.67,0,6,7.4,8.3
1599,"S376",11,"male","Latino",49,3.34,0,4.4,7.1,4.6
1600,"S216",11,"female","White",20.1,2.77,0,4.7,7,6
1601,"S230",10,"female","White",35.2,3.05,0,5.6,8.8,7.8
1602,"S122",10,"female","Latino",71.7,2.3,0,6.7,5.3,2.9
1603,"S161",11,"male","White",75.3,2.39,0,6.8,7.9,5.8
1604,"S172",12,"male","Black",53.4,2.39,0,6.1,5.5,7.7
