respondent_id,education,age,income,voted_2020,political_interest,volunteer_hours,donations,social_media_political
371,High School,54,115126.25423114178,Yes,4,2,341.34121159791914,3.629143857397139
372,High School,46,73255.50412155237,Yes,10,3,332.12830150307514,5.022206287831068
373,Graduate,78,59544.008008177836,Yes,7,5,0,6.997490897774696
374,High School,70,91020.66292166205,Yes,1,2,0,1.528757291380316
375,Some College,75,22916.09281292177,Yes,10,1,306.77529892544896,2.5177070288918912
376,BA,60,109469.04236917006,No,5,1,123.71093923360736,8.548445899505168
377,High School,36,47246.11794012913,Yes,9,0,0,6.259329859167337
378,Less than HS,52,38449.94739576843,Yes,9,1,0,9.278593242634088
379,BA,70,49176.90324021518,Yes,5,4,0,0.8698189374990761
380,Graduate,21,65931.12215840528,No,6,3,9.768248804368085,7.991431525442749
381,BA,80,36604.53549969277,Yes,9,2,26.649253948499297,2.157884477637708
382,High School,24,15000,Yes,7,1,0,4.520563441328704
383,BA,54,69371.3459301201,No,1,3,23.73189823388643,7.392893903888762
384,High School,32,90761.1018031224,Yes,2,2,130.3124738395189,0.5834920727647841
385,Less than HS,22,58701.85151351201,Yes,6,2,0,5.472061829641461
386,High School,57,76964.72062776942,No,4,4,339.9689425248559,7.793103128205985
387,BA,75,87833.83208592754,No,7,3,0,6.8925195606425405
388,Graduate,32,36037.80104534946,No,5,2,4.894173691772707,8.730008157435805
389,Graduate,38,116127.60559141022,No,3,1,92.50106680675675,8.143705115653574
390,High School,54,40525.644750356594,Yes,3,3,20.109654707473222,1.1581740621477365
391,Some College,64,66515.09554184854,Yes,10,2,0,0.1581545453518629
392,Some College,28,119550.04135186599,Yes,5,5,0,1.473420460242778
393,Some College,81,72012.14320229852,Yes,10,1,92.60404587308581,1.7605151538737118
394,BA,59,64136.30692477561,No,1,3,192.8003689554069,2.4701232253573835
395,BA,35,30939.260166779306,Yes,6,5,0,9.90822966909036
396,Some College,83,30278.665672150255,Yes,1,3,0,1.8166216625832021
397,Graduate,69,48579.77281585325,Yes,1,6,32.54047344080856,0.01706292387098074
398,High School,44,51992.81852231686,Yes,10,2,0,4.88685333635658
399,High School,54,114874.57801501451,Yes,1,1,307.34394418790475,3.217009799554944
400,BA,27,48106.07445681537,Yes,1,2,0,0.2578164986334741
401,Graduate,75,30633.432648609112,No,2,2,6.3100863794749,4.689167162869126
402,High School,40,86278.7397466772,Yes,1,1,338.39211514474397,5.57390445843339
403,High School,43,69807.04078652278,No,3,1,357.51774254281145,1.2910725083202124
404,Less than HS,41,68400.57781434462,No,9,3,352.2319757313228,3.593953566160053
405,Some College,73,109856.40518250452,Yes,4,6,93.32767675213019,4.435046317521483
406,High School,33,95697.0987818342,No,6,0,249.31434526311216,9.069880959577858
407,BA,29,100233.84861560448,No,6,3,176.8914959794911,6.291452592704445
408,Less than HS,50,57664.88729207644,No,5,4,151.13201222635956,1.4497523522004485
409,BA,85,59992.03606982603,Yes,3,3,203.4440453200061,5.744601981714368
410,BA,80,62476.53487561433,Yes,5,1,308.4191627069417,9.686635851394385
411,BA,71,40205.05165037814,Yes,9,4,0,8.527412191033363
412,Some College,23,29315.094654179513,Yes,8,3,193.61862801823355,4.313297076150775
413,Some College,51,76800.55582942924,Yes,5,2,0,9.73093711771071
414,BA,32,59576.49070541579,Yes,6,5,0,5.423329779878259
415,High School,54,65065.65203880136,Yes,10,3,162.09401978264924,3.9190148119814694
416,Some College,76,100483.01863171594,Yes,8,4,0,2.0830258005298674
417,Some College,34,44335.24883824897,Yes,10,3,151.06117766449879,5.128987606149167
418,Less than HS,57,123908.26033060726,No,5,2,26.032342249169428,0.3346919734030962
419,Some College,81,51742.68731223243,No,5,2,0,2.7529822988435626
420,Less than HS,39,88430.23850191373,Yes,8,3,157.37455493042816,0.5984503519721329
421,BA,40,30968.97553704422,Yes,4,1,0,6.634070645086467
422,Graduate,74,73191.24168406807,Yes,6,0,234.56835651570657,5.456423971336335
423,BA,51,42088.80324830174,Yes,6,2,3.1803973776359684,9.984889174811542
424,Some College,73,42871.76048032209,No,4,2,0,4.898751801811159
425,Graduate,83,27302.715772208445,Yes,1,6,122.76366759184037,5.2395647671073675
426,BA,32,64487.903131971594,No,8,2,212.76796005513722,9.005938686896116
427,Some College,47,87816.81652615055,No,10,5,343.6074576737644,2.1650009974837303
428,High School,24,59845.22254267696,Yes,2,0,141.95131066730252,4.533383517991751
429,Some College,81,57042.09817216254,Yes,1,5,0,5.927834087051451
430,High School,22,52280.120093803715,Yes,2,6,0,9.007649994455278
431,Less than HS,62,85678.16354840854,Yes,4,6,645.064783153231,2.065360597334802
432,Some College,82,96513.51287180462,No,9,3,72.87689083843524,9.553805217146873
433,BA,60,15000,Yes,8,1,0,2.486747410148382
434,Less than HS,56,49911.03310107249,Yes,2,5,267.8853736754046,6.063825911842287
435,High School,57,91409.57352614845,Yes,1,2,212.81705072779096,8.94459194270894
436,Some College,62,111450.58488323272,Yes,7,3,7.621004175518564,8.37564604356885
437,BA,33,82340.18551784646,Yes,7,2,230.27516646574273,8.25488269329071
438,BA,57,61074.98494149591,Yes,9,4,0,3.4577097231522202
439,BA,71,83235.71080717392,Yes,7,4,176.6772577695226,9.92432309081778
440,Less than HS,22,71525.61162177655,Yes,3,7,18.767152985241566,0.5867544561624527
441,High School,28,80785.73669499102,No,3,1,248.23138611633942,0.7687031198292971
442,BA,73,78859.38613853825,Yes,6,3,129.87058761031352,4.194922198075801
443,High School,61,110119.73619502663,No,4,3,190.29705995784488,7.680921787396073
444,BA,65,75590.28807710657,Yes,10,3,97.1718373047791,4.286588998511434
445,BA,22,53032.927857957984,Yes,2,0,57.15370576221336,2.4823443894274533
446,Some College,69,95706.78798620738,Yes,10,4,0,1.1680351663380861
447,BA,33,40973.872682703906,Yes,4,2,229.00041207581756,1.0383044788613915
448,BA,54,56066.595382931046,Yes,9,4,361.88065103772635,4.545756904408336
449,Some College,42,15000,Yes,3,1,493.3322151029422,5.394751066341996
450,High School,66,70819.94686702157,No,1,4,353.66989536747707,9.351236838847399
451,Some College,72,83916.46237957521,Yes,4,1,560.524929525999,5.087708865758032
452,High School,31,15000,Yes,3,2,584.1470916061331,3.353295144625008
453,Some College,42,141171.39236403944,Yes,3,1,124.92225325179813,7.091456034686416
454,High School,30,37039.17041790169,No,8,2,192.6111208541206,9.65731100877747
455,Graduate,38,26239.165755823873,No,8,4,490.64973018674294,3.9575625653378665
456,Some College,42,55126.23592403189,No,10,1,144.02519675918896,1.5918179205618799
457,Graduate,39,73979.06583034204,No,1,1,0,7.5303145963698626
458,BA,41,51794.37239563147,Yes,6,2,133.49767220780762,0.9138966025784612
459,High School,69,79908.02487365625,Yes,6,4,38.68436368569296,2.8292650799266994
460,Some College,60,38282.874361952294,Yes,4,2,53.89681792205466,0.7038590940646827
461,High School,76,86949.19497893397,Yes,10,2,288.67242146031725,4.102684494573623
462,High School,35,68809.89386014389,Yes,10,2,16.141019443618475,6.383604314178228
463,BA,73,121671.27008202314,Yes,7,4,219.33426290708587,2.240033932030201
464,High School,66,76393.03081413665,Yes,1,4,305.3143298297806,3.9421046595089138
465,High School,43,63655.516580384596,Yes,4,2,210.5365068466251,9.88936419133097
466,High School,59,69081.31930527357,Yes,5,3,0,5.511365907732397
467,High School,41,81508.29607257711,Yes,3,2,214.02596907337482,9.727975723799318
468,BA,27,40757.58807397747,No,4,1,302.3877113648868,8.331666272133589
469,BA,71,34790.119024433174,No,6,2,30.730390917578788,2.1806224924512208
470,BA,36,90746.06801829868,Yes,3,2,50.29835465854893,9.142439428251237
471,Some College,52,67532.49032176202,No,5,2,142.52221531911945,7.05499998293817
472,High School,74,20546.24715797535,No,9,3,95.15390444738598,3.158776261843741
473,BA,44,36046.201514015,Yes,10,3,0,4.736194002907723
474,High School,65,68108.00436262872,Yes,7,3,144.60996443561208,9.507703345734626
475,High School,43,100319.70996246202,Yes,1,5,36.964890897919446,7.544708210043609
476,Some College,70,70776.99364685445,Yes,3,3,183.0901488326345,4.420452455524355
477,High School,43,64782.8273364591,Yes,9,1,0,5.185048740822822
478,Some College,44,51130.68460222235,Yes,10,2,79.24384748088231,3.694856818765402
479,BA,69,43268.373930575865,Yes,10,2,140.1017088271691,1.5110547840595245
480,High School,22,45829.49240371256,No,9,6,115.78568387174903,0.8750875853002071
481,BA,55,78324.27571754793,Yes,9,1,0,4.030980514362454
482,Graduate,56,47478.37285465202,Yes,10,4,208.29052509384388,1.4875307655893266
483,Some College,79,70587.96043266464,Yes,10,3,43.17458618358492,1.0012725740671158
484,Some College,83,55989.71858807826,Yes,8,2,62.416625486047124,4.6309190057218075
485,High School,27,69791.01241262548,Yes,3,3,327.26215675549963,0.48945432994514704
486,Some College,62,95599.85256379152,No,1,5,209.47422381538854,5.868561181705445
487,BA,84,88950.55636122751,Yes,8,2,420.0035973341499,5.563008724711835
488,BA,79,63677.29185256154,Yes,5,2,162.30919473241985,1.6362199932336807
489,BA,42,35234.1970518477,No,5,2,284.8810495593358,7.647792093921453
490,BA,47,82275.57568306585,Yes,1,6,0,8.654589171055704
491,Less than HS,72,69073.43713401577,No,2,2,184.57047291982246,6.495201180223376
492,Some College,57,34637.5411828484,Yes,6,3,1.3106599537839991,8.987924689427018
493,Some College,44,95120.69491507433,Yes,5,2,99.71298440654826,7.951285054441541
494,High School,78,91282.87660995577,No,2,1,29.44332546491799,0.2632114081643522
495,Graduate,19,44210.95652717314,Yes,7,9,369.5844945380763,6.566158211790025
496,Graduate,67,145454.2845016037,No,1,4,0,2.37831883598119
497,High School,52,15000,Yes,6,0,587.9591394113185,8.887895541265607
498,High School,31,84378.69816509167,No,10,5,0,7.642016680911183
499,BA,27,50581.69598431139,No,3,3,0,0.20411614794284105
500,Less than HS,72,70784.22181057613,Yes,9,2,74.73270779149269,8.331496585160494
