enroll_id,day_of_course,videos_watched,quiz_attempted,forum_posts,subscription_type,completed_course
33,7,3,FALSE,0,Premium,FALSE
33,8,2,TRUE,0,Premium,FALSE
33,9,2,TRUE,0,Premium,FALSE
33,10,4,TRUE,0,Premium,FALSE
33,11,4,FALSE,0,Premium,FALSE
33,12,3,TRUE,0,Premium,FALSE
33,13,1,FALSE,1,Premium,FALSE
33,14,7,TRUE,1,Premium,FALSE
33,15,1,FALSE,0,Premium,FALSE
33,16,3,TRUE,1,Premium,FALSE
33,17,1,FALSE,1,Premium,FALSE
33,18,3,TRUE,0,Premium,FALSE
33,19,4,FALSE,0,Premium,FALSE
33,20,1,TRUE,0,Premium,FALSE
34,1,1,FALSE,0,Premium,FALSE
34,2,0,TRUE,1,Premium,FALSE
34,3,2,TRUE,0,Premium,FALSE
34,4,0,TRUE,0,Premium,FALSE
34,5,2,FALSE,2,Premium,FALSE
34,6,0,TRUE,1,Premium,FALSE
34,7,5,TRUE,2,Premium,FALSE
34,8,3,TRUE,1,Premium,FALSE
34,9,0,FALSE,0,Premium,FALSE
34,10,3,FALSE,0,Premium,FALSE
34,11,0,FALSE,1,Premium,FALSE
34,12,1,TRUE,1,Premium,FALSE
34,13,5,TRUE,1,Premium,FALSE
34,14,0,FALSE,0,Premium,FALSE
34,15,1,TRUE,0,Premium,FALSE
34,16,2,FALSE,1,Premium,FALSE
34,17,0,FALSE,0,Premium,FALSE
34,18,1,TRUE,1,Premium,FALSE
34,19,4,TRUE,1,Premium,FALSE
34,20,3,TRUE,0,Premium,FALSE
35,1,2,FALSE,1,Free,FALSE
35,2,1,TRUE,1,Free,FALSE
35,3,1,TRUE,1,Free,FALSE
35,4,4,FALSE,0,Free,FALSE
35,5,3,FALSE,0,Free,FALSE
35,6,1,FALSE,0,Free,FALSE
35,7,2,TRUE,0,Free,FALSE
35,8,1,FALSE,1,Free,FALSE
35,9,2,FALSE,0,Free,FALSE
35,10,2,TRUE,0,Free,FALSE
35,11,2,FALSE,1,Free,FALSE
35,12,1,TRUE,0,Free,FALSE
35,13,1,FALSE,0,Free,FALSE
35,14,0,TRUE,1,Free,FALSE
35,15,3,TRUE,0,Free,FALSE
35,16,1,FALSE,0,Free,FALSE
35,17,4,FALSE,0,Free,FALSE
35,18,2,FALSE,0,Free,FALSE
35,19,2,TRUE,0,Free,FALSE
35,20,6,FALSE,0,Free,FALSE
36,1,0,FALSE,0,Free,FALSE
36,2,4,TRUE,1,Free,FALSE
36,3,2,TRUE,0,Free,FALSE
36,4,1,TRUE,0,Free,FALSE
36,5,3,TRUE,1,Free,FALSE
36,6,2,TRUE,2,Free,FALSE
36,7,1,FALSE,0,Free,FALSE
36,8,3,TRUE,0,Free,FALSE
36,9,2,FALSE,0,Free,FALSE
36,10,3,FALSE,1,Free,FALSE
36,11,2,TRUE,1,Free,FALSE
36,12,1,TRUE,1,Free,FALSE
36,13,2,FALSE,0,Free,FALSE
36,14,2,TRUE,2,Free,FALSE
36,15,2,FALSE,0,Free,FALSE
36,16,2,TRUE,2,Free,FALSE
36,17,3,FALSE,1,Free,FALSE
36,18,1,TRUE,1,Free,FALSE
36,19,0,TRUE,0,Free,FALSE
36,20,3,TRUE,0,Free,FALSE
37,1,0,TRUE,0,Free,FALSE
37,2,5,TRUE,1,Free,FALSE
37,3,4,TRUE,0,Free,FALSE
37,4,1,TRUE,0,Free,FALSE
37,5,0,TRUE,0,Free,FALSE
37,6,3,TRUE,0,Free,FALSE
37,7,2,TRUE,0,Free,FALSE
37,8,2,TRUE,0,Free,FALSE
37,9,1,TRUE,0,Free,FALSE
37,10,0,FALSE,0,Free,FALSE
37,11,2,FALSE,1,Free,FALSE
37,12,1,FALSE,0,Free,FALSE
37,13,0,FALSE,3,Free,FALSE
37,14,4,TRUE,0,Free,FALSE
37,15,2,TRUE,0,Free,FALSE
37,16,1,FALSE,1,Free,FALSE
37,17,0,TRUE,0,Free,FALSE
37,18,0,TRUE,0,Free,FALSE
37,19,0,FALSE,0,Free,FALSE
37,20,1,TRUE,1,Free,FALSE
38,1,1,TRUE,2,Free,FALSE
38,2,3,FALSE,1,Free,FALSE
38,3,2,TRUE,0,Free,FALSE
38,4,0,TRUE,0,Free,FALSE
38,5,2,FALSE,1,Free,FALSE
38,6,5,FALSE,0,Free,FALSE
38,7,3,TRUE,0,Free,FALSE
38,8,2,TRUE,1,Free,FALSE
38,9,1,FALSE,0,Free,FALSE
38,10,0,FALSE,0,Free,FALSE
38,11,1,FALSE,2,Free,FALSE
38,12,2,TRUE,1,Free,FALSE
38,13,0,TRUE,1,Free,FALSE
38,14,3,FALSE,0,Free,FALSE
38,15,0,TRUE,0,Free,FALSE
38,16,1,TRUE,0,Free,FALSE
38,17,5,FALSE,1,Free,FALSE
38,18,1,TRUE,1,Free,FALSE
38,19,1,FALSE,0,Free,FALSE
38,20,2,TRUE,0,Free,FALSE
39,1,2,FALSE,0,Premium,FALSE
39,2,3,TRUE,0,Premium,FALSE
39,3,2,TRUE,0,Premium,FALSE
39,4,2,TRUE,1,Premium,FALSE
39,5,0,TRUE,0,Premium,FALSE
39,6,1,FALSE,1,Premium,FALSE
39,7,3,FALSE,0,Premium,FALSE
39,8,0,FALSE,1,Premium,FALSE
39,9,4,FALSE,1,Premium,FALSE
39,10,3,TRUE,0,Premium,FALSE
39,11,4,FALSE,0,Premium,FALSE
39,12,3,TRUE,0,Premium,FALSE
39,13,2,FALSE,1,Premium,FALSE
39,14,6,FALSE,1,Premium,FALSE
39,15,3,TRUE,1,Premium,FALSE
39,16,2,FALSE,1,Premium,FALSE
39,17,1,FALSE,0,Premium,FALSE
39,18,1,TRUE,1,Premium,FALSE
39,19,2,TRUE,1,Premium,FALSE
39,20,2,TRUE,1,Premium,FALSE
40,1,3,TRUE,0,Free,FALSE
40,2,3,TRUE,0,Free,FALSE
40,3,1,TRUE,0,Free,FALSE
40,4,0,TRUE,0,Free,FALSE
40,5,0,TRUE,0,Free,FALSE
40,6,0,TRUE,0,Free,FALSE
40,7,1,FALSE,0,Free,FALSE
40,8,4,TRUE,1,Free,FALSE
40,9,3,TRUE,0,Free,FALSE
40,10,2,TRUE,1,Free,FALSE
40,11,0,FALSE,1,Free,FALSE
40,12,2,TRUE,1,Free,FALSE
40,13,0,TRUE,0,Free,FALSE
40,14,3,TRUE,1,Free,FALSE
40,15,0,FALSE,0,Free,FALSE
40,16,2,FALSE,0,Free,FALSE
40,17,2,FALSE,1,Free,FALSE
40,18,6,TRUE,2,Free,FALSE
40,19,2,TRUE,0,Free,FALSE
40,20,2,FALSE,0,Free,FALSE
41,1,2,FALSE,0,Free,FALSE
41,2,4,TRUE,0,Free,FALSE
41,3,2,TRUE,2,Free,FALSE
41,4,1,FALSE,1,Free,FALSE
41,5,3,TRUE,0,Free,FALSE
41,6,3,TRUE,1,Free,FALSE
41,7,2,TRUE,2,Free,FALSE
41,8,0,FALSE,0,Free,FALSE
41,9,3,TRUE,1,Free,FALSE
41,10,0,FALSE,0,Free,FALSE
41,11,7,TRUE,2,Free,FALSE
41,12,3,FALSE,0,Free,FALSE
41,13,5,TRUE,0,Free,FALSE
41,14,1,TRUE,1,Free,FALSE
41,15,2,TRUE,1,Free,FALSE
41,16,3,TRUE,0,Free,FALSE
41,17,2,FALSE,0,Free,FALSE
41,18,2,TRUE,1,Free,FALSE
41,19,1,TRUE,0,Free,FALSE
41,20,2,FALSE,1,Free,FALSE
42,1,1,TRUE,1,Premium,TRUE
42,2,3,FALSE,0,Premium,TRUE
42,3,1,FALSE,0,Premium,TRUE
42,4,1,FALSE,0,Premium,TRUE
42,5,1,FALSE,0,Premium,TRUE
42,6,2,FALSE,0,Premium,TRUE
42,7,1,FALSE,1,Premium,TRUE
42,8,4,TRUE,0,Premium,TRUE
42,9,5,FALSE,1,Premium,TRUE
42,10,2,TRUE,2,Premium,TRUE
42,11,1,FALSE,1,Premium,TRUE
42,12,1,FALSE,0,Premium,TRUE
42,13,3,FALSE,1,Premium,TRUE
42,14,2,FALSE,0,Premium,TRUE
42,15,1,FALSE,0,Premium,TRUE
42,16,5,TRUE,0,Premium,TRUE
42,17,0,TRUE,0,Premium,TRUE
42,18,3,FALSE,0,Premium,TRUE
42,19,1,TRUE,0,Premium,TRUE
42,20,1,TRUE,0,Premium,TRUE
43,1,2,TRUE,2,Premium,FALSE
43,2,4,FALSE,0,Premium,FALSE
43,3,3,FALSE,1,Premium,FALSE
43,4,1,TRUE,1,Premium,FALSE
43,5,1,TRUE,1,Premium,FALSE
43,6,3,FALSE,1,Premium,FALSE
43,7,2,FALSE,0,Premium,FALSE
43,8,4,TRUE,1,Premium,FALSE
43,9,0,FALSE,0,Premium,FALSE
43,10,2,TRUE,0,Premium,FALSE
43,11,2,TRUE,0,Premium,FALSE
43,12,0,FALSE,0,Premium,FALSE
43,13,2,FALSE,1,Premium,FALSE
43,14,3,TRUE,1,Premium,FALSE
43,15,2,FALSE,0,Premium,FALSE
43,16,4,FALSE,1,Premium,FALSE
43,17,0,FALSE,0,Premium,FALSE
43,18,2,TRUE,0,Premium,FALSE
43,19,5,TRUE,0,Premium,FALSE
43,20,1,FALSE,0,Premium,FALSE
44,1,3,TRUE,1,Free,FALSE
44,2,2,FALSE,1,Free,FALSE
44,3,1,TRUE,2,Free,FALSE
44,4,1,TRUE,0,Free,FALSE
44,5,3,FALSE,1,Free,FALSE
44,6,1,TRUE,0,Free,FALSE
44,7,0,TRUE,1,Free,FALSE
44,8,3,FALSE,0,Free,FALSE
44,9,6,TRUE,1,Free,FALSE
44,10,2,TRUE,1,Free,FALSE
44,11,4,TRUE,0,Free,FALSE
44,12,1,TRUE,1,Free,FALSE
44,13,2,TRUE,0,Free,FALSE
44,14,1,FALSE,0,Free,FALSE
44,15,2,FALSE,0,Free,FALSE
44,16,0,FALSE,0,Free,FALSE
44,17,2,TRUE,1,Free,FALSE
44,18,2,TRUE,1,Free,FALSE
44,19,3,TRUE,0,Free,FALSE
44,20,3,TRUE,0,Free,FALSE
45,1,2,FALSE,0,Premium,FALSE
45,2,0,FALSE,0,Premium,FALSE
45,3,3,FALSE,1,Premium,FALSE
45,4,1,TRUE,0,Premium,FALSE
45,5,1,FALSE,1,Premium,FALSE
45,6,3,TRUE,1,Premium,FALSE
45,7,1,TRUE,0,Premium,FALSE
45,8,1,TRUE,0,Premium,FALSE
45,9,3,TRUE,1,Premium,FALSE
45,10,2,TRUE,1,Premium,FALSE
45,11,2,TRUE,0,Premium,FALSE
45,12,0,TRUE,1,Premium,FALSE
45,13,2,TRUE,0,Premium,FALSE
45,14,1,TRUE,2,Premium,FALSE
45,15,1,FALSE,2,Premium,FALSE
45,16,3,TRUE,0,Premium,FALSE
45,17,1,TRUE,0,Premium,FALSE
45,18,3,TRUE,0,Premium,FALSE
45,19,5,TRUE,1,Premium,FALSE
45,20,3,TRUE,1,Premium,FALSE
46,1,0,TRUE,0,Free,FALSE
46,2,3,FALSE,0,Free,FALSE
46,3,1,FALSE,0,Free,FALSE
46,4,0,FALSE,0,Free,FALSE
46,5,2,TRUE,0,Free,FALSE
46,6,0,TRUE,0,Free,FALSE
46,7,1,FALSE,1,Free,FALSE
46,8,6,FALSE,1,Free,FALSE
46,9,5,FALSE,0,Free,FALSE
46,10,2,TRUE,1,Free,FALSE
46,11,0,FALSE,0,Free,FALSE
46,12,3,FALSE,0,Free,FALSE
46,13,2,TRUE,1,Free,FALSE
46,14,0,TRUE,0,Free,FALSE
46,15,2,FALSE,2,Free,FALSE
46,16,2,FALSE,0,Free,FALSE
46,17,3,TRUE,0,Free,FALSE
46,18,3,FALSE,0,Free,FALSE
46,19,1,TRUE,3,Free,FALSE
46,20,0,TRUE,2,Free,FALSE
47,1,0,TRUE,0,Free,FALSE
47,2,2,TRUE,1,Free,FALSE
47,3,3,TRUE,0,Free,FALSE
47,4,2,FALSE,0,Free,FALSE
47,5,1,TRUE,0,Free,FALSE
47,6,4,TRUE,0,Free,FALSE
47,7,1,TRUE,0,Free,FALSE
47,8,4,TRUE,2,Free,FALSE
47,9,2,TRUE,0,Free,FALSE
47,10,4,TRUE,0,Free,FALSE
47,11,2,TRUE,0,Free,FALSE
47,12,1,TRUE,0,Free,FALSE
47,13,2,TRUE,2,Free,FALSE
47,14,1,TRUE,2,Free,FALSE
47,15,2,TRUE,0,Free,FALSE
47,16,3,FALSE,0,Free,FALSE
47,17,0,FALSE,0,Free,FALSE
47,18,4,TRUE,1,Free,FALSE
47,19,4,TRUE,0,Free,FALSE
47,20,2,FALSE,0,Free,FALSE
48,1,3,FALSE,2,Premium,FALSE
48,2,1,TRUE,2,Premium,FALSE
48,3,3,TRUE,0,Premium,FALSE
48,4,2,TRUE,2,Premium,FALSE
48,5,0,TRUE,0,Premium,FALSE
48,6,0,TRUE,0,Premium,FALSE
48,7,2,FALSE,1,Premium,FALSE
48,8,0,FALSE,1,Premium,FALSE
48,9,0,FALSE,3,Premium,FALSE
48,10,1,FALSE,0,Premium,FALSE
48,11,2,FALSE,1,Premium,FALSE
48,12,0,FALSE,1,Premium,FALSE
48,13,3,FALSE,0,Premium,FALSE
48,14,1,FALSE,1,Premium,FALSE
48,15,2,TRUE,0,Premium,FALSE
48,16,0,TRUE,0,Premium,FALSE
48,17,3,TRUE,1,Premium,FALSE
48,18,0,FALSE,0,Premium,FALSE
48,19,3,TRUE,2,Premium,FALSE
48,20,0,TRUE,0,Premium,FALSE
49,1,4,TRUE,0,Premium,FALSE
49,2,1,TRUE,0,Premium,FALSE
49,3,4,TRUE,0,Premium,FALSE
49,4,2,TRUE,0,Premium,FALSE
49,5,3,TRUE,0,Premium,FALSE
49,6,2,TRUE,0,Premium,FALSE
49,7,3,TRUE,0,Premium,FALSE
49,8,1,FALSE,0,Premium,FALSE
49,9,1,TRUE,0,Premium,FALSE
49,10,3,TRUE,0,Premium,FALSE
49,11,1,TRUE,0,Premium,FALSE
49,12,4,TRUE,0,Premium,FALSE
49,13,1,TRUE,1,Premium,FALSE
49,14,1,TRUE,1,Premium,FALSE
49,15,0,FALSE,1,Premium,FALSE
49,16,1,FALSE,0,Premium,FALSE
49,17,1,TRUE,1,Premium,FALSE
49,18,0,TRUE,0,Premium,FALSE
49,19,4,FALSE,0,Premium,FALSE
49,20,3,TRUE,0,Premium,FALSE
50,1,3,TRUE,1,Free,FALSE
50,2,8,FALSE,0,Free,FALSE
50,3,4,TRUE,0,Free,FALSE
50,4,1,TRUE,0,Free,FALSE
50,5,4,FALSE,0,Free,FALSE
50,6,2,FALSE,0,Free,FALSE
50,7,3,FALSE,1,Free,FALSE
50,8,2,TRUE,0,Free,FALSE
50,9,3,TRUE,0,Free,FALSE
50,10,1,FALSE,1,Free,FALSE
50,11,0,FALSE,0,Free,FALSE
50,12,2,FALSE,0,Free,FALSE
50,13,2,TRUE,0,Free,FALSE
50,14,4,FALSE,0,Free,FALSE
50,15,2,FALSE,2,Free,FALSE
50,16,2,FALSE,1,Free,FALSE
50,17,2,FALSE,0,Free,FALSE
50,18,1,TRUE,2,Free,FALSE
50,19,2,FALSE,1,Free,FALSE
50,20,2,TRUE,0,Free,FALSE
51,1,0,TRUE,0,Premium,TRUE
51,2,1,FALSE,0,Premium,TRUE
51,3,1,FALSE,1,Premium,TRUE
51,4,3,FALSE,0,Premium,TRUE
51,5,1,FALSE,2,Premium,TRUE
51,6,2,TRUE,0,Premium,TRUE
51,7,2,TRUE,0,Premium,TRUE
51,8,1,TRUE,0,Premium,TRUE
51,9,2,TRUE,0,Premium,TRUE
51,10,1,FALSE,0,Premium,TRUE
51,11,3,FALSE,0,Premium,TRUE
51,12,4,TRUE,0,Premium,TRUE
51,13,1,TRUE,0,Premium,TRUE
51,14,1,TRUE,0,Premium,TRUE
51,15,1,TRUE,0,Premium,TRUE
51,16,3,TRUE,0,Premium,TRUE
51,17,2,FALSE,0,Premium,TRUE
51,18,1,TRUE,0,Premium,TRUE
51,19,2,TRUE,0,Premium,TRUE
51,20,7,FALSE,0,Premium,TRUE
52,1,5,FALSE,3,Free,TRUE
52,2,4,TRUE,1,Free,TRUE
52,3,0,TRUE,0,Free,TRUE
52,4,1,TRUE,1,Free,TRUE
52,5,1,FALSE,0,Free,TRUE
52,6,0,FALSE,0,Free,TRUE
52,7,1,TRUE,1,Free,TRUE
52,8,0,TRUE,0,Free,TRUE
52,9,1,FALSE,1,Free,TRUE
52,10,2,FALSE,1,Free,TRUE
52,11,0,FALSE,0,Free,TRUE
52,12,2,TRUE,1,Free,TRUE
52,13,2,TRUE,0,Free,TRUE
52,14,3,TRUE,0,Free,TRUE
52,15,2,TRUE,1,Free,TRUE
52,16,2,FALSE,1,Free,TRUE
52,17,3,TRUE,1,Free,TRUE
52,18,3,FALSE,1,Free,TRUE
52,19,1,TRUE,1,Free,TRUE
52,20,0,FALSE,0,Free,TRUE
53,1,0,TRUE,0,Premium,FALSE
53,2,3,TRUE,0,Premium,FALSE
53,3,0,FALSE,1,Premium,FALSE
53,4,0,TRUE,1,Premium,FALSE
53,5,2,TRUE,0,Premium,FALSE
53,6,0,FALSE,0,Premium,FALSE
53,7,6,TRUE,0,Premium,FALSE
53,8,0,FALSE,0,Premium,FALSE
53,9,2,TRUE,0,Premium,FALSE
53,10,3,TRUE,1,Premium,FALSE
53,11,1,TRUE,0,Premium,FALSE
53,12,0,FALSE,0,Premium,FALSE
53,13,3,TRUE,1,Premium,FALSE
53,14,3,FALSE,0,Premium,FALSE
53,15,4,FALSE,3,Premium,FALSE
53,16,1,FALSE,0,Premium,FALSE
53,17,0,TRUE,0,Premium,FALSE
53,18,1,TRUE,0,Premium,FALSE
53,19,2,TRUE,1,Premium,FALSE
53,20,3,TRUE,1,Premium,FALSE
54,1,1,TRUE,0,Premium,FALSE
54,2,0,TRUE,0,Premium,FALSE
54,3,1,FALSE,1,Premium,FALSE
54,4,0,FALSE,2,Premium,FALSE
54,5,2,TRUE,0,Premium,FALSE
54,6,3,FALSE,2,Premium,FALSE
54,7,5,TRUE,0,Premium,FALSE
54,8,2,FALSE,0,Premium,FALSE
54,9,3,FALSE,0,Premium,FALSE
54,10,0,TRUE,1,Premium,FALSE
54,11,1,TRUE,0,Premium,FALSE
54,12,1,TRUE,1,Premium,FALSE
54,13,1,TRUE,0,Premium,FALSE
54,14,0,FALSE,0,Premium,FALSE
54,15,3,FALSE,0,Premium,FALSE
54,16,0,FALSE,0,Premium,FALSE
54,17,3,FALSE,1,Premium,FALSE
54,18,2,TRUE,0,Premium,FALSE
54,19,2,FALSE,1,Premium,FALSE
54,20,1,TRUE,0,Premium,FALSE
55,1,2,FALSE,2,Free,FALSE
55,2,2,TRUE,0,Free,FALSE
55,3,1,TRUE,0,Free,FALSE
55,4,1,TRUE,0,Free,FALSE
55,5,0,TRUE,0,Free,FALSE
55,6,3,TRUE,0,Free,FALSE
55,7,2,TRUE,1,Free,FALSE
55,8,1,TRUE,2,Free,FALSE
55,9,1,FALSE,1,Free,FALSE
55,10,2,FALSE,0,Free,FALSE
55,11,2,FALSE,1,Free,FALSE
55,12,1,TRUE,1,Free,FALSE
55,13,2,TRUE,1,Free,FALSE
55,14,4,TRUE,0,Free,FALSE
55,15,3,FALSE,1,Free,FALSE
55,16,1,TRUE,0,Free,FALSE
55,17,2,TRUE,0,Free,FALSE
55,18,3,TRUE,0,Free,FALSE
55,19,0,FALSE,0,Free,FALSE
55,20,3,FALSE,1,Free,FALSE
56,1,1,TRUE,0,Premium,FALSE
56,2,2,FALSE,1,Premium,FALSE
56,3,2,TRUE,0,Premium,FALSE
56,4,3,TRUE,0,Premium,FALSE
56,5,2,TRUE,1,Premium,FALSE
56,6,1,TRUE,0,Premium,FALSE
56,7,1,TRUE,0,Premium,FALSE
56,8,3,FALSE,0,Premium,FALSE
56,9,2,FALSE,1,Premium,FALSE
56,10,1,TRUE,0,Premium,FALSE
56,11,2,TRUE,0,Premium,FALSE
56,12,2,TRUE,1,Premium,FALSE
56,13,2,FALSE,0,Premium,FALSE
56,14,5,TRUE,0,Premium,FALSE
56,15,1,FALSE,2,Premium,FALSE
56,16,5,TRUE,0,Premium,FALSE
56,17,3,FALSE,0,Premium,FALSE
56,18,3,FALSE,0,Premium,FALSE
56,19,2,FALSE,0,Premium,FALSE
56,20,5,TRUE,0,Premium,FALSE
57,1,2,TRUE,0,Free,TRUE
57,2,2,TRUE,0,Free,TRUE
57,3,1,TRUE,1,Free,TRUE
57,4,2,TRUE,0,Free,TRUE
57,5,4,FALSE,0,Free,TRUE
57,6,4,TRUE,1,Free,TRUE
57,7,1,TRUE,0,Free,TRUE
57,8,1,TRUE,1,Free,TRUE
57,9,4,TRUE,0,Free,TRUE
57,10,4,TRUE,0,Free,TRUE
57,11,4,FALSE,0,Free,TRUE
57,12,1,TRUE,2,Free,TRUE
57,13,1,TRUE,0,Free,TRUE
57,14,1,TRUE,0,Free,TRUE
57,15,3,TRUE,0,Free,TRUE
57,16,3,TRUE,1,Free,TRUE
57,17,3,FALSE,1,Free,TRUE
57,18,1,FALSE,0,Free,TRUE
57,19,2,TRUE,0,Free,TRUE
57,20,1,TRUE,0,Free,TRUE
58,1,0,FALSE,0,Premium,FALSE
58,2,0,FALSE,1,Premium,FALSE
58,3,3,TRUE,0,Premium,FALSE
58,4,3,FALSE,1,Premium,FALSE
58,5,2,FALSE,1,Premium,FALSE
58,6,3,TRUE,0,Premium,FALSE
58,7,0,TRUE,0,Premium,FALSE
58,8,3,FALSE,0,Premium,FALSE
58,9,2,TRUE,0,Premium,FALSE
58,10,2,TRUE,0,Premium,FALSE
58,11,3,FALSE,0,Premium,FALSE
58,12,2,TRUE,0,Premium,FALSE
58,13,2,TRUE,1,Premium,FALSE
58,14,1,TRUE,0,Premium,FALSE
58,15,5,TRUE,1,Premium,FALSE
58,16,1,FALSE,0,Premium,FALSE
58,17,2,FALSE,1,Premium,FALSE
58,18,3,FALSE,1,Premium,FALSE
58,19,2,TRUE,0,Premium,FALSE
58,20,1,TRUE,1,Premium,FALSE
59,1,2,TRUE,1,Free,FALSE
59,2,4,TRUE,2,Free,FALSE
59,3,1,FALSE,0,Free,FALSE
59,4,1,TRUE,1,Free,FALSE
59,5,0,TRUE,0,Free,FALSE
59,6,0,FALSE,1,Free,FALSE
59,7,1,TRUE,0,Free,FALSE
59,8,0,FALSE,0,Free,FALSE
59,9,3,FALSE,0,Free,FALSE
59,10,3,TRUE,0,Free,FALSE
59,11,2,FALSE,0,Free,FALSE
59,12,0,FALSE,2,Free,FALSE
59,13,2,FALSE,1,Free,FALSE
59,14,1,TRUE,0,Free,FALSE
59,15,2,TRUE,0,Free,FALSE
59,16,2,FALSE,1,Free,FALSE
59,17,1,FALSE,1,Free,FALSE
59,18,4,TRUE,0,Free,FALSE
59,19,0,FALSE,0,Free,FALSE
59,20,1,FALSE,0,Free,FALSE
60,1,5,FALSE,2,Premium,FALSE
60,2,2,TRUE,0,Premium,FALSE
60,3,3,FALSE,1,Premium,FALSE
60,4,1,FALSE,0,Premium,FALSE
60,5,4,TRUE,1,Premium,FALSE
60,6,0,TRUE,0,Premium,FALSE
60,7,2,FALSE,0,Premium,FALSE
60,8,1,TRUE,0,Premium,FALSE
60,9,1,TRUE,0,Premium,FALSE
60,10,0,TRUE,2,Premium,FALSE
60,11,1,FALSE,2,Premium,FALSE
60,12,3,FALSE,0,Premium,FALSE
60,13,1,FALSE,0,Premium,FALSE
60,14,0,FALSE,0,Premium,FALSE
60,15,1,FALSE,0,Premium,FALSE
60,16,1,TRUE,0,Premium,FALSE
60,17,1,TRUE,0,Premium,FALSE
60,18,1,TRUE,0,Premium,FALSE
60,19,4,TRUE,0,Premium,FALSE
60,20,3,FALSE,1,Premium,FALSE
61,1,3,FALSE,0,Free,FALSE
61,2,1,TRUE,1,Free,FALSE
61,3,4,TRUE,1,Free,FALSE
61,4,2,FALSE,1,Free,FALSE
61,5,3,TRUE,0,Free,FALSE
61,6,4,FALSE,1,Free,FALSE
61,7,2,TRUE,1,Free,FALSE
61,8,0,TRUE,0,Free,FALSE
61,9,2,TRUE,1,Free,FALSE
61,10,0,TRUE,0,Free,FALSE
61,11,3,FALSE,0,Free,FALSE
61,12,4,FALSE,0,Free,FALSE
61,13,0,TRUE,0,Free,FALSE
61,14,1,FALSE,1,Free,FALSE
61,15,2,TRUE,1,Free,FALSE
61,16,3,FALSE,1,Free,FALSE
61,17,3,FALSE,0,Free,FALSE
61,18,1,TRUE,0,Free,FALSE
61,19,3,TRUE,1,Free,FALSE
61,20,2,TRUE,0,Free,FALSE
62,1,3,FALSE,1,Premium,FALSE
62,2,2,TRUE,0,Premium,FALSE
62,3,1,FALSE,1,Premium,FALSE
62,4,3,TRUE,0,Premium,FALSE
62,5,6,FALSE,0,Premium,FALSE
62,6,0,FALSE,0,Premium,FALSE
62,7,3,FALSE,0,Premium,FALSE
62,8,2,TRUE,0,Premium,FALSE
62,9,3,TRUE,0,Premium,FALSE
62,10,3,TRUE,0,Premium,FALSE
62,11,2,FALSE,0,Premium,FALSE
62,12,3,TRUE,0,Premium,FALSE
62,13,1,FALSE,0,Premium,FALSE
62,14,7,FALSE,1,Premium,FALSE
62,15,4,TRUE,2,Premium,FALSE
62,16,2,TRUE,0,Premium,FALSE
62,17,3,FALSE,2,Premium,FALSE
62,18,2,FALSE,0,Premium,FALSE
62,19,2,FALSE,1,Premium,FALSE
62,20,3,TRUE,0,Premium,FALSE
63,1,3,FALSE,0,Free,TRUE
63,2,1,FALSE,0,Free,TRUE
63,3,2,TRUE,0,Free,TRUE
63,4,2,FALSE,0,Free,TRUE
63,5,2,FALSE,1,Free,TRUE
63,6,3,FALSE,0,Free,TRUE
63,7,0,TRUE,0,Free,TRUE
63,8,2,FALSE,1,Free,TRUE
63,9,1,TRUE,0,Free,TRUE
63,10,1,TRUE,1,Free,TRUE
63,11,4,TRUE,0,Free,TRUE
63,12,2,FALSE,1,Free,TRUE
63,13,0,TRUE,0,Free,TRUE
63,14,3,FALSE,0,Free,TRUE
63,15,3,FALSE,1,Free,TRUE
63,16,0,FALSE,0,Free,TRUE
63,17,0,FALSE,0,Free,TRUE
63,18,0,FALSE,1,Free,TRUE
63,19,1,FALSE,0,Free,TRUE
63,20,1,FALSE,2,Free,TRUE
64,1,0,FALSE,1,Free,FALSE
64,2,3,TRUE,1,Free,FALSE
64,3,2,TRUE,2,Free,FALSE
64,4,3,FALSE,1,Free,FALSE
64,5,4,FALSE,0,Free,FALSE
64,6,2,TRUE,1,Free,FALSE
64,7,1,TRUE,1,Free,FALSE
64,8,1,TRUE,0,Free,FALSE
64,9,1,FALSE,0,Free,FALSE
64,10,1,TRUE,0,Free,FALSE
64,11,2,TRUE,0,Free,FALSE
64,12,1,TRUE,2,Free,FALSE
64,13,0,TRUE,1,Free,FALSE
64,14,4,TRUE,0,Free,FALSE
64,15,3,TRUE,0,Free,FALSE
64,16,2,FALSE,0,Free,FALSE
64,17,0,TRUE,0,Free,FALSE
64,18,5,TRUE,0,Free,FALSE
64,19,1,TRUE,1,Free,FALSE
64,20,1,FALSE,0,Free,FALSE
65,1,2,FALSE,1,Free,TRUE
65,2,1,FALSE,1,Free,TRUE
65,3,1,FALSE,0,Free,TRUE
65,4,3,FALSE,0,Free,TRUE
65,5,2,FALSE,0,Free,TRUE
65,6,1,FALSE,1,Free,TRUE
65,7,1,FALSE,0,Free,TRUE
65,8,3,TRUE,0,Free,TRUE
65,9,2,TRUE,0,Free,TRUE
65,10,0,TRUE,0,Free,TRUE
65,11,1,FALSE,0,Free,TRUE
65,12,4,TRUE,0,Free,TRUE
65,13,6,TRUE,1,Free,TRUE
65,14,2,FALSE,0,Free,TRUE
65,15,5,FALSE,1,Free,TRUE
65,16,0,TRUE,1,Free,TRUE
