contribution_id,candidate_name,candidate_party,office,state,amount,date,contributor_type,contributor_state,is_corporate,bonica.rid,cycle,election,Cand.ID,District,cfscore,male.winner,running.variable,female.margin,female.pctile,prev.elect,democrat,total.votes,professional,pct.female.chamber,gop.gov,house,state.pres.dem,num.cands,won.again,pct.dem.last,female.cand.last,total.dist.last,female.inc,total.raised.candidate,log.total.raised.candidate,individual.money,log.individual.money,pac.money,log.pac.money,party.money,log.party.money,male.money,log.male.money,female.money,log.female.money,share.district.total,district.total,log.district.total,cand.gender
316,"GEREN, CHARLIE",Republican,state:lower,TX,699429,2004-08-08,Self-Funded,NM,FALSE,cand111709,2004,TX2004,TX7030,TX-99,0.808276106,1,19.67420827,30.32579173,30.3,NA,1,58.043,0.215,0.217777778,1,1,0.3822,2,1,0,0,269177,0,699429,13.45801957,349172,12.76332278,334787,12.72125277,759,6.633318433,288571.55,12.57270181,28460,10.25629001,0.991857294,705171,13.46619561,M
317,"GEREN, CHARLIE",Republican,state:lower,TX,860801,2006-06-19,Individual,ID,TRUE,cand111709,2006,TX2006,TX7030,TX-99,0.808276106,1,15.09050667,34.90949333,34.9,NA,1,36.316,0.215,0.215613383,1,1,0.3822,2,1,30.32579231,1,291306,0,860801,13.66561863,368912,12.81831612,451887,13.02118964,500,6.216606101,275368.47,12.525869,62223.79,11.03850875,0.99488343,865228,13.67074833,M
318,"GEREN, CHARLIE",Republican,state:lower,TX,704651,2008-04-04,Individual,NM,FALSE,cand111709,2008,TX2008,TX7030,TX-99,0.808276106,1,16.65898296,33.34101704,33.3,NA,1,71.382,0.215,0.220408163,1,1,0.4363,2,1,33.82806396,1,705171,0,704651,13.46545792,238376,12.38160873,433011,12.97852072,12500,9.43356392,197841.16,12.19522482,16110,9.687257547,1,704651,13.46545792,M
319,"VILLARREAL, MIKE",Democrat,state:lower,TX,185014,2004-05-09,Self-Funded,AZ,TRUE,cand111711,2004,TX2004,TX7032,TX-123,0.324292922,1,11.6004982,38.3995018,38.4,NA,0,35.339,0.215,0.217777778,1,1,0.3822,2,1,63.08786392,0,174160,0,185014,12.12818678,57938,10.96714601,117844,11.67712548,0,0,45877.5,10.73375188,12020,9.394410399,1,185014,12.12818678,M
320,"SELIGER, KEL",Republican,state:upper,TX,545515,2004-04-07,Individual,ME,FALSE,cand111717,2004,TX2004,TX7038,TX-31,1.036830876,1,28.53127588,21.46872412,21.5,NA,1,216.855,0.215,0.166666667,1,0,0.3822,2,1,NA,NA,NA,0,545515,13.20948558,241706,12.39548153,296094,12.598435630000001,0,0,177649.36,12.08757263,17975,9.796792814,1,545515,13.20948558,M
321,"HARPER-BROWN, LINDA L",Republican,state:lower,TX,227990,2002-11-25,Individual,MS,FALSE,cand111722,2002,TX2002,TX7043,TX-105,1.05633377,0,-34.94888327,84.94888327,84.9,NA,1,17.748,0.215,0.196428571,1,1,0.3798,2,1,63.64125061,0,94057,0,227990,12.33705705,72360,11.18942276,85806,11.35985587,500,6.216606101,115067.61,11.65328384,15760,9.665293813,0.97082707,234841,12.36666397,F
322,"HARPER-BROWN, LINDA",Republican,state:lower,TX,231399,2004-10-01,PAC,NC,FALSE,cand111722,2004,TX2004,TX7043,TX-105,1.05633377,0,-9.202915192,59.20291519,59.2,NA,1,36.483,0.215,0.217777778,1,1,0.3822,2,1,0,1,320313,1,231399,12.35189877,111332,11.62028099,65779,11.09407112,450,6.11146734,141275.14,11.85847169,14640,9.591581091,0.964648844,239879,12.38788991,F
323,"HARPER-BROWN, LINDA",Republican,state:lower,TX,727394,2006-01-25,Individual,NJ,TRUE,cand111722,2006,TX2006,TX7043,TX-105,1.05633377,0,-7.268871824,57.26887182,57.3,NA,1,21.568,0.215,0.215613383,1,1,0.3822,2,1,40.79708481,1,234841,1,727394,13.49722356,268031,12.49886166,269466,12.50420121,16050,9.683526432,337397.11,12.72901885,49330,10.80630797,0.917586805,792725,13.58323166,F
324,"HARPER-BROWN, LINDA",Republican,state:lower,TX,981585,2008-11-24,Individual,IN,TRUE,cand111722,2008,TX2008,TX7043,TX-105,1.05633377,0,-0.023932748,50.02393275,50.25,1,1,40.756,0.215,0.220408163,1,1,0.4363,2,1,41.10255814,1,239879,1,981585,13.79692389,257760,12.45978808,354617,12.77879643,46186,10.74045365,527189.56,13.17531736,33760,10.42706157,0.691176243,1420166,14.16628432,F
325,"TOUREILLES, YVONNE GONZALEZ",Democrat,state:lower,TX,413167,2004-12-23,PAC,CO,FALSE,cand111735,2004,TX2004,TX7058,TX-35,0.172810802,0,-0.933357239,50.93335724,50.9,0,0,45.481,0.215,0.217777778,1,1,0.3822,2,1,52.33093643,1,172249,0,413167,12.93160715,77161,11.25366239,263910,12.4833672,70789,11.16747303,70966,11.16997026,-105.54,0,0.579050489,713525,13.47797275,F
326,"TOUREILLES, YVONNE GONZALES",Democrat,state:lower,TX,107288,2006-01-02,Individual,CT,TRUE,cand111735,2006,TX2006,TX7058,TX-35,0.172810802,0,-5.658870779,55.65887078,55.7,NA,0,30.445,0.215,0.215613383,1,1,0.3822,2,1,50.93335724,1,598319,1,107288,11.58327209,36347,10.50089446,69358,11.147051190000001,0,0,32429.15,10.38684382,2592.75,7.860859984,1,107288,11.58327209,F
327,"RIDDLE, DEBBIE",Republican,state:lower,TX,176879,2008-04-13,Party Committee,OH,FALSE,cand111737,2008,TX2008,TX7060,TX-150,1.054926826,0,-15.73974522,65.73974522,65.7,NA,1,68.337,0.215,0.220408163,1,1,0.4363,2,1,29.72712326,1,152886,1,176879,12.08322116,156468,11.96061319,54723,10.91005765,50,3.931825633,151168.08,11.92615422,-29062,0,0.987880413,179049,12.09541479,F
328,"GONZALES, VERONICA",Democrat,state:lower,TX,412404,2008-06-15,Individual,MN,TRUE,cand111745,2008,TX2008,TX7068,TX-41,0.15305215,0,-16.09141947,66.09141947,66.1,NA,0,36.134,0.215,0.220408163,1,1,0.4363,2,1,100,1,172504,1,412404,12.92975873,147413,11.90100023,231910,12.35410896,12850,9.461176908,115594.96,11.65785629,21902.25,9.994390307,0.927866086,444465,13.00462659,F
329,"HERRERO, ABEL",Democrat,state:lower,TX,604455,2008-06-11,Individual,NC,FALSE,cand111748,2008,TX2008,TX7072,TX-34,0.050382783,1,3.140048981,46.85995102,46.9,NA,0,39.872,0.215,0.220408163,1,1,0.4363,2,0,78.41132355,0,172912,0,604455,13.3120825,157392,11.96650114,307583,12.6365035,111950,11.62581655,145116.89,11.88530173,14150.04,9.557543399,0.446796244,1352865,14.11773512,M
330,"COOK, BYRON",Republican,state:lower,TX,287914,2006-12-22,Individual,MS,FALSE,cand111752,2006,TX2006,TX7077,TX-8,0.970844298,1,7.863540649,42.13645935,42.1,NA,1,30.705,0.215,0.215613383,1,1,0.3822,2,1,0,0,73079,0,287914,12.5704171,110863,11.6160595,174880,12.07186102,100,4.615120517,73889.65,11.21034158,10503.33,9.259542832,1,287914,12.5704171,M
331,"CROWNOVER, MYRA",Republican,state:lower,TX,69578,2002-07-18,Self-Funded,MN,FALSE,cand111755,2002,TX2002,TX7693,TX-64,1.034524608,0,-36.86823438,86.86823438,86.9,NA,1,26.79,0.215,0.196428571,1,1,0.3798,2,1,0,1,163205,1,69578,11.1502037,27325,10.21559391,40775,10.61584895,0,0,22525,10.02242548,3025,8.014996894,1,69578,11.1502037,F
332,"CROWNOVER, MYRA",Republican,state:lower,TX,216471,2006-12-24,Individual,OK,FALSE,cand111755,2006,TX2006,TX7693,TX-64,1.034524608,0,-9.917896271,59.91789627,59.9,NA,1,32.154,0.215,0.215613383,1,1,0.3822,2,1,0,1,69578,1,216471,12.28521187,83091,11.32770371,127745,11.7577992,511,6.238324625,61177.49,11.02155094,18984,9.851404473,0.88498191,244605,12.40739994,F
333,"CROWNOVER, MYRA",Republican,state:lower,TX,164980,2008-05-10,PAC,CA,FALSE,cand111755,2008,TX2008,TX7693,TX-64,1.034524608,0,-9.109827679,59.10982768,59.1,NA,1,71.566,0.215,0.220408163,1,1,0.4363,2,1,40.08210373,1,137459,1,164980,12.01357953,26926,10.20088478,132838,11.79689315,330,5.802118375,23094.94,10.04741212,3731.37,8.2247987,1,164980,12.01357953,F
334,"HARLESS, PATRICIA",Republican,state:lower,TX,195253,2006-02-25,Individual,NM,FALSE,cand111756,2006,TX2006,TX7760,TX-126,1.02015577,0,-16.52464569,66.52464569,66.5,NA,1,27.962,0.215,0.215613383,1,1,0.3822,2,1,30.72031784,1,123090,0,195253,12.18205143,113060,11.63568278,80072,11.290694,1106,7.009408933,72135,11.18630851,39375,10.58091177,0.836588229,233392,12.36047472,F
335,"HARLESS, PATRICIA",Republican,state:lower,TX,209819,2008-07-26,Individual,UT,TRUE,cand111756,2008,TX2008,TX7760,TX-126,1.02015577,0,-10.72653882,60.72653882,60.7,NA,1,55.131,0.215,0.220408163,1,1,0.4363,2,1,32.59423447,1,758303,1,209819,12.25400053,72437,11.1904863,125450,11.73967052,9332,9.141311786,45912.39,10.73451207,25505,10.146669,0.979871946,214129,12.27433392,F
336,"ZERWAS, JOHN (COMMITTEE 1)",Republican,state:lower,TX,345950,2006-10-10,Individual,MS,TRUE,cand111760,2006,TX2006,TX7805,TX-28,0.951720261,1,12.97875595,37.02124405,37,NA,1,39.869,0.215,0.215613383,1,1,0.3822,2,1,0,0,113960,0,345950,12.75404953,172595,12.05870888,169513,12.0406908,2756,7.921898411,161520,11.99239044,10575,9.266342562,0.965044172,358481,12.78963094,M
337,"ZERWAS, JOHN",Republican,state:lower,TX,428668,2008-06-04,PAC,MN,FALSE,cand111760,2008,TX2008,TX7805,TX-28,0.951720261,1,11.29798807,38.70201193,38.7,NA,1,84.397,0.215,0.220408163,1,1,0.4363,2,1,37.02124405,1,499405,0,428668,12.96843801,172985,12.06096595,245469,12.41093002,0,0,154564.16,11.94837103,21121,9.95807043,1,428668,12.96843801,M
338,"MURPHY, JIM (COMMITTEE 1)",Republican,state:lower,TX,425800,2006-02-05,Individual,IN,TRUE,cand111762,2006,TX2006,TX7988,TX-133,0.977863144,1,7.198062507,42.80193749,42.8,NA,1,20.965,0.215,0.215613383,1,1,0.3822,2,0,0,0,471794,0,425800,12.96172503,207381,12.24231778,213156,12.26978426,256,5.549076085,194630.75,12.17886459,14125,9.55577235,0.488408611,871811,13.67832794,M
339,"PIERSON, PAULA HIGHTOWER",Democrat,state:lower,TX,575395,2008-12-23,Individual,AL,TRUE,cand111766,2008,TX2008,TX7993,TX-93,-0.325747951,0,-8.442273584,58.44227358,58.4,NA,0,48.131,0.215,0.220408163,1,1,0.4363,2,0,49.60987091,1,809951,1,575395,13.26281204,161513,11.99234711,327229,12.69841857,72993,11.19813252,101676.09,11.52955729,61037.38,11.01925813,0.61482364,935870,13.74923186,F
340,"KING, SUSAN (COMMITTEE 1)",Republican,state:lower,TX,151623,2006-03-18,Individual,UT,FALSE,cand111768,2006,TX2006,TX8013,TX-71,1.061876341,0,-8.908495816,58.90849582,58.9,NA,1,31.287,0.215,0.215613383,1,1,0.3822,2,1,0,0,279393,0,151623,11.92915246,69505,11.149168360000001,82118,11.31592469,0,0,30700,10.33205051,38205,10.55074785,1,151623,11.92915246,F
341,"BOLTON, VALINDA",Democrat,state:lower,TX,488715,2006-01-13,Party Committee,NM,FALSE,cand111771,2006,TX2006,TX8076,TX-47,-0.451978128,0,-2.458091683,52.45809168,52.5,0,0,53.687,0.215,0.215613383,1,1,0.3822,2,1,0,0,92308,0,488715,13.09953478,198431,12.19820175,215717,12.28172728,43050,10.67014074,122306.24,11.71429152,90490.3,11.41300899,0.556649635,877958,13.68535404,F
342,"PATRICK, DIANE",Republican,state:lower,TX,117592,2006-04-20,Party Committee,PA,TRUE,cand111775,2006,TX2006,TX8148,TX-94,0.792202655,0,-16.16687336,66.16687336,66.2,NA,1,34.31,0.215,0.215613383,1,1,0.3822,2,1,36.88821793,1,313720,0,117592,11.67497628,56240,10.93740131,56487,10.94178351,1750,7.467942332,38075,10.54733944,17814.77,9.787839299,1,117592,11.67497628,F
343,"ENGLAND, KIRK",Republican,state:lower,TX,351387,2006-11-18,Individual,UT,FALSE,cand111777,2006,TX2006,TX8151,TX-106,0.659237469,1,0.568100624,49.43189938,49.4,0,1,21.274,0.215,0.215613383,1,1,0.3822,2,1,47.42984772,1,487724,0,351387,12.76964346,141284,11.85853441,172467,12.05796699,28100,10.24356044,128058.46,11.76024997,17671.3,9.779753721,0.501484243,700694,13.45982655,M
344,"ENGLAND, KIRK",Democrat,state:lower,TX,223725,2008-09-19,PAC,AK,TRUE,cand111777,2008,TX2008,TX8151,TX-106,0.659237469,1,6.766897855,43.23310214,43.2,NA,0,38.715,0.215,0.220408163,1,1,0.4363,2,0,48.05866241,1,607409,0,223725,12.3181729,77501,11.25805902,132989,11.79802922,10700,9.278092474,66445.98,11.10415962,10207.57,9.230982843,0.513004836,436107,12.98564291,M
345,"THIBAUT, KRISTI",Democrat,state:lower,TX,528734,2008-06-19,Individual,GA,FALSE,cand111781,2008,TX2008,TX8160,TX-133,-0.359558321,0,-0.622169495,50.62216949,50.6,0,0,39.941,0.215,0.220408163,1,1,0.4363,2,0,41.73622894,1,737797,0,528734,13.17824075,106813,11.57884428,357907,12.78803125,42600,10.65963301,75762.8,11.23537588,43950,10.69083066,0.42940875,1231307,14.02358676,F
346,"COHEN, ELLEN",Democrat,state:lower,TX,700765,2008-10-20,PAC,ME,FALSE,cand111782,2008,TX2008,TX8161,TX-134,-0.402619608,0,-6.77979992,56.77979992,56.8,NA,0,68.32,0.215,0.220408163,1,1,0.4363,2,0,54.53700256,1,1844777,1,700765,13.45992787,488327,13.09874259,165782,12.01843498,21550,9.978177498,250696.9,12.43200391,237854.72,12.37941955,0.639562104,1095695,13.90689942,F
347,"MALDONADO, DIANA",Democrat,state:lower,TX,792659,2008-07-24,Individual,KS,FALSE,cand111792,2008,TX2008,TX9291,TX-52,-0.379359137,0,-0.617158544,50.61715854,50.6,0,0,71.799,0.215,0.220408163,1,1,0.4363,2,0,44.20539856,1,364067,0,792659,13.5831484,226470,12.33037218,396434,12.89026737,120509,11.69948802,161286.09,11.99094122,65174.08,11.08483247,0.396106888,2001124,14.50921958,F
348,"KENT, CAROL",Democrat,state:lower,TX,940726,2008-03-03,PAC,AR,FALSE,cand111798,2008,TX2008,TX9297,TX-102,-0.60629797,0,-3.01455307,53.01455307,53,NA,0,40.885,0.215,0.220408163,1,1,0.4363,2,0,45.81064987,1,965272,0,940726,13.7544072,302697,12.62049089,428873,12.96891845,155990,11.95755359,154118,11.94548031,148459.29,11.90807279,0.402272884,2338527,14.6650318,F
349,"BACA, LORETTA",Democrat,state:lower,UT,4185,1996-12-20,Individual,CT,FALSE,cand111821,1996,UT1996,UT11337,UT-27,-0.157878917,0,-16.18001251,66.18001251,66.2,NA,0,6.948,0.067,0.238938053,1,1,0.333,2,1,NA,NA,NA,0,4185,8.339261983,409,6.01615716,2000,7.601402335,0,0,334,5.814130532,25,3.258096538,0.634379263,6597,8.794370279,F
350,"CHARD, BLAKE D",Republican,state:lower,UT,14203,1996-02-26,Individual,NE,FALSE,cand111834,1996,UT1996,UT118266,UT-15,0.629144993,1,16.92092201,33.07907799,33.1,NA,1,6.73,0.067,0.238938053,1,1,0.333,2,1,NA,NA,NA,0,14203,9.561208489,300,5.707110265,7550,8.929435284,600,6.398594935,100,4.615120517,200,5.303304908,0.896371095,15845,9.670609272,M
351,"BROWN, MEL",Republican,state:lower,UT,19491,2006-09-10,Individual,VA,FALSE,cand112628,2006,UT2006,UT12122,UT-53,0.623242792,1,8.163815742,41.83618426,41.8,NA,1,11.891,0.067,0.223076923,1,1,0.26,3,1,36.34821701,1,49954,0,19491,9.8777081,450,6.11146734,17891,9.792108965,1150,7.048386409,350,5.860786223,100,4.615120517,0.395459249,49287,10.80541563,M
352,"BROWN, MELVIN R",Republican,state:lower,UT,32453,2008-12-23,PAC,IN,FALSE,cand112628,2008,UT2008,UT12122,UT-53,0.623242792,1,4.500312805,45.49968719,45.5,NA,1,15.91,0.067,0.255172414,1,1,0.3417,2,1,39.08838654,1,86746,0,32453,10.38754817,1500,7.313886832,21640,9.982344943,1000,6.908754779,850,6.746412129,650,6.478509642,0.674263988,48131,10.78168174,M
353,"BRYSON, KATHERINE",Republican,state:lower,UT,17545,1998-10-14,Individual,WA,FALSE,cand112629,1998,UT1998,UT12172,UT-60,0.875512153,0,-30.08542397,80.08542397,80.1,NA,1,5.875,0.067,0.264,1,1,0.333,2,1,0,1,12013,1,17545,9.772524288,2200,7.696667082,11925,9.38647617,2400,7.783640596,1060,6.966967139,240,5.484796933,0.56923626,30822,10.335984,F
354,"BUFFMIRE, JUDY ANN",Democrat,state:lower,UT,39840,1996-09-25,PAC,MD,FALSE,cand112631,1996,UT1996,UT12192,UT-35,-0.080784629,0,-10.37252045,60.37252045,60.4,NA,0,7.409,0.067,0.238938053,1,1,0.333,2,1,NA,NA,NA,0,39840,10.59262671,3815,8.246958033,19782,9.892578262,50,3.931825633,1510,7.320526962,2055,7.628517627,0.944299597,42190,10.64993851,F
355,"BUFFMIRE, JUDY ANN",Democrat,state:lower,UT,25579,1998-03-14,Individual,OH,FALSE,cand112631,1998,UT1998,UT12192,UT-35,-0.080784629,0,-11.48077011,61.48077011,61.5,NA,0,5.2,0.067,0.264,1,1,0.333,2,1,60.37252045,1,22891,1,25579,10.14952698,8471,9.044521887,17008,9.741497895,100,4.615120517,4765,8.469262658,3681,8.211211362,1,25579,10.14952698,F
356,"CARLSON, MARY",Democrat,state:lower,UT,19092,1996-07-13,Individual,NE,FALSE,cand112638,1996,UT1996,UT12436,UT-31,-0.395745427,0,-6.681352477,56.68135248,56.7,NA,0,10.441,0.067,0.238938053,1,1,0.333,2,1,NA,NA,NA,0,19092,9.857024678,5315,8.57847642,10500,9.25922577,0,0,1985,7.593877845,2685,7.895808377,0.677069296,28198,10.24700633,F
357,"COX, GARY F",Democrat,state:lower,UT,13027,1996-03-01,PAC,MT,FALSE,cand112648,1996,UT1996,UT12971,UT-38,0.150644076,1,2.727544642,47.27245536,47.3,NA,0,6.759,0.067,0.238938053,1,1,0.333,2,1,NA,NA,NA,0,13027,9.474779406,1425,7.262628601,8677,9.068546366,0,0,750,6.621405652,700,6.552507887,1,13027,9.474779406,M
358,"DAVIS, GENE",Democrat,state:upper,UT,142611,2006-06-11,Individual,KS,TRUE,cand112652,2006,UT2006,UT13176,UT-3,0.208786847,1,6.091163461,43.90883654,43.9,NA,0,16.459,0.067,0.2,1,0,0.26,2,1,51.79521942,0,74941,0,142611,11.86787592,4700,8.455530531,65516,11.09006493,5000,8.517393171,3350,8.117014088,1400,7.244941546,0.906612164,157301,11.96591645,M
359,"GLADWELL, DAVID L",Republican,state:lower,UT,10230,1996-04-27,Individual,AK,FALSE,cand112792,1996,UT1996,UT14312,UT-7,0.961231965,1,2.34923172,47.65076828,47.7,0,1,8.407,0.067,0.238938053,1,1,0.333,2,1,NA,NA,NA,0,10230,9.233079859,100,4.615120517,6366,8.75888368,1350,7.208600338,150,5.017279837,50,3.931825633,0.877358491,11660,9.36391946,M
360,"GOODFELLOW, BRENT H",Democrat,state:upper,UT,112293,2006-10-03,Individual,CT,FALSE,cand112793,2006,UT2006,UT14372,UT-12,0.34600844,1,1.27267969,48.72732031,48.7,0,0,16.127,0.067,0.2,1,0,0.26,2,0,49.28565979,0,77162,0,112293,11.62886681,1670,7.421177529,58438,10.97573875,5000,8.517393171,2070,7.635786861,1275,7.151485464,0.869073601,129210,11.76919427,M
361,"MAYNE, ED",Democrat,state:upper,UT,43097,2002-02-14,PAC,ME,TRUE,cand112835,2002,UT2002,UT16795,UT-5,0.025853987,1,13.67806244,36.32193756,36.3,NA,0,13.953,0.067,0.25,1,0,0.2634,2,1,NA,NA,NA,0,43097,10.67120867,450,6.11146734,37500,10.53212288,5050,8.527341522,250,5.525452939,200,5.303304908,1,43097,10.67120867,M
362,"PETERSON, MILLIE M",Democrat,state:upper,UT,5838,1998-07-28,PAC,HI,TRUE,cand112860,1998,UT1998,UT18082,UT-12,-0.404847185,0,-5.901672363,55.90167236,55.9,NA,0,10.048,0.067,0.125,1,0,0.333,2,0,NA,NA,NA,1,5838,8.672143551,4547,8.422442855,0,0,0,0,1270,7.147559271,4401.62,8.389955097,0.075659003,77162,11.25366239,F
363,"DMITRICH, MIKE",Democrat,state:upper,UT,34676,1996-01-24,PAC,NM,FALSE,cand112862,1996,UT1996,UT182,UT-27,0.465519968,1,5.026815526,44.97318447,45,NA,0,24.002,0.067,0.107142857,1,0,0.333,3,1,NA,NA,NA,0,34676,10.45380308,1025,6.933423026,32151,10.37822994,1500,7.313886832,975,6.883462586,50,3.931825633,1,34676,10.45380308,M
364,"ROWAN, TAMMY J",Republican,state:lower,UT,8316,1996-02-10,Individual,NC,FALSE,cand112871,1996,UT1996,UT18746,UT-59,0.812150048,0,-24.80471387,74.80471387,74.8,NA,1,7.755,0.067,0.238938053,1,1,0.333,2,1,NA,NA,NA,0,8316,9.025936649,400,5.993961427,5350,8.585038738,250,5.525452939,1328.22,7.192347583,0,0,1,8316,9.025936649,F
365,"SIDDOWAY, RICHARD M",Republican,state:lower,UT,16034,1996-03-28,Individual,NY,FALSE,cand112881,1996,UT1996,UT19230,UT-20,0.670211079,1,23.08527235,26.91472765,26.9,NA,1,9.675,0.067,0.238938053,1,1,0.333,2,1,NA,NA,NA,0,16034,9.682466747,800,6.685860947,6150,8.724369949,1600,7.378383713,6270.91,8.743836212,200,5.303304908,0.907208329,17674,9.779849912,M
366,"STEPHENS, MARTIN R (MARTY)",Republican,state:lower,UT,25934,1996-01-11,Party Committee,WV,FALSE,cand112888,1996,UT1996,UT19604,UT-6,0.919198584,1,16.21778107,33.78221893,33.8,NA,1,9.505,0.067,0.238938053,1,1,0.333,2,1,NA,NA,NA,0,25934,10.16331013,3065,8.028129059,21314,9.967166329,550,6.311734809,2015,7.608870629,150,5.017279837,0.833649426,31109,10.34525245,M
367,"URE, DAVID",Republican,state:lower,UT,42351,2002-10-26,Self-Funded,MN,FALSE,cand112904,2002,UT2002,UT20219,UT-53,0.652907746,1,38.92084185,11.07915815,11.1,NA,1,9.869,0.067,0.213114754,1,1,0.2634,3,1,48.09526825,1,58746,0,42351,10.65374731,1500,7.313886832,40001,10.59668473,250,5.525452939,1750,7.467942332,150,5.017279837,0.847799976,49954,10.81885786,M
368,"WEBB, CURT",Republican,state:lower,UT,36159,2008-05-05,Individual,ND,FALSE,cand112910,2008,UT2008,UT20522,UT-5,1.068517532,1,21.39870453,28.60129547,28.6,NA,1,14.349,0.067,0.255172414,1,1,0.3417,2,1,31.30161285,1,28450,0,36159,10.49568116,3527,8.168486417,20559,9.93110272,1500,7.313886832,1077.16,6.983011163,700,6.552507887,0.987977814,36599,10.5077762,M
369,"BUTTARS, CRAIG W",Republican,state:lower,UT,5865,1998-02-20,Individual,VT,TRUE,cand112916,1998,UT1998,UT2574,UT-3,1.092655911,1,23.13845202,26.86154798,26.9,NA,1,6.876,0.067,0.264,1,1,0.333,2,1,26.92518425,0,6380,0,5865,8.676757761,0,0,4700,8.455530531,800,6.685860947,NA,0,NA,0,0.6375,9200,9.126958763,M
370,"BECKER, RALPH",Democrat,state:lower,UT,38284,2002-03-24,PAC,AZ,FALSE,cand112917,2002,UT2002,UT2601,UT-24,-0.346326622,1,16.57485962,33.42514038,33.4,NA,0,9.077,0.067,0.213114754,1,1,0.2634,2,1,59.44172668,0,45880,0,38284,10.55278733,19925,9.899780691,17279,9.757305042,0,0,16120,9.687878049,4605,8.43511508,0.820471057,46661,10.75066398,M
371,"BECKER, RALPH",Democrat,state:lower,UT,32748,2004-03-19,Individual,WA,FALSE,cand112917,2004,UT2004,UT2601,UT-24,-0.346326622,1,18.77024841,31.22975159,31.2,NA,0,14.198,0.067,0.221311475,1,1,0.26,2,1,66.57485962,1,40929,0,32748,10.39659717,7665,8.944550246,24183,10.09344654,250,5.525452939,5025,8.522379718,2790,7.934155234,1,32748,10.39659717,M
372,"HARPER, WAYNE A",Republican,state:lower,UT,11977,1998-10-17,Individual,VA,FALSE,cand112918,1998,UT1998,UT2605,UT-43,0.991436396,1,5.934085846,44.06591415,44.1,NA,1,5.401,0.067,0.264,1,1,0.333,2,1,42.65753174,0,8718,0,11977,9.390743423,950,6.857514063,9572,9.166701915,1100,7.003974137,1100,7.003974137,100,4.615120517,0.469907407,25488,10.14596303,M
373,"ALLEN, SHERYL L",Republican,state:lower,UT,20529,2006-02-07,Self-Funded,WY,TRUE,cand112923,2006,UT2006,UT278,UT-19,0.666610102,0,-21.66160786,71.66160786,71.7,NA,1,8.39,0.067,0.223076923,1,1,0.26,2,1,0,1,12153,1,20529,9.9295938,1625,7.39387829,15572,9.653293924,1054,6.961296046,1800,7.496097345,425,6.054439346,1,20529,9.9295938,F
374,"BIGELOW, RON",Republican,state:lower,UT,14234,1998-10-25,PAC,ME,FALSE,cand112924,1998,UT1998,UT279,UT-32,0.894961491,1,8.527214968,41.47278503,41.5,NA,1,4.839,0.067,0.264,1,1,0.333,2,1,45.54607773,0,16523,0,14234,9.563388748,300,5.707110265,9819,9.192176401,2300,7.74109909,550,6.311734809,0,0,0.774808121,18371,9.818528613,M
375,"EVANS, BEVERLY",Republican,state:upper,UT,37690,1998-04-27,Individual,WI,TRUE,cand112927,1998,UT1998,UT284,UT-26,0.857728902,0,-21.23756073,71.23756073,71.2,NA,1,19.84,0.067,0.125,1,0,0.333,3,1,NA,NA,NA,0,37690,10.53715009,1100,7.003974137,27890,10.23605934,6500,8.77971129,2650,7.882692206,350,5.860786223,0.999734748,37700,10.53741537,F
376,"WADDOUPS, MICHAEL",Republican,state:upper,UT,46668,1996-09-08,Individual,PA,FALSE,cand112940,1996,UT1996,UT297,UT-6,0.8311656,1,5.718383789,44.28161621,44.3,NA,1,19.516,0.067,0.107142857,1,0,0.333,2,1,NA,NA,NA,0,46668,10.75081398,925,6.830874235,35735,10.48391386,9200,9.127067453,850,6.746412129,75,4.33073334,0.707005211,66008,11.09753123,M
377,"WADDOUPS, MICHAEL",Republican,state:upper,UT,78140,2004-10-26,Individual,UT,FALSE,cand112940,2004,UT2004,UT297,UT-6,0.8311656,1,8.836292137,41.16370786,41.2,NA,1,28.918,0.067,0.142857143,1,0,0.26,2,1,41.09109497,0,66008,0,78140,11.26625737,1850,7.523481313,70405,11.16203377,5350,8.585038738,1400,7.244941546,200,5.303304908,0.87237083,89572,11.40279805,M
378,"BECK, TRISHA S",Democrat,state:lower,UT,30039,1998-07-24,Individual,AL,FALSE,cand112941,1998,UT1998,UT3115,UT-48,-0.424288517,0,-4.637458801,54.6374588,54.6,NA,0,7.213,0.067,0.264,1,1,0.333,2,1,53.354702,0,27927,1,30039,10.31025182,8593,9.058819564,16436,9.70729017,400,5.993961427,5643,8.638348313,2950,7.989899375,0.478754941,62744,11.04681823,F
379,"BECK, TRISHA S",Democrat,state:lower,UT,52195,2008-01-08,Individual,MO,FALSE,cand112941,2008,UT2008,UT3115,UT-48,-0.424288517,0,-0.873950958,50.87395096,50.9,0,0,12.987,0.067,0.255172414,1,1,0.3417,2,0,42.29834747,1,36737,0,52195,10.86274198,18141,9.805984971,20313,9.919065582,4900,8.497194545,15035,9.618202605,6180.52,8.729319475,0.546762062,95462,11.46648354,F
380,"SHURTLIFF, LAWANNA",Democrat,state:lower,UT,13929,1998-04-16,Individual,ME,FALSE,cand112942,1998,UT1998,UT4034,UT-10,0.059267155,0,-10.10740662,60.10740662,60.1,NA,0,7.262,0.067,0.264,1,1,0.333,2,1,54.39847183,1,19292,0,13929,9.541728277,3390,8.128880142,7841,8.967249183,0,0,1275,7.151485464,1465,7.290292882,0.777982574,17904,9.792779431,F
