"hh_id","year","head_age","education_head","num_children","income","has_employer_insurance","self_reported_health","unexpected_expense"
253,2019,53,"3",0,34732,1,3,0
253,2020,53,"3",4,61064,0,3,1
253,2021,53,"3",0,124256,1,3,0
253,2022,53,"3",3,78076,0,4,1
253,2023,53,"3",0,79879,1,3,1
253,2024,53,"3",4,117647,1,4,0
254,2019,55,"1",2,120526,1,4,0
254,2020,55,"1",1,100252,0,4,0
254,2021,55,"1",3,50300,1,4,0
254,2022,55,"1",2,86440,0,3,0
254,2023,55,"1",2,109478,1,4,0
254,2024,55,"1",1,152436,1,5,0
255,2019,53,"1",0,184353,1,4,1
255,2020,53,"1",3,51626,1,3,0
255,2021,53,"1",3,123350,1,3,0
255,2022,53,"1",2,43730,1,4,1
255,2023,53,"1",1,130245,1,5,1
255,2024,53,"1",1,109949,1,3,0
256,2019,30,"1",3,73032,0,4,0
256,2020,30,"1",2,98084,1,4,0
256,2021,30,"1",0,83514,0,4,0
256,2022,30,"1",3,138855,1,2,0
256,2023,30,"1",2,52204,0,2,0
256,2024,30,"1",1,70473,1,4,0
257,2019,70,"2",0,47470,0,4,0
257,2020,70,"2",1,80873,1,3,0
257,2021,70,"2",1,129380,1,3,0
257,2022,70,"2",1,58672,1,3,0
257,2023,70,"2",3,72203,1,5,0
257,2024,70,"2",3,53655,0,3,0
258,2019,66,"3",2,27823,1,3,0
258,2020,66,"3",3,99217,1,4,0
258,2021,66,"3",4,45386,0,3,0
258,2022,66,"3",3,97413,0,3,0
258,2023,66,"3",1,81396,1,2,1
258,2024,66,"3",2,100012,1,1,1
259,2019,39,"5",1,73191,1,5,0
259,2020,39,"5",3,61841,0,3,0
259,2021,39,"5",1,62435,1,4,1
259,2022,39,"5",2,62830,1,2,0
259,2023,39,"5",2,80010,0,4,0
259,2024,39,"5",1,75517,0,2,1
260,2019,64,"1",1,52301,1,3,0
260,2020,64,"1",1,75031,0,2,0
260,2021,64,"1",1,92066,1,4,0
260,2022,64,"1",0,45717,1,2,0
260,2023,64,"1",3,59520,1,3,0
260,2024,64,"1",0,75283,1,4,0
261,2019,55,"2",0,33548,0,4,1
261,2020,55,"2",1,71981,1,3,0
261,2021,55,"2",1,53516,1,3,1
261,2022,55,"2",0,97099,0,5,0
261,2023,55,"2",0,44656,1,2,1
261,2024,55,"2",2,139182,1,3,1
262,2019,64,"3",3,56089,1,5,0
262,2020,64,"3",2,39314,0,5,0
262,2021,64,"3",4,151237,1,3,0
262,2022,64,"3",2,40961,0,3,0
262,2023,64,"3",0,59383,0,3,0
262,2024,64,"3",2,64183,0,2,0
263,2019,30,"4",1,32524,1,3,1
263,2020,30,"4",1,71867,0,5,0
263,2021,30,"4",0,52342,1,2,0
263,2022,30,"4",1,43686,0,3,0
263,2023,30,"4",2,45242,1,2,1
263,2024,30,"4",5,94173,1,4,0
264,2019,48,"4",3,28699,0,2,0
264,2020,48,"4",1,94307,1,3,0
264,2021,48,"4",0,30145,0,3,0
264,2022,48,"4",1,39135,1,4,0
264,2023,48,"4",6,30583,0,3,0
264,2024,48,"4",1,49765,1,3,1
265,2019,28,"1",2,91315,0,3,0
265,2020,28,"1",1,106731,1,3,0
265,2021,28,"1",1,243924,1,1,0
265,2022,28,"1",1,27916,1,5,0
265,2023,28,"1",1,47066,1,4,1
265,2024,28,"1",3,96554,1,5,0
266,2019,60,"1",1,80899,1,4,0
266,2020,60,"1",2,66392,1,4,1
266,2021,60,"1",0,35046,0,2,1
266,2022,60,"1",3,41823,1,3,0
266,2023,60,"1",3,51597,0,3,0
266,2024,60,"1",0,114762,1,3,0
267,2019,27,"2",2,64423,0,3,1
267,2020,27,"2",0,50945,1,3,0
267,2021,27,"2",2,79509,1,3,0
267,2022,27,"2",4,57291,0,2,0
267,2023,27,"2",2,50999,1,3,0
267,2024,27,"2",1,29655,1,4,0
268,2019,30,"3",2,63812,1,5,0
268,2020,30,"3",1,56266,1,4,0
268,2021,30,"3",2,106856,1,2,0
268,2022,30,"3",3,35669,0,3,0
268,2023,30,"3",1,41666,1,4,0
268,2024,30,"3",0,62917,1,1,0
269,2019,40,"2",2,46503,1,3,1
269,2020,40,"2",0,67400,1,3,0
269,2021,40,"2",2,38794,1,4,0
269,2022,40,"2",1,80178,1,3,1
269,2023,40,"2",0,104070,1,4,0
269,2024,40,"2",2,78766,1,3,0
270,2019,33,"1",2,62046,1,4,1
270,2020,33,"1",2,43740,1,4,0
270,2021,33,"1",5,65543,1,3,0
270,2022,33,"1",2,31198,1,3,0
270,2023,33,"1",1,72474,0,2,0
270,2024,33,"1",2,66642,0,2,0
271,2019,52,"2",1,83564,0,4,0
271,2020,52,"2",1,122184,1,3,1
271,2021,52,"2",1,133387,1,4,0
271,2022,52,"2",2,19394,1,2,1
271,2023,52,"2",4,26105,1,3,0
271,2024,52,"2",2,36508,0,3,0
272,2019,41,"4",0,65703,1,4,1
272,2020,41,"4",0,65086,1,5,0
272,2021,41,"4",4,50149,1,4,0
272,2022,41,"4",2,108761,1,4,1
272,2023,41,"4",0,172542,0,3,0
272,2024,41,"4",0,41724,1,4,1
273,2019,64,"2",2,54285,1,3,0
273,2020,64,"2",3,73650,1,4,0
273,2021,64,"2",0,92171,1,3,0
273,2022,64,"2",0,45522,1,5,0
273,2023,64,"2",0,57982,1,5,0
273,2024,64,"2",4,65940,1,3,0
274,2019,33,"3",2,46270,1,5,1
274,2020,33,"3",2,39027,1,2,0
274,2021,33,"3",1,63065,1,3,0
274,2022,33,"3",0,77448,1,4,0
274,2023,33,"3",2,98626,1,4,1
274,2024,33,"3",2,97782,1,5,0
275,2019,34,"3",1,101753,1,4,0
275,2020,34,"3",1,32442,0,3,0
275,2021,34,"3",1,97662,1,4,0
275,2022,34,"3",1,19346,1,4,0
275,2023,34,"3",1,28935,1,3,0
275,2024,34,"3",1,88364,1,3,0
276,2019,50,"4",1,53708,0,2,0
276,2020,50,"4",2,82063,1,3,0
276,2021,50,"4",2,218030,1,3,0
276,2022,50,"4",1,128153,1,3,0
276,2023,50,"4",3,38894,1,1,1
276,2024,50,"4",0,29030,1,5,1
277,2019,70,"5",1,64736,0,5,0
277,2020,70,"5",3,123336,1,3,0
277,2021,70,"5",0,45006,1,4,0
277,2022,70,"5",1,87202,0,5,0
277,2023,70,"5",2,84982,1,3,0
277,2024,70,"5",1,77323,1,3,1
278,2019,28,"2",2,63964,1,5,1
278,2020,28,"2",2,39937,1,3,1
278,2021,28,"2",0,135395,1,4,0
278,2022,28,"2",2,65050,1,1,0
278,2023,28,"2",0,83818,1,3,0
278,2024,28,"2",1,155595,1,3,0
279,2019,65,"2",4,54039,1,3,0
279,2020,65,"2",3,96955,1,4,0
279,2021,65,"2",2,58260,1,3,0
279,2022,65,"2",1,106153,0,4,0
279,2023,65,"2",1,32386,1,3,0
279,2024,65,"2",2,55520,1,4,0
280,2019,30,"3",0,105470,1,4,0
280,2020,30,"3",1,45772,1,4,0
280,2021,30,"3",0,36988,1,3,0
280,2022,30,"3",2,60350,1,3,0
280,2023,30,"3",2,41275,1,4,0
280,2024,30,"3",0,27683,0,3,0
281,2019,31,"5",3,79280,0,4,0
281,2020,31,"5",2,89748,1,1,0
281,2021,31,"5",1,69117,1,3,0
281,2022,31,"5",1,60059,0,3,0
281,2023,31,"5",2,106902,1,4,1
281,2024,31,"5",0,61533,1,4,0
282,2019,41,"1",0,87900,1,3,0
282,2020,41,"1",3,104271,1,3,0
282,2021,41,"1",4,57861,0,4,1
282,2022,41,"1",3,54797,0,3,1
282,2023,41,"1",2,38231,1,2,1
282,2024,41,"1",1,66045,1,3,0
283,2019,55,"2",2,36755,1,4,0
283,2020,55,"2",1,68401,1,3,0
283,2021,55,"2",0,17780,1,2,0
283,2022,55,"2",2,127838,1,4,1
283,2023,55,"2",2,29623,1,4,1
283,2024,55,"2",3,104532,0,4,0
284,2019,30,"2",0,65932,1,2,0
284,2020,30,"2",0,26099,0,5,0
284,2021,30,"2",3,26634,0,3,0
284,2022,30,"2",2,67889,0,4,1
284,2023,30,"2",0,94985,1,4,0
284,2024,30,"2",1,130260,1,2,0
285,2019,38,"1",1,77964,1,4,0
285,2020,38,"1",2,81071,0,2,0
285,2021,38,"1",3,47486,1,2,0
285,2022,38,"1",0,27526,0,4,0
285,2023,38,"1",0,94815,1,4,1
285,2024,38,"1",3,72685,1,3,0
286,2019,59,"3",0,32768,1,3,0
286,2020,59,"3",2,78762,1,3,0
286,2021,59,"3",1,51207,0,4,0
286,2022,59,"3",1,125302,1,3,0
286,2023,59,"3",2,55042,1,4,0
286,2024,59,"3",2,82854,1,4,0
287,2019,34,"4",1,105721,0,2,1
287,2020,34,"4",2,53719,1,3,1
287,2021,34,"4",1,88003,0,3,0
287,2022,34,"4",1,34292,0,3,0
287,2023,34,"4",2,66692,0,3,1
287,2024,34,"4",1,53559,0,3,0
288,2019,62,"2",0,32020,1,4,0
288,2020,62,"2",1,56515,1,2,0
288,2021,62,"2",2,91112,0,3,0
288,2022,62,"2",2,46709,1,4,0
288,2023,62,"2",0,168685,0,1,0
288,2024,62,"2",2,47180,1,2,0
289,2019,52,"2",2,80124,1,3,0
289,2020,52,"2",2,38081,0,4,0
289,2021,52,"2",1,58825,1,2,0
289,2022,52,"2",1,81003,1,3,0
289,2023,52,"2",1,36148,0,4,0
289,2024,52,"2",2,51666,1,2,0
290,2019,59,"2",1,132220,0,1,1
290,2020,59,"2",1,100245,1,4,0
290,2021,59,"2",0,50017,0,4,0
290,2022,59,"2",2,109001,1,3,0
290,2023,59,"2",2,73999,0,3,1
290,2024,59,"2",2,95721,1,5,0
291,2019,49,"2",1,40775,0,4,0
291,2020,49,"2",2,103051,1,5,0
291,2021,49,"2",1,114629,0,3,0
291,2022,49,"2",3,39735,1,2,0
291,2023,49,"2",1,55232,1,4,0
291,2024,49,"2",3,77580,1,4,0
292,2019,63,"3",3,40731,1,2,1
292,2020,63,"3",3,77722,1,3,0
292,2021,63,"3",0,41757,0,2,1
292,2022,63,"3",1,70793,1,3,0
292,2023,63,"3",0,44709,1,3,0
292,2024,63,"3",1,80273,1,1,0
293,2019,56,"3",1,43624,1,4,1
293,2020,56,"3",1,38530,0,2,0
293,2021,56,"3",2,61510,1,3,0
293,2022,56,"3",1,49061,0,3,1
293,2023,56,"3",2,64812,1,2,1
293,2024,56,"3",2,25031,1,3,0
294,2019,27,"3",1,89852,0,4,0
294,2020,27,"3",5,42919,1,3,0
294,2021,27,"3",1,43149,1,4,0
294,2022,27,"3",2,95209,1,1,0
294,2023,27,"3",2,136120,1,2,0
294,2024,27,"3",2,60323,1,2,0
295,2019,32,"4",0,170629,1,3,1
295,2020,32,"4",4,53340,0,2,0
295,2021,32,"4",2,70130,1,5,0
295,2022,32,"4",0,106296,0,4,1
295,2023,32,"4",0,72087,1,5,1
295,2024,32,"4",2,95857,1,4,0
296,2019,33,"4",2,42143,0,3,0
296,2020,33,"4",1,87551,1,3,0
296,2021,33,"4",4,126723,1,5,0
296,2022,33,"4",0,121876,1,4,0
296,2023,33,"4",2,84237,0,2,0
296,2024,33,"4",3,30115,1,3,0
297,2019,60,"1",3,48410,1,4,0
297,2020,60,"1",2,71851,1,3,0
297,2021,60,"1",1,40423,0,3,1
297,2022,60,"1",0,91103,0,2,0
297,2023,60,"1",1,51759,1,4,0
297,2024,60,"1",1,105121,1,3,0
298,2019,68,"5",1,41301,1,4,0
298,2020,68,"5",2,104515,0,1,0
298,2021,68,"5",4,29132,0,4,1
298,2022,68,"5",1,42573,1,3,0
298,2023,68,"5",2,105688,1,3,0
298,2024,68,"5",3,56457,1,4,1
299,2019,64,"2",2,37946,1,4,0
299,2020,64,"2",0,29005,1,2,0
299,2021,64,"2",2,53601,1,2,0
299,2022,64,"2",2,45278,0,4,0
299,2023,64,"2",4,53587,1,3,0
299,2024,64,"2",0,85886,1,5,0
300,2019,71,"5",3,34655,1,4,0
300,2020,71,"5",2,39562,0,5,0
300,2021,71,"5",2,76236,1,3,0
300,2022,71,"5",1,61874,0,5,0
300,2023,71,"5",3,101229,1,3,1
300,2024,71,"5",4,65963,0,3,0
301,2019,69,"2",1,50328,1,3,0
301,2020,69,"2",1,50314,1,5,0
301,2021,69,"2",2,74297,1,4,1
301,2022,69,"2",1,95482,1,1,1
301,2023,69,"2",2,57637,0,4,0
301,2024,69,"2",2,25078,1,3,0
302,2019,70,"5",0,150673,1,2,0
302,2020,70,"5",1,75462,1,4,0
302,2021,70,"5",1,132968,1,4,0
302,2022,70,"5",1,97592,0,4,0
302,2023,70,"5",2,118773,1,3,0
302,2024,70,"5",1,47776,1,3,0
303,2019,37,"5",4,63454,1,4,0
303,2020,37,"5",0,58094,0,3,0
303,2021,37,"5",0,27244,0,2,0
303,2022,37,"5",1,42839,1,3,0
303,2023,37,"5",0,31287,1,3,0
303,2024,37,"5",1,52136,0,3,0
304,2019,63,"1",2,49602,1,3,1
304,2020,63,"1",2,46742,1,3,0
304,2021,63,"1",2,44379,1,3,0
304,2022,63,"1",1,161376,0,4,0
304,2023,63,"1",3,96245,1,4,0
304,2024,63,"1",1,117990,1,3,1
305,2019,57,"2",1,141351,0,3,0
305,2020,57,"2",1,78837,0,1,0
305,2021,57,"2",2,91075,1,4,0
305,2022,57,"2",1,31546,0,4,0
305,2023,57,"2",3,28667,0,3,0
305,2024,57,"2",0,221293,1,1,0
306,2019,61,"1",0,74030,1,4,0
306,2020,61,"1",1,40084,1,3,0
306,2021,61,"1",3,58392,1,3,0
306,2022,61,"1",2,68318,1,1,0
306,2023,61,"1",2,55858,1,4,1
306,2024,61,"1",1,185744,1,4,0
307,2019,32,"4",3,71816,1,4,0
307,2020,32,"4",2,153205,1,5,1
307,2021,32,"4",4,55558,1,3,0
307,2022,32,"4",4,55174,1,3,1
307,2023,32,"4",1,54121,1,5,0
307,2024,32,"4",1,35181,1,4,1
308,2019,58,"2",0,126071,0,5,0
308,2020,58,"2",0,44876,1,3,0
308,2021,58,"2",2,106153,0,4,1
308,2022,58,"2",0,74261,1,5,0
308,2023,58,"2",1,81070,0,3,0
308,2024,58,"2",1,113183,1,3,0
309,2019,59,"2",5,75189,1,5,0
309,2020,59,"2",2,44804,0,3,0
309,2021,59,"2",0,79414,0,4,0
309,2022,59,"2",4,107905,1,3,0
309,2023,59,"2",3,48858,1,3,0
309,2024,59,"2",1,61193,1,2,0
310,2019,32,"5",2,37652,0,3,0
310,2020,32,"5",0,55958,1,5,0
310,2021,32,"5",3,35416,1,2,0
310,2022,32,"5",1,42070,0,4,0
310,2023,32,"5",1,106775,0,4,0
310,2024,32,"5",3,151727,1,4,0
311,2019,53,"5",4,62546,1,5,0
311,2020,53,"5",1,73942,0,4,1
311,2021,53,"5",2,99937,0,4,0
311,2022,53,"5",3,93581,1,3,0
311,2023,53,"5",2,123059,0,2,0
311,2024,53,"5",3,54881,0,4,0
312,2019,52,"3",2,155046,0,2,0
312,2020,52,"3",1,98040,1,4,0
312,2021,52,"3",0,109287,1,3,0
312,2022,52,"3",0,30973,0,2,1
312,2023,52,"3",3,168504,0,2,1
312,2024,52,"3",1,100715,0,2,0
313,2019,40,"3",1,148311,1,3,0
313,2020,40,"3",1,66145,1,1,0
313,2021,40,"3",0,61184,1,3,1
313,2022,40,"3",1,43339,1,4,0
313,2023,40,"3",2,36986,1,3,0
313,2024,40,"3",0,48523,1,5,0
314,2019,34,"3",0,51004,1,3,0
314,2020,34,"3",0,66924,0,3,0
314,2021,34,"3",1,167384,0,4,0
314,2022,34,"3",1,45709,1,3,0
314,2023,34,"3",1,256030,1,3,0
314,2024,34,"3",3,93203,1,3,0
315,2019,48,"2",3,151943,1,2,0
315,2020,48,"2",2,60843,0,3,0
315,2021,48,"2",3,50966,1,3,0
315,2022,48,"2",0,187327,1,3,0
315,2023,48,"2",1,52925,1,3,0
315,2024,48,"2",1,34451,1,3,0
316,2019,61,"1",1,168972,1,4,0
316,2020,61,"1",1,100855,1,5,0
316,2021,61,"1",1,60177,1,3,0
316,2022,61,"1",2,109746,0,5,0
316,2023,61,"1",0,39594,0,4,0
316,2024,61,"1",1,57823,1,3,0
317,2019,34,"4",1,67322,0,5,0
317,2020,34,"4",1,57711,1,2,0
317,2021,34,"4",0,102630,1,5,0
317,2022,34,"4",2,48344,1,4,0
317,2023,34,"4",0,75201,0,3,0
317,2024,34,"4",3,87497,1,1,0
318,2019,45,"4",4,105528,0,3,0
318,2020,45,"4",0,63066,1,4,0
318,2021,45,"4",1,60941,1,3,0
318,2022,45,"4",0,91960,1,4,0
318,2023,45,"4",0,189460,0,5,0
318,2024,45,"4",0,60689,0,2,0
319,2019,48,"4",0,85647,1,3,0
319,2020,48,"4",3,91943,0,4,1
319,2021,48,"4",1,73961,1,3,0
319,2022,48,"4",1,51094,1,4,1
319,2023,48,"4",2,71512,0,2,0
319,2024,48,"4",0,50257,1,3,0
320,2019,62,"1",0,38774,1,3,0
320,2020,62,"1",3,39695,1,4,0
320,2021,62,"1",0,80724,1,4,0
320,2022,62,"1",1,22413,0,1,1
320,2023,62,"1",0,58474,0,2,0
320,2024,62,"1",1,106828,1,2,0
321,2019,59,"5",2,74061,0,3,0
321,2020,59,"5",2,39428,1,3,0
321,2021,59,"5",0,42466,1,4,1
321,2022,59,"5",0,54921,1,2,0
321,2023,59,"5",0,84551,0,4,0
321,2024,59,"5",2,50083,1,2,0
322,2019,33,"3",3,65547,0,4,1
322,2020,33,"3",5,40884,0,4,0
322,2021,33,"3",1,24364,0,1,0
322,2022,33,"3",1,137689,1,4,0
322,2023,33,"3",1,110534,1,3,0
322,2024,33,"3",2,55630,0,3,0
323,2019,34,"2",2,60290,1,4,1
323,2020,34,"2",1,60191,1,1,0
323,2021,34,"2",0,56606,0,1,0
323,2022,34,"2",1,128934,1,2,0
323,2023,34,"2",3,33296,0,3,0
323,2024,34,"2",2,29878,0,4,0
324,2019,36,"4",2,53701,1,2,0
324,2020,36,"4",1,85048,0,2,0
324,2021,36,"4",2,44288,1,3,0
324,2022,36,"4",3,67576,1,3,1
324,2023,36,"4",0,30271,0,4,0
324,2024,36,"4",1,23450,1,5,0
325,2019,40,"1",1,56117,1,2,0
325,2020,40,"1",0,75475,1,3,0
325,2021,40,"1",0,156109,1,3,0
325,2022,40,"1",3,105318,1,2,0
325,2023,40,"1",0,96221,1,3,0
325,2024,40,"1",0,86398,1,3,0
326,2019,32,"4",0,82174,1,3,0
326,2020,32,"4",2,19402,0,5,0
326,2021,32,"4",2,52111,0,4,0
326,2022,32,"4",0,48434,1,3,0
326,2023,32,"4",2,69589,0,3,1
326,2024,32,"4",0,167999,0,4,0
327,2019,52,"5",3,72751,0,3,0
327,2020,52,"5",2,37727,1,3,0
327,2021,52,"5",0,75074,0,1,0
327,2022,52,"5",3,57146,0,3,0
327,2023,52,"5",2,90185,0,4,1
327,2024,52,"5",1,45575,1,4,0
328,2019,51,"4",1,126624,1,4,0
328,2020,51,"4",2,47889,0,3,0
328,2021,51,"4",1,100763,1,2,0
328,2022,51,"4",2,37266,1,4,0
328,2023,51,"4",2,60241,1,3,0
328,2024,51,"4",1,70906,1,4,0
329,2019,30,"3",1,117193,1,3,0
329,2020,30,"3",4,43423,1,2,1
329,2021,30,"3",1,88173,1,1,0
329,2022,30,"3",2,72981,1,5,0
329,2023,30,"3",2,22189,0,5,0
329,2024,30,"3",1,39141,1,1,0
330,2019,63,"2",1,34542,1,3,1
330,2020,63,"2",2,74462,1,3,0
330,2021,63,"2",1,85057,1,2,0
330,2022,63,"2",1,46155,1,1,0
330,2023,63,"2",1,55360,1,4,0
330,2024,63,"2",1,52312,1,1,0
331,2019,54,"5",1,65442,1,3,0
331,2020,54,"5",1,135346,1,2,0
331,2021,54,"5",3,76169,1,5,0
331,2022,54,"5",1,36531,1,3,0
331,2023,54,"5",0,115603,1,2,0
331,2024,54,"5",3,154285,1,3,0
332,2019,66,"3",2,98370,0,4,0
332,2020,66,"3",0,97997,1,2,0
332,2021,66,"3",1,42481,1,4,0
332,2022,66,"3",1,28092,1,3,0
332,2023,66,"3",3,64257,0,3,1
332,2024,66,"3",1,48100,0,3,0
333,2019,55,"5",0,81776,1,3,0
333,2020,55,"5",2,124136,1,3,0
333,2021,55,"5",1,42666,1,2,1
333,2022,55,"5",0,40077,1,3,0
333,2023,55,"5",1,64420,0,3,0
333,2024,55,"5",1,97594,1,3,0
334,2019,71,"1",2,70602,1,3,0
334,2020,71,"1",1,79609,1,4,0
334,2021,72,"1",4,52786,0,3,1
334,2022,72,"1",0,34353,1,1,0
334,2023,72,"1",2,73116,1,5,0
334,2024,72,"1",2,130907,1,4,0
335,2019,27,"4",2,158102,1,3,0
335,2020,27,"4",4,88574,1,3,0
335,2021,27,"4",2,40412,0,3,0
335,2022,27,"4",2,42074,0,4,1
335,2023,27,"4",1,80147,1,4,0
335,2024,27,"4",0,22449,1,3,1
336,2019,64,"4",0,52295,0,2,0
336,2020,64,"4",2,80756,0,3,0
336,2021,64,"4",1,70451,0,4,0
336,2022,64,"4",1,45434,1,3,0
336,2023,64,"4",0,84681,0,3,0
336,2024,64,"4",0,120690,0,4,0
337,2019,71,"5",2,85356,1,4,0
337,2020,71,"5",1,55333,1,5,0
337,2021,71,"5",2,30946,1,4,0
337,2022,71,"5",1,42517,0,3,1
337,2023,71,"5",0,14583,0,3,0
337,2024,71,"5",1,40800,0,4,0
338,2019,36,"2",2,77073,1,4,0
338,2020,36,"2",0,131708,1,4,0
338,2021,36,"2",0,79323,1,4,0
338,2022,36,"2",1,39950,1,2,0
338,2023,36,"2",2,66788,1,3,0
338,2024,36,"2",0,94626,1,3,0
339,2019,38,"2",1,127984,1,3,0
339,2020,38,"2",1,55454,1,1,0
339,2021,38,"2",2,56306,0,2,0
339,2022,38,"2",5,38534,1,3,0
339,2023,38,"2",1,32962,0,1,1
339,2024,38,"2",2,146040,0,3,0
340,2019,68,"5",1,44202,1,1,0
340,2020,68,"5",1,51102,1,3,0
340,2021,68,"5",3,54660,0,3,0
340,2022,68,"5",0,101623,0,3,0
340,2023,68,"5",2,73713,0,3,0
340,2024,68,"5",2,85010,0,3,0
341,2019,30,"5",5,99161,0,4,0
341,2020,30,"5",1,55033,1,2,0
341,2021,30,"5",0,58826,1,2,0
341,2022,30,"5",3,42385,1,3,1
341,2023,30,"5",2,37218,1,3,0
341,2024,30,"5",2,64520,1,4,0
342,2019,68,"5",3,83514,1,4,0
342,2020,68,"5",1,139031,1,4,0
342,2021,68,"5",2,32151,1,4,0
342,2022,68,"5",1,67616,1,4,0
342,2023,68,"5",1,85883,1,2,0
342,2024,68,"5",0,33774,0,3,0
343,2019,27,"3",1,71086,1,4,0
343,2020,27,"3",0,22078,0,3,1
343,2021,27,"3",0,75093,0,4,0
343,2022,27,"3",2,91440,1,4,0
343,2023,27,"3",1,102758,1,2,0
343,2024,27,"3",1,131849,0,1,0
344,2019,37,"2",0,102807,0,4,0
344,2020,37,"2",3,51866,1,5,0
344,2021,37,"2",1,30003,1,3,0
344,2022,37,"2",0,56297,1,4,1
344,2023,37,"2",2,57873,0,2,1
344,2024,37,"2",1,61432,1,2,0
345,2019,69,"2",1,62070,1,4,0
345,2020,69,"2",2,123536,1,1,0
345,2021,69,"2",0,69903,0,3,0
345,2022,69,"2",2,53364,1,4,0
345,2023,69,"2",2,40795,1,4,0
345,2024,69,"2",1,116436,0,3,0
346,2019,52,"3",0,45045,1,4,1
346,2020,52,"3",1,83489,1,2,0
346,2021,52,"3",1,105299,1,2,0
346,2022,52,"3",3,34436,1,3,0
346,2023,52,"3",0,25772,1,4,0
346,2024,52,"3",3,51696,1,4,0
347,2019,64,"5",1,98952,1,2,0
347,2020,64,"5",1,74476,0,4,1
347,2021,64,"5",1,39895,0,3,0
347,2022,64,"5",1,88906,1,3,0
347,2023,64,"5",3,52378,0,3,0
347,2024,64,"5",2,126294,1,4,0
348,2019,46,"2",2,42685,1,2,1
348,2020,46,"2",1,92330,1,3,0
348,2021,46,"2",0,90154,0,4,1
348,2022,46,"2",0,74054,1,3,0
348,2023,46,"2",0,95551,1,3,0
348,2024,46,"2",1,67063,1,3,0
349,2019,61,"1",0,71122,1,4,0
349,2020,61,"1",0,151404,1,3,0
349,2021,61,"1",2,47411,1,3,0
349,2022,61,"1",2,68612,1,2,0
349,2023,61,"1",4,63966,1,5,1
349,2024,61,"1",0,104840,0,1,0
350,2019,60,"4",1,126698,1,3,0
350,2020,60,"4",1,131832,1,2,0
350,2021,60,"4",4,123821,0,4,0
350,2022,60,"4",0,54764,0,3,0
350,2023,60,"4",3,73819,1,1,0
350,2024,60,"4",1,52376,1,4,0
351,2019,69,"3",1,48060,0,3,0
351,2020,69,"3",1,68008,1,3,1
351,2021,69,"3",3,63122,1,4,0
351,2022,69,"3",2,61682,0,4,0
351,2023,69,"3",1,85684,1,4,1
351,2024,69,"3",1,118724,1,4,0
352,2019,47,"1",1,53351,0,4,0
352,2020,47,"1",1,96264,0,3,0
352,2021,47,"1",2,43891,1,4,1
352,2022,47,"1",0,80785,0,4,0
352,2023,47,"1",1,40469,0,3,1
352,2024,47,"1",3,80916,0,1,1
353,2019,40,"5",4,49464,1,4,0
353,2020,40,"5",0,76322,1,4,1
353,2021,40,"5",0,30886,1,3,0
353,2022,40,"5",3,67032,1,3,1
353,2023,40,"5",1,88341,1,2,0
353,2024,40,"5",2,56253,1,4,0
354,2019,42,"3",3,101891,0,3,0
354,2020,42,"3",0,78041,1,4,0
354,2021,42,"3",1,68360,1,3,0
354,2022,42,"3",1,56947,1,1,0
354,2023,42,"3",1,108439,1,4,0
354,2024,42,"3",0,29911,0,3,1
355,2019,34,"1",1,94156,0,3,0
355,2020,34,"1",2,45144,1,2,0
355,2021,34,"1",3,84556,1,2,0
355,2022,34,"1",1,41970,0,1,0
355,2023,34,"1",0,61255,1,3,0
355,2024,34,"1",0,52255,0,4,1
356,2019,34,"4",1,55453,1,4,0
356,2020,34,"4",1,52896,1,1,0
356,2021,34,"4",0,80750,1,2,1
356,2022,34,"4",1,82477,1,3,0
356,2023,34,"4",1,73721,1,3,0
356,2024,34,"4",2,71462,1,3,1
357,2019,40,"4",0,56067,1,4,1
357,2020,40,"4",1,46601,0,4,1
357,2021,40,"4",1,77740,1,4,0
357,2022,40,"4",0,32860,0,4,0
357,2023,40,"4",1,81511,1,3,0
357,2024,40,"4",4,58773,1,3,0
358,2019,38,"1",2,85664,0,4,0
358,2020,38,"1",2,79830,1,4,0
358,2021,38,"1",0,90023,1,4,0
358,2022,38,"1",2,92280,1,3,0
358,2023,38,"1",0,48637,1,4,0
358,2024,38,"1",0,60615,1,4,0
359,2019,68,"3",0,58793,0,4,1
359,2020,68,"3",2,37180,1,3,0
359,2021,68,"3",0,88481,1,4,0
359,2022,68,"3",1,54108,0,4,0
359,2023,68,"3",0,56616,0,4,0
359,2024,68,"3",1,109962,0,3,0
360,2019,27,"1",0,39322,1,4,0
360,2020,27,"1",0,90119,0,4,0
360,2021,27,"1",4,107711,1,3,1
360,2022,27,"1",1,44666,1,4,0
360,2023,27,"1",1,138209,1,2,0
360,2024,27,"1",1,33015,0,4,0
361,2019,32,"1",0,85738,1,4,0
361,2020,32,"1",1,122437,1,2,0
361,2021,32,"1",2,53906,1,3,0
361,2022,32,"1",1,63512,0,4,0
361,2023,32,"1",1,71421,1,3,0
361,2024,32,"1",0,48491,0,3,0
362,2019,57,"5",1,33890,1,3,1
362,2020,57,"5",2,104047,1,4,0
362,2021,57,"5",3,69047,0,4,0
362,2022,57,"5",3,32182,1,3,0
362,2023,57,"5",0,40192,0,2,1
362,2024,57,"5",1,65665,1,4,0
363,2019,41,"3",2,34978,1,3,1
363,2020,41,"3",2,44317,1,1,0
363,2021,41,"3",1,84286,1,2,0
363,2022,41,"3",0,44423,1,3,0
