respondent_id,age,education,party_id,income_category,region,congress_approval
446,76,Graduate,Independent,$60k-$100k,Midwest,50.13161241595448
447,22,High School,Democrat,$30k-$60k,Midwest,13.777184630567884
448,52,Bachelor's,Republican,$30k-$60k,Midwest,49.94097927115868
449,19,High School,Democrat,Under $30k,Northeast,40.350702328508014
450,64,Graduate,Democrat,Under $30k,West,48.715699083054616
451,41,Graduate,Republican,$30k-$60k,Midwest,29.93272530823997
452,81,Bachelor's,Independent,Under $30k,West,23.634070610181876
453,48,Some College,Independent,$60k-$100k,Northeast,15.422379475576362
454,59,Some College,Independent,$60k-$100k,Midwest,15.905409273915666
455,33,Bachelor's,Democrat,$30k-$60k,Midwest,43.882120384025406
456,66,Some College,Republican,Under $30k,West,8.418515221911598
457,38,High School,Independent,$30k-$60k,South,13.53437948009313
458,32,Graduate,Independent,Under $30k,Northeast,24.620228669252967
459,52,Some College,Republican,$60k-$100k,Northeast,33.9091389486334
460,44,Bachelor's,Independent,$30k-$60k,West,32.49467680186065
461,76,High School,Independent,Under $30k,Midwest,24.441824825055374
462,81,Some College,Independent,Over $100k,South,21.258640667374603
463,41,High School,Independent,Under $30k,West,28.16054860939095
464,61,High School,Democrat,$60k-$100k,Midwest,13.6252144499453
465,24,Some College,Democrat,$30k-$60k,South,37.83953835296938
466,65,Bachelor's,Republican,Under $30k,South,40.3807501192703
467,50,Some College,Democrat,Under $30k,West,23.86468751891115
468,75,High School,Republican,Under $30k,Northeast,20.91706668091966
469,60,High School,Independent,Under $30k,South,7.582749536732612
470,80,High School,Republican,Over $100k,South,25.965674089322782
471,27,Bachelor's,Democrat,$30k-$60k,South,22.993772480973224
472,41,Some College,Democrat,$30k-$60k,South,32.237697766662
473,79,Bachelor's,Republican,$30k-$60k,Northeast,46.05623425841975
474,21,Some College,Democrat,$60k-$100k,Northeast,32.50505157100298
475,85,Bachelor's,Independent,Under $30k,South,38.34472238260574
476,58,High School,Republican,Over $100k,Midwest,32.63156361009375
477,41,Graduate,Independent,$60k-$100k,Midwest,22.860029055068544
478,77,High School,Democrat,$30k-$60k,South,25.656815258991752
479,39,High School,Independent,$30k-$60k,West,0
480,84,Graduate,Republican,$30k-$60k,South,30.898702450504683
481,43,High School,Republican,Under $30k,South,33.68712522807861
482,53,Some College,Independent,$60k-$100k,West,17.584551058931023
483,46,High School,Republican,$60k-$100k,West,25.271728171508304
484,67,Graduate,Democrat,$30k-$60k,Midwest,45.192002469473856
485,78,Graduate,Democrat,$60k-$100k,West,26.540279513949617
486,25,Bachelor's,Independent,Over $100k,Northeast,42.966003178583314
487,72,Some College,Republican,$60k-$100k,South,28.33590828431977
488,73,Bachelor's,Republican,$30k-$60k,South,29.098775794922275
489,73,High School,Independent,$30k-$60k,West,39.820412090700884
490,36,Some College,Republican,$60k-$100k,South,43.61352599514715
491,55,Bachelor's,Independent,$30k-$60k,South,12.482072234720478
492,70,High School,Independent,Over $100k,West,20.15518259983248
493,60,Some College,Republican,$30k-$60k,South,7.0252398342722415
494,20,Graduate,Republican,Under $30k,West,13.127650775271773
495,85,Some College,Democrat,Under $30k,West,46.9630033823075
496,38,Bachelor's,Democrat,$30k-$60k,South,50.215539930203704
497,76,Bachelor's,Republican,$30k-$60k,Northeast,40.5473310985043
498,85,Graduate,Democrat,$30k-$60k,West,41.63610509403917
499,62,Graduate,Independent,Over $100k,West,32.33653459373775
500,78,Bachelor's,Independent,$30k-$60k,South,42.59724727135411
501,64,Graduate,Independent,Over $100k,Midwest,24.539199516779863
502,21,Bachelor's,Independent,$60k-$100k,West,20.459224397996714
503,70,Bachelor's,Republican,Under $30k,South,16.17446104574713
504,19,Some College,Republican,$30k-$60k,South,12.063949595230108
505,18,Bachelor's,Independent,$30k-$60k,Northeast,12.787547268175356
506,79,High School,Democrat,$60k-$100k,Midwest,20.938067755659667
507,24,Bachelor's,Democrat,$30k-$60k,West,5.566593710497084
508,24,Some College,Independent,$30k-$60k,Northeast,20.027810677286887
509,59,Some College,Independent,$30k-$60k,Midwest,0
510,24,Bachelor's,Republican,$60k-$100k,South,34.30989490617827
511,48,Bachelor's,Republican,$30k-$60k,South,24.5806149086867
512,70,High School,Republican,$30k-$60k,South,39.46389664852232
513,74,Graduate,Democrat,$30k-$60k,South,61.774739949707666
514,49,Some College,Democrat,Under $30k,South,39.733130838694215
515,26,Bachelor's,Republican,$60k-$100k,Midwest,38.68907808206866
516,51,High School,Democrat,$60k-$100k,South,25.1302966620784
517,42,Some College,Republican,Over $100k,South,38.33985716382026
518,51,Graduate,Democrat,$60k-$100k,West,32.061342275985055
519,29,Graduate,Democrat,$30k-$60k,Northeast,40.64846329063618
520,24,Bachelor's,Independent,Under $30k,South,18.893692091147738
521,35,Bachelor's,Democrat,Under $30k,Northeast,17.29661610031149
522,59,Some College,Democrat,Under $30k,Northeast,18.430662310868765
523,59,Some College,Democrat,$30k-$60k,Midwest,24.337320256072864
524,40,High School,Independent,$60k-$100k,Midwest,32.603107903711134
525,79,High School,Republican,$30k-$60k,West,23.162062548053665
526,50,High School,Democrat,$30k-$60k,Midwest,44.06280140886618
527,49,Some College,Democrat,$60k-$100k,Northeast,37.12301608597923
528,46,Some College,Republican,$30k-$60k,Northeast,34.306899911431444
529,76,High School,Democrat,$60k-$100k,South,37.07184005669026
530,21,Some College,Democrat,$30k-$60k,West,19.19009112246472
531,42,Bachelor's,Independent,Under $30k,West,20.477024335653383
532,45,High School,Independent,Under $30k,South,26.551316655000093
533,19,Some College,Republican,Under $30k,Midwest,13.13016558578989
534,70,High School,Independent,Under $30k,South,21.582529227408532
535,27,Some College,Independent,Under $30k,Midwest,6.668734481910263
536,28,High School,Republican,$60k-$100k,Midwest,41.73981035964151
537,53,Some College,Democrat,$30k-$60k,Northeast,20.338721151522556
538,65,Some College,Republican,$30k-$60k,West,27.211778668034917
539,85,Bachelor's,Independent,$60k-$100k,Midwest,35.52253382846553
540,80,High School,Republican,$60k-$100k,South,27.848247955621485
541,51,Bachelor's,Independent,$30k-$60k,Midwest,11.843738957929961
542,29,High School,Democrat,$30k-$60k,South,36.95468957610605
543,37,Some College,Democrat,$30k-$60k,West,36.016077785539494
544,23,Bachelor's,Democrat,Under $30k,Northeast,46.16994234748
545,47,High School,Independent,$30k-$60k,South,15.607331948997356
546,82,Some College,Democrat,$60k-$100k,Northeast,8.22240488046586
547,23,Some College,Independent,$30k-$60k,West,30.22827303436626
548,80,Graduate,Independent,Under $30k,South,40.395627285656644
549,62,Bachelor's,Democrat,$30k-$60k,South,22.051693736630074
550,30,High School,Democrat,$60k-$100k,West,39.86272559412006
551,45,Bachelor's,Independent,$30k-$60k,Northeast,16.018401704024043
552,85,Some College,Democrat,Under $30k,South,22.941292121663018
553,52,Graduate,Independent,$60k-$100k,Northeast,27.392540876799263
554,68,Bachelor's,Independent,Under $30k,Northeast,26.045006048467823
555,82,Bachelor's,Republican,$30k-$60k,Northeast,23.533138160013454
556,74,Bachelor's,Democrat,Under $30k,West,35.926973397801284
557,51,Some College,Republican,Over $100k,South,26.56404403563858
558,45,Graduate,Democrat,$60k-$100k,South,37.93805078527742
559,71,Graduate,Republican,Over $100k,West,53.241361284903704
560,28,High School,Independent,$30k-$60k,South,0
561,21,High School,Independent,Over $100k,Midwest,0
562,71,Some College,Independent,$60k-$100k,West,1.6482339038062435
563,49,High School,Democrat,Under $30k,West,13.49829512634598
564,53,High School,Democrat,$60k-$100k,South,0
565,81,Some College,Independent,Over $100k,South,14.839841552775193
566,80,Some College,Independent,Under $30k,South,38.236445297975514
567,73,Some College,Democrat,$60k-$100k,South,38.11988233088396
568,82,Some College,Republican,Over $100k,South,12.187326319864681
569,23,Some College,Democrat,Under $30k,West,30.019133532756232
570,23,Bachelor's,Democrat,$60k-$100k,South,38.45679625590044
571,64,Some College,Republican,$30k-$60k,South,36.018621204835966
572,79,High School,Independent,$60k-$100k,South,40.28455570485206
573,79,Graduate,Democrat,$30k-$60k,West,61.059691824254486
574,71,Graduate,Democrat,Over $100k,West,51.559377784582985
575,81,Bachelor's,Independent,$60k-$100k,Northeast,32.81827196928437
576,47,Bachelor's,Independent,Under $30k,West,7.648934496126493
577,39,Bachelor's,Republican,Over $100k,South,40.91250724780018
578,84,Some College,Democrat,Over $100k,West,32.17693846877877
579,46,Some College,Democrat,Under $30k,Northeast,27.910047018845262
580,30,High School,Republican,$30k-$60k,West,34.505581060535576
581,47,Some College,Democrat,$60k-$100k,South,32.492949585266764
582,34,Bachelor's,Democrat,$30k-$60k,South,30.85732140876032
583,21,Graduate,Democrat,Over $100k,South,17.751012177736655
584,76,High School,Independent,Over $100k,Northeast,37.73935984803577
585,39,High School,Independent,$60k-$100k,West,0
586,42,Bachelor's,Democrat,$30k-$60k,South,27.99289284306422
587,35,Some College,Republican,$30k-$60k,South,44.818847970669296
588,63,High School,Democrat,$30k-$60k,Northeast,39.33268409493823
589,29,Bachelor's,Democrat,$30k-$60k,Northeast,49.35894663899925
590,35,High School,Republican,$30k-$60k,West,16.694355936892705
591,57,High School,Republican,$30k-$60k,Northeast,18.932591549383393
592,61,Bachelor's,Democrat,$60k-$100k,Northeast,47.154532529113105
593,34,Bachelor's,Democrat,$30k-$60k,South,62.42344032471395
594,22,High School,Republican,Under $30k,South,20.069818689432303
595,72,Graduate,Democrat,Under $30k,Midwest,15.87829230476627
596,60,Some College,Republican,Over $100k,South,33.33016050559339
597,51,Some College,Democrat,$30k-$60k,South,25.083947818637192
598,43,High School,Independent,$30k-$60k,Northeast,7.413426742678592
599,45,Some College,Democrat,$60k-$100k,South,22.40660640289495
600,55,Some College,Republican,Under $30k,West,23.17876742077814
601,81,High School,Republican,$30k-$60k,West,15.766328240513378
602,51,High School,Democrat,$30k-$60k,South,40.33006599971454
603,79,High School,Democrat,$30k-$60k,Northeast,57.902526675166264
604,74,Bachelor's,Democrat,$60k-$100k,Northeast,22.986392554968596
605,18,Some College,Independent,$60k-$100k,South,33.25864193630582
606,33,Some College,Democrat,$60k-$100k,South,45.738569262779606
607,57,High School,Independent,$60k-$100k,South,12.810077018652343
608,52,Bachelor's,Independent,$60k-$100k,South,17.277800245755053
609,48,Some College,Independent,$60k-$100k,Midwest,14.147793781366811
610,70,Some College,Democrat,Over $100k,Northeast,61.05369794345404
611,52,High School,Independent,Over $100k,West,21.06981690156124
612,22,Graduate,Republican,$30k-$60k,Northeast,26.362669822224646
613,28,Graduate,Independent,$60k-$100k,Northeast,16.17626380831897
614,21,Some College,Republican,$30k-$60k,West,12.107807071345968
615,70,Some College,Democrat,Over $100k,South,52.887641464036655
616,33,High School,Republican,Under $30k,Midwest,0.23797097488313312
617,27,Some College,Republican,$30k-$60k,Midwest,23.190967279091357
618,24,High School,Republican,$60k-$100k,Midwest,35.30591484853202
619,80,Bachelor's,Republican,$60k-$100k,West,0
620,85,Some College,Independent,Under $30k,Midwest,16.860512044433975
621,82,Some College,Democrat,$60k-$100k,Midwest,47.74887100019829
622,49,Bachelor's,Democrat,$30k-$60k,Northeast,53.30019764199235
623,43,Bachelor's,Republican,$60k-$100k,Northeast,51.047365636064654
624,22,Graduate,Independent,$30k-$60k,South,10.343628419737486
625,75,High School,Democrat,$30k-$60k,West,23.690147351084683
626,80,Bachelor's,Republican,Under $30k,Midwest,25.286186646434366
627,34,Some College,Independent,Under $30k,Northeast,17.960738248996602
628,42,Bachelor's,Democrat,$30k-$60k,South,60.29701079450214
629,59,Graduate,Democrat,$30k-$60k,Northeast,38.19002952030583
630,56,Graduate,Independent,$30k-$60k,Midwest,45.79806245886545
631,43,Bachelor's,Republican,Under $30k,West,38.91351431679277
632,27,High School,Democrat,Under $30k,Midwest,34.68424367638986
633,57,High School,Republican,Over $100k,South,35.19338679982065
634,77,Bachelor's,Republican,$60k-$100k,Midwest,25.285442526154487
635,79,Bachelor's,Republican,$30k-$60k,South,20.22005911525266
636,31,High School,Independent,$30k-$60k,Midwest,31.945201497434418
637,22,High School,Independent,$30k-$60k,West,28.60139422710396
638,37,Graduate,Democrat,Under $30k,South,46.44304036243284
639,20,Bachelor's,Independent,$60k-$100k,Midwest,18.264616285439292
640,74,High School,Independent,$30k-$60k,Northeast,18.648849645877558
641,45,Some College,Democrat,$60k-$100k,Northeast,36.62126626884158
642,43,Some College,Democrat,$30k-$60k,West,47.3518309437855
643,55,Some College,Independent,Under $30k,South,37.093957332725594
644,39,High School,Republican,$30k-$60k,Northeast,25.771379824298037
645,38,High School,Democrat,$30k-$60k,Midwest,41.97250770710599
646,26,Bachelor's,Independent,$30k-$60k,South,22.60463838541503
647,25,Graduate,Republican,$30k-$60k,West,19.472378075119078
648,76,Some College,Republican,Under $30k,Midwest,21.69713919769854
649,22,Bachelor's,Republican,$60k-$100k,Midwest,37.85086007453244
650,50,Some College,Republican,$60k-$100k,South,27.44914150469037
651,64,Some College,Republican,$60k-$100k,Midwest,33.26123582594491
652,74,Some College,Democrat,Over $100k,South,41.104603274323736
653,55,High School,Democrat,$30k-$60k,South,15.110282435242688
654,51,Some College,Independent,$60k-$100k,Midwest,25.533876978780583
655,26,Some College,Republican,Under $30k,South,25.61631527617009
656,72,Bachelor's,Independent,$30k-$60k,South,27.09973093923916
657,61,Graduate,Democrat,Under $30k,Midwest,37.77150640462127
658,53,Some College,Independent,$30k-$60k,Midwest,24.510520231242182
659,43,Graduate,Republican,Under $30k,Northeast,37.52862408695957
660,22,Bachelor's,Democrat,$30k-$60k,South,18.826843245533453
661,49,Bachelor's,Republican,Under $30k,Midwest,42.645349054129454
662,83,Bachelor's,Independent,$30k-$60k,Midwest,7.337501115006045
663,20,High School,Democrat,Under $30k,Midwest,46.75460978003467
664,51,Graduate,Independent,$30k-$60k,South,34.462155649055205
665,46,Some College,Republican,$60k-$100k,South,21.319332605557626
666,55,High School,Republican,$30k-$60k,West,33.362573944169405
667,26,Some College,Independent,Over $100k,South,32.5761569082554
668,59,Graduate,Democrat,$60k-$100k,South,41.31569697607181
669,27,High School,Independent,$60k-$100k,South,23.63090500783283
670,80,High School,Independent,$30k-$60k,South,24.208624001114877
671,49,Graduate,Republican,$60k-$100k,South,18.251499616935615
672,29,High School,Democrat,Under $30k,West,9.518893276086978
673,80,Bachelor's,Republican,Over $100k,West,55.13784544957612
674,64,High School,Republican,$30k-$60k,West,29.378332395271578
675,24,Some College,Independent,$60k-$100k,South,28.679912755645777
676,26,High School,Independent,$30k-$60k,Northeast,34.12034404169157
677,20,Some College,Republican,$30k-$60k,South,18.22626601092109
678,34,Bachelor's,Republican,$60k-$100k,Midwest,27.424463896171055
679,57,High School,Republican,$60k-$100k,Midwest,53.93607332216387
680,37,High School,Independent,Under $30k,Northeast,2.063701326265644
681,41,Graduate,Independent,$30k-$60k,South,21.724999981489937
682,55,Bachelor's,Democrat,Under $30k,Northeast,23.00988907717454
683,72,High School,Democrat,$30k-$60k,South,47.196692589420486
684,77,Some College,Independent,$60k-$100k,Northeast,33.94747431009982
685,24,Graduate,Republican,$30k-$60k,West,42.50750268899962
686,23,Bachelor's,Democrat,Under $30k,South,40.02400825031688
687,47,High School,Democrat,$60k-$100k,South,14.088740945850162
688,36,Some College,Republican,$30k-$60k,Northeast,2.9460861270690657
689,43,Graduate,Republican,$30k-$60k,Northeast,25.125632570204278
690,59,Bachelor's,Independent,Over $100k,South,16.52961785948943
691,79,Some College,Independent,$30k-$60k,Northeast,17.55840960476185
692,38,Bachelor's,Democrat,$30k-$60k,Northeast,60.16963202303294
693,63,High School,Democrat,$30k-$60k,South,34.2458010894506
694,61,Some College,Democrat,$60k-$100k,Midwest,27.573752401235737
695,54,High School,Democrat,Over $100k,South,28.710690056003937
696,44,Some College,Democrat,Under $30k,Northeast,41.69031079571807
697,60,Some College,Democrat,$30k-$60k,South,29.692420760973228
698,60,High School,Democrat,$60k-$100k,Midwest,39.90432133200351
699,63,High School,Democrat,$30k-$60k,West,18.1623521143765
700,80,High School,Republican,Under $30k,South,29.04502313093858
701,23,Some College,Republican,Over $100k,West,14.59967565604227
702,55,Bachelor's,Republican,$30k-$60k,Midwest,17.993917625487718
703,25,Bachelor's,Republican,Under $30k,South,32.89084420317374
704,62,High School,Republican,$30k-$60k,South,4.483772370297672
705,46,Bachelor's,Democrat,Over $100k,Midwest,20.111415022054523
706,83,Some College,Democrat,$60k-$100k,West,60.20522124280373
707,36,Some College,Democrat,Under $30k,South,31.925352889538832
708,71,High School,Republican,$60k-$100k,Midwest,21.688954453238964
709,66,High School,Independent,$30k-$60k,Midwest,26.70991419717162
710,40,High School,Republican,Under $30k,South,45.98123342753157
711,40,Bachelor's,Democrat,Over $100k,Midwest,40.327568228708444
712,31,High School,Democrat,Under $30k,South,35.15775303991479
713,37,High School,Democrat,Over $100k,West,20.06904610860438
714,27,Graduate,Democrat,Under $30k,Northeast,48.86405877048109
715,67,High School,Independent,Over $100k,Midwest,0
716,32,Graduate,Republican,Over $100k,West,42.83548588336404
717,64,High School,Democrat,Over $100k,Midwest,28.449866994600868
718,34,Bachelor's,Republican,$30k-$60k,Northeast,24.896565530833378
719,67,Some College,Independent,Under $30k,Midwest,22.242158504700416
720,31,High School,Republican,$30k-$60k,South,9.268306637740626
721,75,Some College,Democrat,$30k-$60k,South,47.609763885595086
722,83,High School,Independent,$30k-$60k,South,3.0865555293103064
723,63,Bachelor's,Independent,Over $100k,Midwest,26.96268190737341
724,33,Graduate,Republican,$60k-$100k,Midwest,30.166074956138072
725,53,Some College,Republican,$60k-$100k,Northeast,24.666595521386792
726,79,High School,Republican,Over $100k,West,19.544280738103478
727,57,Bachelor's,Republican,Under $30k,South,37.159165114546695
728,47,Bachelor's,Democrat,$30k-$60k,Midwest,28.68353617639189
729,39,High School,Republican,$30k-$60k,South,25.192564930644142
730,38,High School,Independent,$30k-$60k,South,26.99598924080899
731,82,High School,Democrat,$30k-$60k,South,46.34518558958081
732,69,High School,Independent,Under $30k,West,22.71605485515586
733,38,Bachelor's,Independent,$60k-$100k,Northeast,28.29615630929165
734,67,Bachelor's,Republican,Under $30k,South,8.820836329280802
735,58,Bachelor's,Independent,$30k-$60k,Midwest,29.987481310757417
736,20,Some College,Democrat,$60k-$100k,South,23.72592810691343
737,84,Graduate,Republican,Under $30k,West,30.182074034100154
738,24,Graduate,Democrat,$30k-$60k,South,36.03720281427121
739,74,Graduate,Republican,$30k-$60k,South,29.13812545048677
740,74,High School,Democrat,Under $30k,South,49.151590664959926
741,59,High School,Republican,Under $30k,South,23.566204426712204
742,54,Bachelor's,Democrat,$30k-$60k,South,42.33016852743224
743,59,Graduate,Republican,$60k-$100k,South,32.23502118200246
744,84,Some College,Independent,$60k-$100k,South,23.128482544249188
745,84,Graduate,Republican,$30k-$60k,Northeast,13.198511091162619
746,55,High School,Democrat,Under $30k,Midwest,30.809056276975014
747,55,Bachelor's,Democrat,Under $30k,South,21.128489908188083
748,41,High School,Independent,$30k-$60k,South,17.235003601569773
749,42,High School,Democrat,$30k-$60k,Midwest,40.56530813793496
750,74,High School,Democrat,Over $100k,South,37.07241000641467
751,52,Graduate,Democrat,$30k-$60k,South,37.77351816294935
752,43,High School,Democrat,Under $30k,South,41.183541379141644
753,21,Bachelor's,Republican,Under $30k,South,23.577616654049578
754,21,High School,Republican,$60k-$100k,West,30.953537161323915
755,26,Bachelor's,Republican,$60k-$100k,Midwest,14.730499328270577
756,39,Some College,Republican,$30k-$60k,West,35.91325680421355
757,29,High School,Independent,$30k-$60k,Midwest,5.6874687357691265
758,35,High School,Republican,$30k-$60k,South,48.35506318751827
759,27,Graduate,Republican,Over $100k,Midwest,15.077120855325
760,44,High School,Democrat,Over $100k,Midwest,31.323077218708246
761,56,Some College,Democrat,Over $100k,Northeast,62.251673672804785
762,37,Some College,Democrat,Under $30k,South,19.865546413473595
763,83,High School,Democrat,Under $30k,South,37.85342999777353
764,46,Graduate,Independent,$30k-$60k,West,44.71261788835767
765,35,Some College,Independent,$30k-$60k,Northeast,29.865677838652005
766,49,Bachelor's,Independent,$60k-$100k,Northeast,24.472345978036543
767,46,High School,Democrat,$30k-$60k,South,28.323615743309524
768,84,Some College,Democrat,Under $30k,West,38.39750798260215
769,68,Some College,Independent,Under $30k,Northeast,29.317659651772075
770,54,High School,Democrat,$60k-$100k,West,29.475626315275047
771,60,High School,Republican,$30k-$60k,South,14.731915364641557
772,82,Some College,Independent,$30k-$60k,West,12.126663543266107
773,78,Some College,Democrat,Under $30k,West,45.90932079193218
774,18,High School,Democrat,$30k-$60k,West,57.20208201706145
775,36,Graduate,Democrat,$30k-$60k,West,32.68957394151431
776,37,Bachelor's,Independent,Under $30k,Midwest,22.96954278054369
777,36,Bachelor's,Independent,Under $30k,South,12.757902643443657
778,67,Bachelor's,Independent,$60k-$100k,South,35.190015565102314
779,29,Some College,Democrat,$30k-$60k,South,42.91712476917856
780,35,Some College,Republican,$30k-$60k,South,12.057777520009978
781,57,Bachelor's,Independent,Under $30k,Midwest,17.50205956191361
782,37,Some College,Democrat,$60k-$100k,South,30.067152915692894
783,79,Bachelor's,Independent,$30k-$60k,West,24.244598451282815
784,36,High School,Independent,Under $30k,South,18.315586432450754
785,46,High School,Democrat,$30k-$60k,South,24.518803951544534
786,44,Some College,Democrat,$30k-$60k,Midwest,19.827864779022025
787,65,High School,Republican,$30k-$60k,Northeast,23.872772475426455
788,84,Some College,Republican,Under $30k,South,43.40533231955965
789,26,Some College,Republican,$30k-$60k,West,13.609763164469364
790,84,Bachelor's,Republican,$30k-$60k,Midwest,15.515923878181898
791,46,High School,Democrat,$60k-$100k,West,26.963332375739405
792,41,Some College,Independent,Under $30k,South,14.172213303542794
793,75,Graduate,Republican,$30k-$60k,Northeast,28.840203370111354
794,52,High School,Independent,$60k-$100k,South,18.551911353969707
795,42,Bachelor's,Independent,Over $100k,South,29.440542583991938
796,85,High School,Democrat,$60k-$100k,West,53.00308867255755
797,42,High School,Democrat,$60k-$100k,Midwest,32.26388042513455
798,57,Bachelor's,Republican,Under $30k,South,23.76958904026001
799,81,Graduate,Independent,Under $30k,Northeast,41.86896430354395
800,48,Bachelor's,Independent,$30k-$60k,Midwest,14.62817834572898
801,59,Some College,Democrat,$30k-$60k,Midwest,49.80916561182349
802,57,Bachelor's,Democrat,Under $30k,West,55.01249568804857
803,74,Some College,Independent,$60k-$100k,Midwest,21.231280053443395
804,48,Some College,Republican,Under $30k,Midwest,11.492156939613716
805,27,Graduate,Independent,$60k-$100k,Northeast,1.5449194810572386
806,49,Some College,Democrat,$30k-$60k,South,33.8862337296743
807,46,High School,Democrat,$30k-$60k,Midwest,35.69840609118976
808,48,Some College,Independent,$60k-$100k,West,31.986153081227716
809,73,High School,Republican,$30k-$60k,South,22.9771939113764
810,28,Some College,Democrat,Under $30k,South,43.146041437130364
811,37,Some College,Republican,$30k-$60k,Midwest,28.23023066732844
812,58,Bachelor's,Independent,$30k-$60k,South,20.797435501650416
813,74,Bachelor's,Democrat,Over $100k,Northeast,56.794690921518935
814,32,High School,Independent,$60k-$100k,South,7.71808812221661
815,50,Graduate,Republican,Over $100k,Midwest,38.083329339057656
816,37,Some College,Republican,$30k-$60k,Northeast,36.20840577547546
817,78,Bachelor's,Independent,$30k-$60k,South,34.02018518616653
818,29,Graduate,Republican,$30k-$60k,Northeast,38.74892852730856
819,77,Some College,Democrat,$30k-$60k,South,44.79692982308179
820,55,Some College,Democrat,$60k-$100k,West,13.044811704724527
821,53,Bachelor's,Democrat,Over $100k,South,41.43171516258314
822,56,Some College,Democrat,$60k-$100k,South,38.146403919321415
823,84,High School,Republican,Over $100k,West,17.297810291641028
824,23,High School,Independent,Under $30k,West,25.49935764139325
825,73,High School,Independent,Under $30k,West,30.102003584241256
826,25,Some College,Democrat,$60k-$100k,West,16.39380883538258
827,38,Bachelor's,Democrat,$60k-$100k,South,9.961689915810496
828,46,High School,Democrat,$30k-$60k,South,34.9786311101975
829,21,Some College,Democrat,Under $30k,West,16.026743465293542
830,62,Graduate,Independent,Under $30k,West,29.346350547392394
831,49,Bachelor's,Democrat,$60k-$100k,South,37.421869136112726
832,85,Some College,Independent,Under $30k,Midwest,4.540812704983502
833,57,High School,Democrat,$30k-$60k,South,11.377963405389274
834,35,Bachelor's,Democrat,Under $30k,South,55.714343454139424
835,71,High School,Democrat,Over $100k,West,40.44052196285055
836,30,Bachelor's,Independent,$60k-$100k,Northeast,28.421608228336275
837,38,High School,Republican,Under $30k,West,24.927097468604025
838,79,High School,Independent,$30k-$60k,West,24.93055498692619
839,78,Graduate,Democrat,$60k-$100k,Midwest,37.48306904560911
840,71,Bachelor's,Democrat,Over $100k,South,35.81395845789189
841,42,Some College,Republican,$60k-$100k,Northeast,29.3350009368678
842,64,Graduate,Republican,$30k-$60k,South,30.190801812054826
843,67,Some College,Republican,$30k-$60k,Midwest,24.72614948639238
844,71,Bachelor's,Democrat,$60k-$100k,South,49.500168160912196
845,28,Some College,Republican,$30k-$60k,South,6.33878025161151
846,37,Some College,Democrat,$30k-$60k,South,20.53688179581027
847,48,Bachelor's,Democrat,$60k-$100k,South,52.990142269855895
848,85,Some College,Republican,Under $30k,West,37.39256160836083
849,55,High School,Republican,$60k-$100k,Midwest,12.168745813017221
850,79,Some College,Independent,Under $30k,South,13.437321078397584
851,69,Bachelor's,Republican,$30k-$60k,South,18.42524689672653
852,24,Some College,Independent,$30k-$60k,Midwest,20.82765802978913
853,51,Bachelor's,Republican,Under $30k,Midwest,31.102681478006016
854,82,Some College,Republican,$30k-$60k,West,23.408103322254554
855,74,High School,Democrat,$60k-$100k,West,25.743197366537117
856,20,Graduate,Republican,$60k-$100k,South,27.83740584627076
857,84,High School,Democrat,Under $30k,South,58.66907789576225
858,62,High School,Democrat,$30k-$60k,South,41.65687122294244
859,54,Some College,Republican,Under $30k,West,21.416272300089076
860,46,Some College,Republican,Under $30k,Northeast,17.09451524954847
861,66,Some College,Democrat,Over $100k,Midwest,39.58123580815847
862,47,Some College,Independent,Under $30k,West,12.421374758567898
863,78,Some College,Independent,$60k-$100k,West,39.83684393593278
864,30,High School,Independent,Under $30k,Northeast,15.485804080740046
865,73,High School,Independent,Under $30k,South,13.54503673170768
866,56,High School,Independent,Under $30k,South,1.3606551479981732
867,66,High School,Democrat,$60k-$100k,West,45.81605923365727
868,75,Some College,Independent,$30k-$60k,West,41.02869198124657
869,72,High School,Democrat,$30k-$60k,South,29.565308813971804
870,80,Some College,Democrat,$60k-$100k,West,43.18507021650099
871,19,Some College,Independent,$60k-$100k,South,25.160042584541586
872,20,Bachelor's,Republican,$60k-$100k,Northeast,18.85216974912672
873,75,Bachelor's,Democrat,Under $30k,Midwest,39.253397068396325
874,38,High School,Democrat,Under $30k,Midwest,42.13957937347693
875,31,High School,Democrat,Under $30k,Northeast,53.702518397218185
876,57,Some College,Independent,Over $100k,Northeast,20.629977362855612
877,47,Bachelor's,Republican,$30k-$60k,Northeast,10.134787818413436
878,67,Some College,Democrat,$30k-$60k,South,54.17955134985581
879,47,Some College,Republican,$30k-$60k,Midwest,27.94819799353011
880,69,Bachelor's,Republican,Over $100k,South,42.94261457431278
881,53,Graduate,Republican,Over $100k,Northeast,31.717350156087278
882,43,High School,Democrat,$60k-$100k,South,30.04049663619639
883,35,High School,Independent,$30k-$60k,Midwest,20.11973906417212
884,39,Some College,Democrat,$30k-$60k,Midwest,28.77566142428599
885,54,Graduate,Republican,$30k-$60k,Northeast,35.27644438134815
886,42,Bachelor's,Independent,Over $100k,Midwest,21.77302234994486
887,66,High School,Democrat,$30k-$60k,Midwest,46.64800540280722
888,75,High School,Republican,$30k-$60k,Midwest,24.423096374194298
889,54,High School,Democrat,Under $30k,Midwest,39.96263742046646
890,24,Some College,Democrat,Under $30k,South,39.48070463552543
891,43,High School,Democrat,$30k-$60k,South,23.502208813083676
