"congress","bill_id","member_id","party","ideology","bill_ideology","vote","district_partisanship"
116,319,383,"Dem",-0.171371458077138,-0.883508978988105,0,-20.9
116,674,269,"Dem",-0.204064784378805,-0.533465381737956,0,7.8
117,301,165,"Dem",-0.536490521659094,-2.45334091528603,1,4
117,743,242,"Rep",0.156352790710048,1.49686437291726,1,11.7
118,53,387,"Rep",-0.429344750773869,0.803522126019007,0,-3.7
117,589,292,"Dem",0.175708423172895,-0.746112594666173,0,-27.1
118,18,150,"Dem",-0.463268818307583,-1.11148625888931,1,19.6
115,173,8,"Rep",-0.31515486932719,-0.717890259968769,1,18.7
118,311,383,"Rep",-0.541432761278385,-0.381003650377502,1,-26.7
118,741,447,"Dem",-0.651292092350101,-0.180274222738853,1,-5.9
115,766,418,"Dem",-0.118757186405862,-1.44724250533825,1,9
116,595,132,"Rep",-0.085280518781241,-1.21761803603297,1,29.6
115,719,50,"Dem",-0.396444051370451,-0.424928867718328,1,1.5
117,200,173,"Rep",0.271661744248232,-0.364425205164535,1,23.5
117,376,96,"Rep",-0.243275353753,-0.596495740437184,0,3
116,724,374,"Dem",0.201506116820705,0.0501917993742111,0,26.7
115,435,70,"Rep",0.114907005488032,-1.60050669568125,0,-11.2
114,567,519,"Dem",0.515671799966584,0.211163148777915,0,-0.7
114,652,37,"Dem",-0.236622083234524,-0.59457960534929,1,-5
118,519,464,"Dem",-0.13456431702275,-1.19440404968758,0,-1.9
118,627,109,"Rep",1.38640707092022,-0.200353996695787,1,24.2
118,773,58,"Rep",0.587442908433778,0.439874046795912,1,-14.1
115,509,63,"Dem",-0.0824089700466639,1.48530685100402,0,22.1
116,71,377,"Dem",-0.431925446617651,1.10007411376649,1,16.1
118,338,440,"Dem",0.363322348270281,0.255541177752542,0,-16.5
116,733,92,"Rep",-0.584216649406362,0.290999856271523,1,-10.9
116,242,419,"Dem",-1.16216786749926,0.00811484052974786,1,13.5
115,746,314,"Dem",-0.0503094428243943,-2.10657960906258,0,29.8
115,210,534,"Rep",0.131086097513647,-1.64624491525555,1,29.1
115,10,477,"Dem",0.456735033082798,-0.397632920847539,0,19.2
115,18,452,"Dem",0.100172880389546,-1.70484533511246,0,-25.6
115,485,326,"Rep",-0.232147380429403,-1.07346650478442,0,8.7
115,188,160,"Rep",0.750896086846376,-0.0123412261461144,1,29.6
114,119,355,"Rep",0.0887079099042032,-1.12238996853325,1,23.1
118,484,121,"Dem",-0.0158692325059455,-0.371858977166917,0,-20.4
114,648,506,"Dem",-0.15942301695076,0.932675656853751,0,-1.6
117,71,107,"Dem",0.283157281709127,-0.520912423841952,1,26.5
114,65,298,"Rep",-0.220027852580111,1.03062568356637,1,-17.4
118,615,219,"Dem",0.200245740159725,0.508378021041113,0,-23.7
117,334,78,"Dem",-0.60271132449286,0.0286096395030512,0,24.1
118,580,315,"Rep",-0.475408791117744,-0.12055976314985,0,-18.3
115,394,214,"Rep",0.13284070787594,0.875346903893425,1,30
115,619,159,"Rep",-0.495092689453852,-0.552741018037986,0,-14.4
116,88,430,"Dem",-0.541612641291969,-0.536911028918346,0,6.2
115,176,364,"Dem",0.0629073694683791,-1.06976271872603,1,-23.3
116,104,433,"Dem",0.0382897084241975,0.290780143855355,0,-12.1
118,585,456,"Rep",-0.471772176492387,0.365127894209833,1,-23
117,467,459,"Dem",-0.267605951462869,-0.410867512338335,0,7.7
114,671,381,"Rep",0.19983619092183,1.63398826939222,1,14.3
118,653,67,"Dem",0.879668205792143,0.853071821484264,1,15.3
117,784,342,"Dem",0.501026520988972,0.644434338170026,1,1.4
117,569,198,"Dem",0.510541436486851,-1.2554684890058,0,11.5
115,542,185,"Rep",0.633248943205411,-1.18633221034754,1,-3.9
115,312,380,"Dem",0.053662157095909,0.400667707824151,1,-4.4
115,175,217,"Dem",-0.024006832723565,1.24937292137214,0,12.2
116,186,504,"Rep",0.397725334113136,0.760828570144446,1,-1.1
115,619,523,"Dem",-0.409467309198642,-0.761536255944957,1,-26.5
114,387,87,"Rep",0.337958417780078,1.19349300337116,0,6.1
114,648,388,"Rep",-0.0513818231590204,0.442902247665887,1,24.2
116,344,181,"Dem",-0.447730495684489,-0.304075888025665,0,29.3
114,558,26,"Rep",0.57313127208532,0.258433977949051,0,-17.7
114,476,115,"Rep",0.134868703651923,1.99294185962847,0,22.2
115,17,126,"Dem",-0.471855686725808,0.99760786049057,1,3.3
114,79,374,"Dem",0.695810923920492,-0.817772821642903,0,12.6
118,396,112,"Rep",-0.0746856256407591,2.8014815556838,0,-9
114,99,89,"Dem",-0.0859120762584666,-0.704371361830826,1,24.5
116,388,171,"Dem",-0.265018177518902,0.92912725961137,1,23.2
115,260,2,"Dem",-0.669899531778616,0.166495614937431,0,21.2
117,587,424,"Dem",0.555533928922246,-1.34715860455801,1,-27.4
116,102,64,"Rep",-0.399963653214477,0.584149760734147,1,-23.2
114,2,500,"Rep",-0.209372575830512,-1.3167702570772,1,-29.7
115,194,391,"Rep",-0.951582776235141,0.30136050837243,1,-21.9
116,304,342,"Rep",-0.0200729747591018,0.962665026350456,0,-22.3
117,298,493,"Dem",0.00605871559059207,0.101982638653866,1,22.6
116,700,382,"Dem",0.00229781995210494,1.76177761618787,1,3
114,306,37,"Rep",0.243964781237192,0.794711559461489,0,-10.4
114,160,230,"Rep",0.0352613662342334,-0.880316026066193,1,7.4
116,143,281,"Dem",0.140152001475634,-0.508208639560371,0,13.2
118,537,512,"Rep",-0.330979023008782,-0.364900166305242,0,-19.4
114,422,242,"Rep",0.531902091732884,-0.393746808149451,0,-18.2
114,615,437,"Rep",0.0408506735345461,0.117772946093352,0,-7.4
114,199,468,"Dem",-0.475225063530687,-0.0629300199785648,0,3.2
114,133,21,"Rep",-0.331006230129694,2.06793931547464,0,-0.6
115,798,534,"Dem",0.528674242941826,-1.68394352764991,0,-6.4
116,213,186,"Rep",-0.290030376276845,1.75982506059377,1,-7.1
114,693,163,"Rep",-0.77028801155219,0.910228463391816,1,10.5
116,182,197,"Dem",-0.0378635312343561,-0.286144195318118,0,20.4
116,272,216,"Rep",0.322063040135207,-0.62830715805668,1,-27.5
118,215,288,"Dem",-0.0274960329682348,1.00770372155084,1,16.6
118,433,436,"Rep",-0.0722999686584565,1.58454081116659,0,-1.8
116,633,131,"Dem",0.146075007788313,-0.178793372402564,1,-29
116,369,284,"Dem",0.30034417420986,1.54394919752518,0,-5.1
117,34,345,"Dem",-0.630296713713291,-0.933761140247537,0,21.6
114,41,274,"Dem",-0.492929416503882,-1.42775774709566,0,-6.9
114,558,362,"Rep",-0.685431631379852,1.1464873267429,1,-26.4
114,323,18,"Dem",-0.586973704329248,1.03401262106057,1,-26
117,197,198,"Rep",-0.209138925754973,-0.439762200076209,1,-28.4
118,784,394,"Rep",0.224137640027382,-0.383324053898833,0,18.8
117,529,277,"Dem",0.0439434293149303,-1.21200501517762,0,23.7
117,437,109,"Rep",-0.0265631951489651,1.29824620148055,0,24.4
116,442,461,"Rep",0.277786122175696,-0.436661564191411,1,-27.1
118,607,481,"Dem",-0.0726884406912533,-0.120147656889359,0,3.3
115,375,266,"Dem",0.229155743298185,-0.335809153114717,0,6.1
118,239,498,"Rep",0.671267108259013,-1.04242521403179,1,12.1
115,523,262,"Dem",0.0856548980988512,-1.60755686755795,0,23.7
117,85,377,"Rep",-0.649280791032361,-0.253833221812504,1,-21.6
116,527,25,"Rep",0.0640564054452544,-1.278778045574,1,18.5
114,374,3,"Dem",0.35954642687232,0.344733779570564,0,17.2
116,155,230,"Rep",0.111581863021732,0.0785366693267189,1,18.8
118,232,335,"Rep",0.00141931015517972,-1.46099640048328,0,9.9
117,19,447,"Dem",0.521699841785815,1.06561406680625,0,-22.9
115,102,278,"Rep",0.629218119140885,0.296541012531225,1,-29.9
118,377,427,"Dem",0.17040295045908,0.520399342635526,0,-6.5
118,783,7,"Dem",-0.242287003661687,0.419838798929398,1,-28.4
118,538,235,"Rep",-0.0124087929417384,-0.889398194964837,1,10.5
118,60,313,"Dem",-0.267582244060796,1.61581492214472,1,-2
115,123,460,"Rep",0.341401081616904,2.14542689009932,1,-9.1
116,518,215,"Dem",0.275104398137414,-0.297092494230408,0,-3.1
116,691,352,"Dem",-0.0585224408174895,0.886506368557361,1,28.1
117,333,218,"Rep",-0.352292256078834,-1.29510539826668,0,-19.5
114,288,493,"Dem",1.11040900918325,0.345280041856152,1,-29.6
116,107,334,"Dem",0.830056023493306,-0.020597457907461,1,9.2
115,183,191,"Dem",0.29317445194711,0.271914048959795,1,-4
114,696,418,"Rep",-0.00545295435883495,0.762112888819658,1,14.8
114,588,161,"Rep",0.346065201601498,-0.274773890462934,1,-14.2
118,242,215,"Rep",0.0645037439655591,-0.730439743982617,0,18.7
116,436,280,"Dem",-1.26999799409991,0.609163138397089,1,27.6
118,570,101,"Dem",0.189634046697093,-0.786987912453546,0,13.6
118,296,451,"Rep",-0.0933250990332499,-1.69069247934027,0,-4.1
117,587,376,"Rep",0.143753206510226,0.762609522062111,0,15.2
117,140,104,"Rep",-0.405576944544597,-0.605388557672416,1,28.4
118,111,509,"Rep",-0.290601339670167,1.60678373172952,0,-1.8
117,498,199,"Rep",-0.501242728453781,-1.09611735725899,1,-8.1
115,508,9,"Dem",-0.333876852747962,0.234551178629113,1,-3.5
116,454,505,"Rep",-0.0939669329256158,1.51786400039948,0,-2.9
115,428,209,"Dem",0.446014524407671,-0.668574069951061,1,-6.7
116,306,20,"Dem",0.348635463151058,0.675092755743972,0,-10.7
114,592,384,"Rep",0.283175260537949,-0.822265924377731,1,-11.1
116,268,243,"Dem",0.0221595177344472,-0.326180727309245,0,24.6
114,724,431,"Rep",-0.203578908430064,1.84039917367853,1,-4.3
116,125,337,"Dem",-0.27185728723939,0.800491809740655,1,22.2
118,169,23,"Rep",-0.397269332885267,0.291790050074408,0,-26.8
116,741,356,"Rep",0.307314530727956,0.0169063217728422,0,0
115,586,276,"Rep",0.451349404883809,1.6806627831493,1,-8.2
116,632,159,"Dem",0.496373124207241,-1.23959949220512,0,15
117,718,359,"Dem",0.383486217957387,0.378360090823428,0,-23.3
114,8,48,"Dem",0.320343315828964,-0.77626393447242,1,3.3
117,576,197,"Dem",0.24662212207438,-0.425605671149003,0,3.5
117,111,113,"Rep",0.74093517162764,-1.17475248273536,1,21.4
116,182,208,"Rep",0.156279446579023,1.07564911646763,0,-22.3
117,115,439,"Rep",0.626198487446358,0.521332924507897,0,-27.9
114,79,186,"Rep",0.432836374989759,0.775842594211584,1,4.6
118,33,165,"Dem",0.139387690504141,1.41005551582414,1,-22.5
116,434,492,"Rep",-0.00167558509265793,0.0353292857088842,0,13.1
118,719,486,"Dem",-0.114894481111547,0.276616629562277,0,27.7
118,445,469,"Rep",0.654410658269081,-0.350103581083854,1,-20.8
117,662,215,"Rep",-0.0328440660065396,-0.297346850360087,0,13.4
115,358,343,"Dem",-0.0725546013000058,0.871170536851651,1,6
118,156,313,"Dem",-0.465587108700456,-0.0854951969604277,1,20.3
116,341,255,"Dem",-0.495978996725026,-0.511708719929773,1,27.1
116,142,364,"Rep",0.969009956935992,-1.07916860775853,1,9.6
117,82,389,"Dem",-0.574855382852231,-1.2645246438947,0,-14.8
117,598,502,"Rep",-0.382575505385528,1.56804325494361,1,29.8
116,339,259,"Rep",0.0527232808671581,0.21427227890523,0,0.9
117,141,527,"Rep",0.255014105311592,-0.20780379089911,0,28.3
115,581,458,"Rep",0.304450802461397,0.566257553662925,0,27.7
114,124,401,"Dem",0.279855406817533,-0.475807952771833,1,12.9
116,125,311,"Rep",-0.199535533579273,-0.49021491149942,0,-11
118,508,331,"Rep",0.39493238646314,1.05387137829276,0,-4.4
115,382,391,"Rep",0.0788274392361045,-0.846715850094779,1,6.5
115,49,259,"Dem",-0.390509403147348,-0.864699659982892,0,-21
117,119,26,"Dem",0.263963978584891,-0.969035085588972,0,29.6
118,202,110,"Rep",0.283470111187633,-1.92179162296827,1,27.1
116,273,194,"Dem",0.19832345394625,1.10382751504452,0,22.9
114,357,408,"Rep",-0.360752070247326,1.69139006865163,1,4.1
115,164,59,"Rep",-0.0980104151476906,-0.720848831110908,1,20.8
115,212,62,"Rep",-0.13471491156013,1.45260867331822,0,-7.4
117,625,478,"Rep",-0.534036971207998,-0.998801053872891,1,22.4
117,419,452,"Rep",0.155324784689511,1.03215419469714,0,-0.4
118,90,135,"Rep",-0.391895599992372,0.118812419510805,1,15.9
115,558,166,"Dem",-0.397681965751248,0.943156592773367,0,-23.1
116,475,398,"Rep",-0.408578937495612,-1.31115203289423,0,9.8
117,353,150,"Rep",0.169346958357751,-2.70475664712393,0,-18
114,94,96,"Dem",-0.0461733066264741,-0.670343052845775,0,-29.4
117,619,250,"Dem",-0.343724840238827,0.299326506772337,1,4.2
115,126,184,"Dem",-0.320747959781646,-0.00677025186150779,1,-24.7
116,319,328,"Dem",0.621728338509829,-0.992890009040592,0,-21
117,392,111,"Dem",-0.455364297267629,-1.00586862796753,0,-27.8
115,745,24,"Dem",0.025616846302999,0.878840861035894,0,24.2
118,538,520,"Rep",0.841244550531752,0.797055740689616,1,8.5
115,593,84,"Dem",-0.534612397422736,0.421141219080769,1,-15.1
117,171,118,"Dem",-0.157006104028069,0.350988202073262,0,21.6
116,639,515,"Rep",-0.143312009894657,-1.07225870340869,0,16.6
117,437,376,"Dem",-0.556409633261981,-1.82175694304451,0,-20.3
116,746,187,"Dem",-0.179517311850927,0.62000841771213,1,3.9
117,14,53,"Rep",0.101578311839977,-0.958337543611637,0,-10.5
116,124,464,"Dem",0.0943111723351007,-1.10545992063826,0,-13.8
115,148,104,"Dem",-0.846613963466065,0.993077275279014,1,-16.9
117,645,200,"Dem",-0.00109597897328351,-0.135287503421049,0,-24.1
114,537,221,"Rep",-0.128417214508861,0.88997916874932,0,10.7
118,492,472,"Rep",-0.238880366078097,0.326555848855816,0,25.7
115,544,326,"Rep",-0.333457391779328,2.0356734694265,1,-26.6
114,124,58,"Dem",-0.743444027366107,-1.02642377142929,0,-11.2
115,142,436,"Rep",0.736038501955267,-0.172290247042072,0,27.9
117,743,145,"Dem",-0.401374480605643,1.4623933362253,0,-4.1
118,3,420,"Dem",-0.310701191113822,-0.848477297752861,0,2.7
115,744,400,"Dem",-0.0446664676115063,-0.765732233527953,1,-25.4
116,36,492,"Rep",0.0358022559794528,-0.0580142678340873,0,25
115,453,486,"Rep",0.211598595880385,1.35902756820728,0,-17.7
118,363,80,"Dem",-0.0229722512753685,1.63350999618641,0,-29.1
115,445,36,"Rep",0.206162009003166,-2.82148397074323,0,-11.9
115,498,31,"Rep",-0.60684941140776,-0.420697858864053,1,16.2
115,543,484,"Rep",-0.215371913729142,-2.13012042201421,0,-26.1
117,229,529,"Rep",0.469514479781328,-0.526659385720862,1,-29.7
116,290,191,"Dem",0.205850873302229,-1.76427225540452,1,10.5
117,491,197,"Rep",-0.210185320858759,-0.822678529808932,1,-20.1
117,744,153,"Dem",0.422299262007323,-0.194768800886982,1,-0.8
118,688,526,"Dem",0.268833970760836,-0.462867402844125,0,6.4
114,36,136,"Dem",0.127759587410459,-0.909197410054094,1,-14.5
116,314,527,"Dem",-0.17407558267874,0.360448179043088,1,-9.3
117,208,396,"Dem",-0.108426145601265,-1.07496600715165,0,-12.7
117,539,311,"Dem",-0.27112329424461,-0.474796278612258,0,4.5
114,795,424,"Rep",-0.412001212532582,-0.920529051074782,1,-20.6
116,199,296,"Dem",0.0287292293548521,0.678623400047068,1,-17.8
116,105,288,"Rep",-0.194299798842643,1.30652614926139,1,7.4
115,49,479,"Rep",-0.210380836062389,-1.26008749506961,1,-28.1
115,513,86,"Rep",-0.541574954656969,-0.751828687364301,0,-15.1
118,279,206,"Dem",0.182798085458862,1.03869030097323,1,-18.5
115,517,377,"Rep",0.0726045531885133,0.045531047071641,1,-15.5
118,799,240,"Dem",-0.127830136005313,0.301619993967477,1,26
118,49,272,"Dem",0.084006466019758,-0.046223343502358,1,-17.8
114,274,190,"Rep",-0.453697727049045,-1.76182816664827,1,4.5
116,293,88,"Rep",0.264012804283401,-1.6406485934514,0,5.2
118,93,199,"Dem",0.374456218449393,0.933435179607595,1,-8.7
117,370,142,"Dem",-0.0967688334172514,0.555686654982801,1,14.6
117,448,507,"Rep",0.474691160031724,1.79759126974805,1,-28.4
116,716,324,"Dem",0.102476561914288,1.85591151451992,1,-9.8
115,568,502,"Rep",0.386892694112923,-1.06461151271143,1,25.6
118,645,59,"Rep",0.2331656215485,-0.552546168994691,1,21.3
116,295,401,"Dem",0.389115235977772,-0.61332384518961,0,0.6
114,199,350,"Dem",0.444770493481813,-0.83475266282172,0,18.1
118,5,322,"Dem",-0.63652947201493,0.403869342137651,0,7.1
116,669,188,"Dem",-0.150414076580482,0.564142067584538,0,-20.8
117,322,519,"Dem",-0.131376527756367,-0.153901454776009,0,18.1
118,727,234,"Dem",-0.352476816512398,0.25941995540918,1,9.3
114,797,231,"Dem",-0.277604109531139,1.05934730040765,0,-27.1
117,697,209,"Dem",0.104060467506213,-1.07704051902347,1,-29
118,723,468,"Rep",-0.476562831833419,-0.133520839754776,1,-28.4
114,633,167,"Rep",-0.308857877135567,-0.0507982703820004,1,-20.6
118,413,272,"Rep",-0.38640821760138,-0.468979548181015,0,22.5
116,84,177,"Rep",-0.0354640505628662,0.0568604051307426,0,27.6
115,665,6,"Dem",-0.0487487222474089,-0.814584502039561,0,-2.6
114,307,427,"Rep",-0.461863161922245,-1.16520921024776,0,0.7
118,336,432,"Dem",0.0817344660007916,-0.367346757093339,0,13.6
114,170,519,"Dem",-0.105869886876382,-0.342135011659186,0,-25.4
114,41,325,"Rep",-0.130285696426319,1.51197068185239,0,-12.8
115,20,347,"Rep",0.190857174861898,-0.916053265238874,1,-16.9
118,769,52,"Dem",0.64397479751473,-0.726050755773548,1,0.2
115,348,530,"Rep",-0.193881313009292,-0.91470493885633,0,-14
117,538,49,"Rep",0.040737173574479,-1.23142918946466,1,8
117,264,345,"Rep",0.916055014018111,0.013504507904416,0,0.3
117,627,494,"Dem",0.781740444151761,1.42905446302691,0,25.8
115,466,248,"Dem",0.245096238263762,0.508424540880439,1,12.1
117,23,462,"Rep",-0.521593867393681,-1.50423352591416,1,27.3
116,523,370,"Rep",0.531923380748227,-0.67139432077922,0,-11.9
117,300,296,"Rep",-0.229230284034007,0.642426503758504,0,-12.1
114,390,483,"Rep",-0.310040689243561,-1.28246097876112,1,-8.9
117,667,462,"Dem",0.22524107636271,0.94155702626704,1,-22.8
117,222,122,"Rep",0.258635678830191,-0.0761006038018241,1,-8.2
116,720,140,"Rep",-0.924204440183371,1.20616856287972,0,-27.7
114,414,319,"Rep",-0.00765363145841565,-0.178246883668074,1,11.9
118,485,251,"Rep",-0.260359852831625,0.260281178986046,1,-17.9
115,277,144,"Dem",-0.688231270280391,0.887056008616579,1,-13
117,571,453,"Rep",0.45518248413781,-0.0399709476204475,0,-29.1
117,793,142,"Rep",0.479265425347313,1.37257218899234,0,18.2
114,152,373,"Rep",0.177449046215478,1.61513759737196,0,-7.8
114,188,507,"Rep",0.0852767068632767,0.413261705430796,1,11.3
118,124,3,"Rep",-0.702463695697253,0.58703617325335,0,11.8
114,160,498,"Dem",-0.243913125190688,0.428573819637376,1,19.3
118,205,142,"Dem",-0.580054152409729,-0.0297157315293676,1,-24.2
114,534,172,"Rep",0.427629538268893,-2.61071674792483,0,-3.2
117,107,185,"Dem",-0.209227127308508,-0.158939615773371,0,-10
115,784,39,"Dem",0.0094596391341115,-0.322046702086065,1,-24
114,310,205,"Rep",-0.141944259748963,1.66055114110638,1,-24.6
114,268,277,"Dem",-0.891207258899194,-0.160522097196939,0,-8.1
116,245,316,"Dem",-0.262399694668711,-1.52641099977071,0,-27.3
114,763,146,"Rep",-0.71265589872855,-1.45485126845851,1,-21.6
116,272,137,"Dem",0.213790869147073,-0.35651950186619,0,19.8
116,286,268,"Rep",0.7416204031575,0.42196269442671,1,13.9
117,29,56,"Rep",0.495139575137238,0.24584110801833,0,4
116,759,234,"Dem",-0.342141818857856,1.6072400930334,1,5.6
114,462,362,"Rep",-0.141889838649394,-0.988725476015542,0,29.1
118,615,23,"Rep",0.0710092904896157,1.36628734858035,1,-27.5
118,556,456,"Dem",-0.0607769192081714,-1.98610678871622,1,-13.4
118,86,116,"Dem",-0.0580765681138408,-0.381413198125206,1,-2
118,602,223,"Rep",0.0025484660633902,-0.213293053841596,0,16.9
117,503,502,"Dem",0.269773024089255,0.881301371188565,1,21.2
115,776,212,"Rep",-0.183740934070532,-0.595883989881396,0,15.7
116,401,509,"Rep",0.0470810679218236,1.40855264800722,0,21
114,23,272,"Rep",0.598615485000349,0.727364106052668,0,5
114,190,240,"Rep",-0.0506593359406287,-1.00276911525806,0,15.1
118,128,422,"Rep",0.707261504552168,0.335691793948091,0,-24.2
115,156,75,"Rep",0.268532170509835,0.874681628370209,1,21.5
115,683,88,"Rep",0.0584943301154477,-1.06594296476821,1,20.7
114,60,285,"Rep",-0.415189328858091,0.564901329283907,1,2.7
114,185,125,"Dem",0.60992121366848,0.455385457736786,1,20.5
114,788,75,"Dem",0.161655519223726,-0.126717316316679,1,11.9
116,298,512,"Dem",-0.424218856251438,-0.695095502509196,0,7.4
116,422,449,"Rep",-0.242978907519109,-1.43500523447353,0,15
114,503,479,"Rep",-0.701084360401014,-1.64640179312033,0,21.7
118,672,493,"Rep",0.0104648955272989,-0.582671755849703,0,-15.2
114,436,368,"Dem",0.0614863002834535,0.706879848854825,0,17.5
114,588,471,"Rep",-0.53571360595986,1.22491575690885,1,4.6
114,530,206,"Rep",-0.723797572208484,-0.636263714738217,0,9
116,349,525,"Rep",-0.0471385913370034,-0.289797849859317,0,3.3
115,166,261,"Rep",-0.52832065673191,-1.12607341740696,1,24
118,138,71,"Rep",-0.0258635304970235,0.588595695020181,0,19.3
116,769,387,"Dem",0.82970118654644,-0.92358385789841,1,24.1
118,495,252,"Rep",-0.371112853198506,-1.11910767046358,1,13
118,587,518,"Rep",-0.644671468874982,-2.07894222110755,0,16
117,432,413,"Dem",-0.124798034250195,-0.125141097280711,1,16.8
118,21,407,"Rep",0.0986580747847767,0.122673786331494,1,11.6
116,726,174,"Dem",0.319706881819135,0.483794859566552,1,15.9
116,128,241,"Dem",-0.543780276370535,1.49942421672503,1,-1.2
114,431,109,"Rep",0.516069457012216,-2.21730948052298,1,10.7
117,598,362,"Rep",0.15964256784225,1.5344901546437,0,-7.5
115,95,445,"Dem",-0.187201377384643,1.27951794492379,1,15.5
116,786,345,"Rep",0.310990461853865,-1.27976746424268,1,19.7
117,433,250,"Rep",0.179650712795955,0.836889169136067,1,-6.8
116,345,230,"Dem",-0.113388874419727,-0.825060727603039,0,-19.3
116,501,353,"Rep",0.281168866828392,0.171299669407501,0,-16.8
117,215,370,"Rep",-0.548453101179976,1.75070480346276,1,-10.6
116,755,31,"Rep",0.914557855186829,-1.17682556333081,0,18.3
117,61,517,"Dem",-0.764161305082415,0.00249856386177887,1,12
116,291,432,"Dem",0.186616017734984,-1.48850585844918,1,29.3
118,494,37,"Dem",0.730444853273698,-0.64785871133805,1,-13.5
114,285,375,"Rep",-0.576313674043147,1.15750083779098,1,13.7
117,531,133,"Dem",0.0769372199560559,1.66558077108712,0,-26.6
117,443,201,"Rep",0.225810348810487,-0.614977253115864,0,22.4
114,621,179,"Dem",-0.0162244875383157,-1.85005086023131,0,3.6
117,663,77,"Rep",-0.326069234203519,0.00214269873823927,0,-4.4
118,329,329,"Rep",-0.299817682496896,1.58031639308222,1,1
117,597,196,"Rep",0.533287000540177,-1.88907646763794,0,-25.7
118,567,69,"Dem",-0.412964806445995,1.62216150915519,1,-11.5
117,681,329,"Dem",0.421232368659015,-0.374955185424074,0,-11.5
117,381,70,"Dem",0.0210847964207438,-0.189091804131335,1,7.8
115,51,182,"Dem",-0.242618113247211,0.304332455427663,0,22.5
115,131,212,"Rep",0.705000750646457,-0.236927541901464,1,-23.5
115,272,53,"Dem",0.272811725743913,0.0165052687048363,1,25.2
114,30,70,"Rep",0.197746928452999,-2.79771219662274,0,23.1
118,237,411,"Rep",0.431316882019558,0.559559041047299,1,-26
115,187,348,"Dem",-0.706359964772532,-0.450838156070885,1,14.6
118,641,466,"Dem",-0.343695833986293,-0.853445704023903,0,17.3
116,795,172,"Rep",0.360950759699644,-0.718679610383005,1,-13.9
116,433,441,"Dem",0.151470264538048,-0.833988904703541,0,16.1
117,730,85,"Rep",0.522541939316489,-0.183622717070826,0,-15.2
117,172,249,"Rep",-0.605756783695786,0.350871448392789,1,0.3
114,128,436,"Dem",-0.537317224106038,0.122013266637536,0,14.6
115,365,294,"Rep",0.750191631324374,0.847247922820495,1,27.2
116,356,118,"Dem",-0.0263717734699677,0.0168854932272182,1,-28.5
118,273,261,"Rep",-0.213077676801963,0.451565236225787,1,13.8
114,420,480,"Dem",-0.0089040930537532,0.0534148959088449,1,-4.7
114,115,530,"Dem",0.490124431498288,-0.167904198294631,0,1.1
118,2,92,"Dem",0.363735343872448,-1.86068704470816,0,11.9
116,670,415,"Dem",0.527098403334004,-0.305039638955336,0,-18.1
117,241,274,"Rep",0.621402915461438,-0.373425584637654,1,-7.4
116,579,492,"Dem",0.120540192929439,0.739785118366766,1,23.9
118,243,170,"Dem",0.302087220039294,0.280066487843397,0,28.9
116,462,53,"Rep",-0.186648720837051,1.8367156512508,1,2.7
116,556,311,"Dem",-0.177312558203107,1.32564252308505,1,-22.9
115,490,481,"Dem",-0.0939743684310235,-0.491276016717256,0,15.1
115,466,164,"Dem",0.500984358475595,0.194492159890459,0,9.6
118,1,534,"Dem",-0.344756527412776,0.927135065955498,0,3.7
115,76,518,"Rep",-0.782820300051276,0.672659426000543,1,-21.5
118,553,59,"Rep",0.168208926141458,0.534007560531075,1,-17.2
115,690,478,"Rep",-0.659304654737651,-1.22232837299132,1,24.4
115,154,87,"Dem",0.446151389954941,-0.623222610581656,0,-8.4
117,582,13,"Rep",0.298499389169434,-0.0272604609124516,0,28.3
117,212,149,"Dem",0.866677702349595,0.544255440162776,0,27.1
117,231,513,"Dem",0.0890617031578461,-1.33571722990906,1,-25.7
117,196,453,"Rep",-0.386923705028578,1.86700155786742,0,-15.4
117,47,188,"Rep",0.276023039386047,1.27979038798863,0,-12.5
115,611,409,"Dem",-0.733127196629463,-0.0046474710223225,0,29.8
116,219,222,"Rep",0.0692766095723373,-0.410696613834583,1,-0.3
114,222,317,"Rep",-0.104059212831983,-0.52203569570586,1,-25.5
117,508,516,"Rep",0.443027412984073,-0.196321290712657,0,13.3
116,15,107,"Dem",0.576435080597249,-0.331344159150168,0,-29.5
118,128,440,"Dem",-0.224739424289697,-0.580989863253846,0,-23.6
115,397,257,"Dem",-0.52397191452297,1.22478370122532,0,13.5
115,581,26,"Dem",0.554067664732273,2.14156278926515,1,-14.3
115,612,120,"Dem",-0.214599722898013,0.926964447769774,1,-8.3
115,622,21,"Dem",0.807177434123269,0.174160567263642,0,-14.5
118,33,515,"Dem",0.0178900799943128,1.21578173005407,1,-19
114,731,250,"Rep",-0.436044703089026,-1.07029455144128,0,25
115,134,236,"Rep",0.103839788895213,-1.03972947068349,1,-4.7
116,71,205,"Rep",-0.282130030972221,0.636389317860888,1,-7.8
116,247,168,"Rep",-0.399071249372614,-0.0416837522010504,0,4
118,458,125,"Dem",0.749076026066017,0.604681887130954,1,-10
114,615,131,"Dem",-0.135347426892403,0.35614305802425,1,9.2
114,389,23,"Dem",-0.228927810489406,-0.398824369620589,1,-19.8
118,513,367,"Dem",-0.213493375706249,-1.13088215030388,1,17.7
115,666,520,"Rep",-0.218976607074891,0.0346031884103502,1,-16.2
114,16,449,"Rep",0.705206056166165,0.654262842743293,0,-12.6
116,429,52,"Rep",1.24024513531005,0.897824362848158,0,4.3
