"release_id","member_id","chamber","party","ideology_score","state","date","topic","sentiment_score","contains_attack"
555,84,"House","Democrat",0.212360955427553,"DE",2024-07-30,"Foreign Policy",0,1
556,471,"House","Republican",-0.104445537199485,"ND",2024-06-09,"Economy",-0.23,1
557,216,"Senate","Republican",0.422926886300138,"PA",2024-08-21,"Immigration",-0.32,1
558,452,"Senate","Democrat",0.791574805296753,"MN",2024-05-30,"Agriculture",0.06,0
559,64,"House","Republican",-0.916282654750465,"DE",2024-05-29,"Environment",0.12,0
560,356,"House","Republican",0.893533420754614,"ID",2024-01-18,"Budget",0.82,0
561,515,"House","Republican",-0.0843210755589255,"WV",2024-05-14,"Budget",0.4,1
562,54,"House","Democrat",0.432076584659627,"NY",2024-11-07,"Agriculture",-0.15,0
563,39,"House","Republican",-0.791512012151978,"TN",2024-11-01,"Immigration",0.62,1
564,452,"Senate","Democrat",-0.298122046977979,"MI",2024-12-28,"Energy",0.44,1
565,218,"House","Democrat",0.25593097797925,"HI",2024-07-13,"Environment",0.44,0
566,144,"House","Republican",-0.7840209452824,"AR",2024-06-30,"Education",-0.27,1
567,1,"House","Republican",-0.0150787334715771,"WA",2024-05-30,"Economy",0.47,1
568,11,"House","Republican",0.33693960267992,"NH",2024-07-08,"Economy",0.17,0
569,473,"Senate","Democrat",-0.0372545841586292,"AZ",2024-08-22,"Education",-0.46,0
570,210,"House","Republican",0.0535003753853975,"HI",2024-03-22,"Energy",0.4,1
571,105,"House","Republican",-0.555896973620579,"CA",2024-11-16,"Health",-0.52,1
572,28,"House","Republican",0.416285906136931,"IL",2024-01-02,"Budget",-0.13,0
573,474,"House","Republican",-0.266138442401661,"IL",2024-05-31,"Energy",0.08,1
574,393,"House","Democrat",-0.245437992101638,"TX",2024-12-23,"Budget",0.1,1
575,330,"House","Republican",-0.402513947019383,"SD",2024-07-07,"Immigration",-0.16,1
576,382,"House","Republican",-0.0307816344025768,"SD",2024-10-17,"Health",0.37,1
577,430,"Senate","Democrat",-0.439979438058933,"KY",2024-08-11,"Budget",-0.19,1
578,295,"House","Republican",-0.405117517821047,"WI",2024-03-29,"Immigration",0.3,0
579,512,"House","Democrat",-0.772549859270511,"WV",2024-01-13,"Health",-0.03,1
580,166,"House","Democrat",0.469234789259218,"MA",2024-07-10,"Immigration",-0.59,0
581,354,"House","Republican",0.198799549379786,"CT",2024-06-03,"Economy",-0.48,0
582,292,"House","Democrat",-0.516009625484894,"NM",2024-07-15,"Foreign Policy",0.16,0
583,170,"Senate","Democrat",0.10862879305468,"MO",2024-03-24,"Education",-0.17,0
584,356,"House","Democrat",0.401115080782498,"RI",2024-10-15,"Energy",-0.07,0
585,57,"Senate","Republican",-0.0505864721228425,"OK",2024-02-03,"Health",-0.22,0
586,220,"House","Democrat",-0.44997992802371,"SD",2024-01-04,"Energy",-0.16,1
587,100,"House","Republican",-0.0155003124573957,"ND",2024-10-30,"Agriculture",0.1,0
588,293,"House","Democrat",0.0789935599707452,"WI",2024-11-03,"Budget",0.47,0
589,206,"House","Democrat",-0.106353078690251,"OR",2024-07-05,"Budget",-0.48,1
590,62,"House","Republican",-0.300460126681377,"FL",2024-06-23,"Health",-0.16,1
591,107,"House","Democrat",-0.254991201690497,"NE",2024-04-17,"Energy",0.12,1
592,148,"House","Republican",-0.101029621213824,"NM",2024-04-26,"Foreign Policy",0.39,0
593,479,"House","Democrat",0.0212752193072886,"RI",2024-01-11,"Agriculture",0.38,0
594,178,"House","Democrat",-0.869084040048325,"MS",2024-10-30,"Energy",0.03,1
595,269,"House","Republican",-1.12786391174101,"NJ",2024-12-22,"Budget",-0.32,1
596,304,"House","Democrat",-0.388425394007169,"MT",2024-03-28,"Budget",0.14,0
597,128,"House","Democrat",-0.112939004562763,"AK",2024-03-09,"Education",0.02,0
598,348,"House","Democrat",-0.411288709491565,"GA",2024-07-20,"Environment",0.19,0
599,121,"House","Democrat",-0.273524053312708,"OR",2024-12-26,"Health",-0.34,0
600,48,"House","Democrat",-0.602159517417748,"SD",2024-04-30,"Technology",-0.1,1
601,250,"Senate","Democrat",-0.516212915226781,"AZ",2024-01-20,"Economy",-0.24,1
602,119,"Senate","Republican",0.930739128353024,"AZ",2024-06-25,"Health",0.15,0
603,98,"House","Republican",0.218414635038117,"FL",2024-03-25,"Health",-0.22,1
604,126,"House","Republican",-0.0718048030346408,"TN",2024-11-15,"Health",-0.02,0
605,487,"House","Democrat",0.0494125558093988,"IN",2024-01-23,"Health",-0.22,1
606,157,"House","Democrat",0.53678987510021,"ND",2024-12-21,"Energy",-0.3,1
607,159,"House","Democrat",0.645945725160605,"SD",2024-12-10,"Immigration",-0.1,1
608,106,"Senate","Democrat",-0.451904510430574,"MI",2024-09-08,"Budget",0.08,1
609,252,"House","Republican",1.03488319153367,"PA",2024-01-16,"Immigration",-0.3,1
610,424,"House","Republican",0.126085784822114,"SC",2024-09-04,"Technology",0.04,1
611,520,"House","Democrat",-0.775313135988246,"TN",2024-04-11,"Immigration",-0.2,0
612,30,"Senate","Democrat",-1.01262503355987,"WA",2024-08-05,"Foreign Policy",0.01,0
613,488,"Senate","Republican",-0.0785981148820608,"TX",2024-11-15,"Economy",0.14,0
614,309,"House","Republican",-0.0222248570111262,"NV",2024-03-14,"Foreign Policy",0.35,0
615,68,"House","Republican",0.737568456496167,"ME",2024-11-01,"Budget",-0.31,1
616,269,"House","Democrat",-0.272665893150299,"SC",2024-11-01,"Environment",0.75,0
617,490,"House","Democrat",-0.264067678017552,"HI",2024-12-19,"Foreign Policy",0.21,0
618,210,"House","Democrat",0.0758106673930337,"WA",2024-06-25,"Environment",0.31,0
619,465,"House","Republican",-0.480281658515038,"CO",2024-02-16,"Budget",0.03,1
620,441,"House","Republican",0.226356471845286,"OK",2024-02-20,"Education",-0.23,1
621,426,"House","Democrat",-0.233903482134981,"IL",2024-05-16,"Foreign Policy",0.03,0
622,300,"House","Democrat",-0.239282859004914,"CA",2024-08-12,"Education",0.1,1
623,129,"House","Republican",0.124845156958429,"CA",2024-03-24,"Foreign Policy",-0.44,0
624,382,"House","Democrat",-0.29310883372758,"KS",2024-12-03,"Environment",-0.1,1
625,324,"House","Republican",-0.596227312448153,"WY",2024-04-08,"Education",-0.07,0
626,416,"House","Republican",-0.657545461230622,"MA",2024-08-03,"Economy",0.02,0
627,4,"House","Republican",0.250095198138321,"VA",2024-03-12,"Technology",-0.66,0
628,155,"House","Democrat",-0.0537858137286912,"PA",2024-06-27,"Foreign Policy",0.29,1
629,125,"House","Democrat",0.435050141274295,"DE",2024-09-22,"Budget",-0.33,0
630,377,"House","Democrat",0.250120533016998,"MD",2024-07-02,"Environment",-0.76,1
631,454,"House","Republican",0.0393542305439122,"CA",2024-08-30,"Agriculture",0.02,0
632,154,"House","Democrat",-0.582803045674495,"HI",2024-03-07,"Agriculture",-0.02,1
633,171,"House","Republican",0.533306119007325,"ND",2024-08-28,"Education",-0.16,1
634,67,"House","Democrat",0.437585086383716,"ND",2024-01-23,"Budget",-0.41,1
635,476,"House","Democrat",0.342754084085821,"WY",2024-04-06,"Health",0.13,0
636,40,"Senate","Democrat",-0.0641309897989935,"NJ",2024-01-02,"Foreign Policy",-0.2,0
637,343,"House","Republican",-0.517954063499884,"IL",2024-01-27,"Education",-0.35,0
638,171,"House","Republican",0.435077018619307,"AL",2024-12-03,"Budget",0.03,1
639,162,"House","Democrat",-0.195594507662787,"AL",2024-09-28,"Agriculture",-0.25,1
640,289,"House","Democrat",0.506766984590595,"VA",2024-10-16,"Education",-0.23,1
641,227,"Senate","Democrat",0.503384750873093,"OK",2024-11-06,"Technology",-0.19,1
642,79,"House","Democrat",-0.461333473107181,"FL",2024-05-07,"Foreign Policy",-0.09,1
643,428,"House","Republican",-0.0460297752485513,"PA",2024-01-19,"Budget",0.07,1
644,251,"House","Independent",0.248436270921949,"MD",2024-01-12,"Health",0.04,1
645,6,"House","Republican",-0.256766897571154,"DE",2024-05-28,"Budget",0.16,0
646,316,"House","Democrat",0.199631654915017,"VA",2024-11-18,"Foreign Policy",-0.07,1
647,327,"House","Democrat",-0.174631222655432,"WY",2024-09-17,"Education",0.25,1
648,353,"House","Republican",-0.138963745378684,"NM",2024-09-16,"Technology",-0.59,1
649,286,"House","Democrat",0.911913673918412,"AK",2024-05-10,"Energy",-0.08,1
650,267,"House","Democrat",-0.600106837466716,"MT",2024-09-30,"Economy",0.22,0
651,109,"House","Democrat",0.0393600282454594,"CA",2024-08-17,"Energy",-0.39,1
652,112,"House","Democrat",0.331172349398783,"NJ",2024-09-13,"Immigration",-0.02,0
653,457,"House","Democrat",-0.0899224736620559,"MT",2024-04-19,"Economy",-0.07,0
654,490,"House","Democrat",0.151953398834876,"ID",2024-04-12,"Agriculture",0,0
655,278,"Senate","Republican",0.498867468672739,"KS",2024-12-08,"Economy",0.11,1
656,315,"House","Democrat",0.590264607767295,"NJ",2024-05-24,"Energy",0.51,1
657,267,"House","Republican",-0.0345037861414335,"IL",2024-11-10,"Education",-0.47,0
658,223,"House","Republican",0.639376783704647,"VA",2024-01-25,"Technology",0.23,1
659,46,"House","Democrat",0.446568546103095,"MA",2024-12-16,"Agriculture",0.3,0
660,113,"House","Republican",0.0958602159029343,"DE",2024-12-07,"Economy",-0.31,0
661,381,"House","Republican",0.402558942652565,"GA",2024-07-09,"Agriculture",0.13,1
662,267,"House","Republican",0.00263564868335052,"UT",2024-08-24,"Agriculture",0.13,1
663,117,"House","Democrat",-0.654985070351846,"WV",2024-03-31,"Environment",-0.12,0
664,77,"House","Republican",-0.444091927333856,"AR",2024-01-23,"Budget",-0.36,1
665,58,"House","Democrat",0.0313648578915321,"AZ",2024-11-11,"Education",-0.39,1
666,168,"House","Democrat",0.837574736167125,"LA",2024-07-18,"Foreign Policy",-0.54,1
667,9,"House","Democrat",0.411802271803107,"DE",2024-05-21,"Energy",0.23,0
668,276,"House","Republican",-0.019363642086873,"OH",2024-08-24,"Foreign Policy",0,1
669,382,"House","Democrat",-0.604251607017922,"MS",2024-06-22,"Agriculture",0.08,1
670,8,"House","Democrat",-0.757953946804035,"MA",2024-12-24,"Health",0,0
671,211,"House","Democrat",-0.368290687036724,"VA",2024-12-14,"Foreign Policy",-0.06,0
672,468,"House","Republican",1.0657430412167,"ME",2024-01-22,"Health",0.19,0
673,244,"House","Republican",0.683077991370521,"NY",2024-01-09,"Immigration",-0.47,1
674,44,"House","Republican",0.0186109620031868,"TN",2024-11-13,"Immigration",0.61,1
675,174,"House","Independent",-0.123047724443537,"RI",2024-11-10,"Budget",0.03,0
676,247,"House","Republican",0.0393819588953087,"WI",2024-12-08,"Foreign Policy",0.24,1
677,311,"House","Democrat",0.0488124511444521,"MS",2024-12-31,"Economy",0.09,0
678,425,"House","Democrat",0.384483163330946,"MT",2024-05-22,"Immigration",0.18,0
679,96,"House","Republican",-0.936771051919972,"CT",2024-09-10,"Agriculture",0.03,1
680,67,"House","Democrat",0.538587653429978,"OR",2024-02-24,"Health",0.15,0
681,140,"House","Republican",-0.270183473966591,"UT",2024-09-24,"Energy",-0.08,1
682,390,"House","Democrat",-0.0854107374685158,"TX",2024-02-17,"Agriculture",-0.35,1
683,251,"House","Republican",0.278672504707384,"VT",2024-10-14,"Health",-0.07,1
684,372,"Senate","Democrat",0.124918878248558,"MO",2024-09-21,"Education",-0.02,1
685,386,"House","Democrat",0.133074213068331,"NC",2024-03-04,"Health",-0.22,1
686,486,"House","Republican",0.0114409337860844,"KY",2024-02-14,"Environment",-0.19,1
687,262,"House","Republican",0.421533734321688,"SC",2024-10-14,"Technology",-0.28,0
688,158,"Senate","Republican",0.0147582714807872,"IN",2024-02-26,"Environment",-0.03,0
689,71,"Senate","Democrat",0.159607083467251,"MN",2024-05-24,"Technology",0.09,0
690,407,"House","Republican",-0.135003284523902,"UT",2024-05-02,"Environment",0.15,1
691,309,"House","Democrat",0.219588657583275,"TN",2024-07-01,"Economy",-0.2,1
692,411,"House","Democrat",0.0596336606935998,"NH",2024-04-18,"Energy",-0.25,1
693,412,"House","Democrat",-0.392312810836612,"UT",2024-06-01,"Education",-0.26,1
694,317,"House","Democrat",0.162973553962818,"NH",2024-09-04,"Technology",-0.14,1
695,234,"House","Republican",0.254434694578652,"MA",2024-05-03,"Economy",0.08,0
696,9,"Senate","Democrat",-0.30178876146048,"KS",2024-02-05,"Health",0.52,0
697,301,"House","Democrat",-0.254268064920441,"NM",2024-07-27,"Budget",0.31,0
698,136,"House","Republican",0.457119401539515,"MS",2024-07-28,"Energy",-0.38,0
699,128,"House","Democrat",0.304683157453041,"CT",2024-01-06,"Environment",0.3,1
700,18,"House","Republican",0.118741678984407,"MA",2024-02-25,"Foreign Policy",0.1,1
701,198,"House","Democrat",-0.0738960248782618,"MI",2024-11-16,"Technology",-0.08,1
702,203,"House","Republican",0.333253439550946,"LA",2024-05-24,"Education",0.13,1
703,262,"House","Democrat",0.321000073045399,"UT",2024-02-19,"Immigration",0.59,0
704,19,"House","Democrat",0.498137689194645,"KS",2024-10-26,"Budget",0.14,1
705,60,"House","Republican",-1.16852035661424,"ND",2024-09-29,"Energy",-0.14,1
706,387,"House","Republican",0.288743678020754,"CO",2024-03-31,"Energy",-0.45,0
707,440,"House","Democrat",0.371945292634593,"CT",2024-02-15,"Education",-0.26,1
708,170,"Senate","Republican",0.195925642719742,"IL",2024-11-13,"Environment",-0.14,1
709,147,"House","Republican",-0.064696383893803,"TN",2024-02-17,"Economy",0.08,1
710,486,"House","Democrat",0.942913819989447,"MA",2024-10-30,"Environment",-0.2,0
711,67,"Senate","Republican",0.224677608157915,"IA",2024-07-23,"Technology",0.55,1
712,107,"House","Democrat",-0.527188950789715,"LA",2024-07-16,"Budget",0.24,0
713,284,"Senate","Republican",-0.0913031697220247,"OK",2024-06-24,"Foreign Policy",-0.03,0
714,105,"House","Republican",-0.722059700089739,"RI",2024-10-03,"Environment",0.35,0
715,509,"House","Democrat",0.761924030313203,"TN",2024-06-10,"Education",-0.31,1
716,387,"Senate","Republican",-0.242688018817346,"MN",2024-01-19,"Education",-0.1,0
717,357,"House","Republican",-0.940721955514814,"MD",2024-04-20,"Health",0.02,0
718,221,"House","Republican",0.363130973735503,"MT",2024-12-08,"Foreign Policy",-0.18,1
719,113,"House","Democrat",-0.172332107349306,"HI",2024-11-07,"Environment",0.29,0
720,414,"House","Republican",0.0402426498688458,"IA",2024-11-10,"Education",-0.24,0
721,335,"House","Democrat",0.195463181436632,"IL",2024-04-07,"Environment",-0.02,1
722,195,"House","Republican",0.00154294049980215,"OH",2024-01-11,"Immigration",0.62,1
723,22,"House","Democrat",0.600390031190965,"NV",2024-01-29,"Environment",0.24,1
724,174,"House","Democrat",-0.261613860840914,"GA",2024-04-03,"Foreign Policy",-0.14,0
725,41,"House","Republican",0.53168988455169,"OK",2024-04-29,"Economy",-0.17,0
726,314,"House","Democrat",0.0964365642318421,"NJ",2024-01-12,"Immigration",0.17,1
727,23,"House","Republican",0.265181437713588,"OR",2024-04-26,"Immigration",-0.28,1
728,265,"House","Republican",0.023418393726707,"SD",2024-02-16,"Health",0.37,1
729,487,"House","Democrat",0.0508503699381826,"MT",2024-02-16,"Environment",-0.01,1
730,177,"Senate","Democrat",-0.123093669181491,"IA",2024-04-26,"Health",0.15,0
731,322,"House","Democrat",-0.171307435308469,"IA",2024-05-15,"Environment",0.18,1
732,434,"Senate","Democrat",-0.383057533761619,"TX",2024-12-19,"Health",0.27,0
733,15,"House","Democrat",0.307853588512329,"AK",2024-04-14,"Agriculture",0.22,0
734,361,"House","Republican",1.06599752629899,"NE",2024-06-21,"Agriculture",-0.13,0
735,424,"House","Democrat",-0.639409386752408,"AR",2024-07-20,"Education",-0.29,0
736,109,"House","Republican",-0.532830723105712,"OK",2024-09-15,"Economy",0,1
737,317,"Senate","Republican",-0.398308386202441,"VT",2024-06-19,"Agriculture",0.01,0
738,452,"House","Independent",-0.0629678058367899,"AR",2024-06-06,"Immigration",-1.12,1
739,337,"House","Republican",-0.743446794336479,"WI",2024-02-01,"Economy",-0.19,1
740,185,"House","Democrat",0.888947027548115,"NE",2024-09-25,"Technology",-0.02,1
741,154,"House","Democrat",-0.0835683645616921,"KY",2024-09-27,"Immigration",0,0
742,358,"House","Republican",-0.0246910356690998,"MS",2024-12-03,"Education",-0.1,0
743,347,"House","Republican",-0.0107565016978011,"AR",2024-06-14,"Energy",0,1
744,89,"House","Democrat",0.0548665866617714,"AK",2024-04-06,"Economy",-0.16,0
745,100,"House","Republican",0.144245408293675,"OH",2024-06-22,"Environment",-0.63,1
746,411,"House","Republican",-0.110128840088323,"WY",2024-06-12,"Environment",-0.33,1
747,518,"House","Republican",0.0616615262510153,"IN",2024-08-30,"Environment",0.31,1
748,37,"Senate","Independent",-0.565301021226294,"WI",2024-12-07,"Education",0.23,0
749,517,"House","Republican",0.301642465225078,"AZ",2024-04-09,"Agriculture",-0.09,1
750,483,"House","Democrat",0.0593962967242161,"PA",2024-09-03,"Budget",-0.12,0
751,208,"House","Republican",-0.27314446040725,"NE",2024-08-14,"Health",-0.12,1
752,21,"House","Democrat",0.58756776529326,"FL",2024-01-24,"Environment",-0.08,0
753,402,"House","Democrat",0.105674439689398,"CA",2024-05-11,"Energy",0.13,0
754,325,"House","Republican",0.0770490469209406,"OR",2024-11-06,"Education",-0.07,1
755,515,"House","Republican",-1.05339266279112,"IA",2024-11-01,"Economy",-0.17,1
756,426,"House","Democrat",0.0217902623842815,"ND",2024-06-28,"Foreign Policy",-0.28,1
757,342,"House","Democrat",0.169362326946829,"AZ",2024-11-04,"Agriculture",-0.1,1
758,74,"House","Democrat",-0.962092533757642,"AL",2024-03-26,"Immigration",-0.06,0
759,342,"Senate","Democrat",0.333924645881381,"KY",2024-08-17,"Technology",-0.12,1
760,470,"House","Republican",0.0122619387678764,"PA",2024-09-17,"Energy",0.38,0
761,417,"House","Democrat",0.849503614729669,"UT",2024-01-11,"Foreign Policy",0.13,0
762,241,"House","Democrat",-0.00945080049327472,"VT",2024-02-24,"Energy",-0.07,0
763,501,"House","Republican",0.00606732376204473,"SD",2024-08-16,"Economy",-0.42,1
764,64,"House","Democrat",-0.025016006892409,"GA",2024-02-09,"Environment",0.12,1
765,104,"Senate","Republican",0.134938856080993,"ND",2024-12-14,"Environment",0.01,0
766,95,"House","Democrat",0.622720025499254,"UT",2024-07-10,"Technology",-0.57,0
767,281,"House","Democrat",-0.488501398556822,"KY",2024-02-01,"Budget",-0.1,1
768,483,"House","Democrat",-0.293063779322068,"VA",2024-12-01,"Education",0.4,1
769,420,"House","Democrat",-1.05192020102194,"VA",2024-10-30,"Budget",0.32,0
770,454,"House","Democrat",-0.0955018579465014,"WI",2024-12-18,"Economy",-0.21,1
771,237,"House","Democrat",0.502889280349503,"VT",2024-12-17,"Environment",0.58,0
772,59,"Senate","Republican",0.0805116064011665,"CT",2024-08-14,"Environment",0.03,0
773,313,"House","Democrat",0.356568097361121,"NE",2024-06-13,"Immigration",0,1
774,34,"House","Democrat",0.302269094734388,"MS",2024-02-07,"Technology",0.36,0
775,140,"House","Republican",0.017029888837441,"AZ",2024-12-11,"Budget",-0.48,0
776,391,"House","Democrat",-0.843083165022021,"NH",2024-04-02,"Economy",-0.08,1
777,73,"House","Democrat",-0.332930336592972,"MA",2024-02-15,"Budget",-0.15,1
778,327,"House","Republican",0.00432954761404004,"KY",2024-03-16,"Education",0.42,1
779,333,"House","Republican",-0.158007880853945,"HI",2024-10-29,"Foreign Policy",0.05,0
780,197,"House","Republican",0.545515481024122,"IL",2024-04-09,"Energy",0.62,1
781,393,"House","Republican",0.352118808034261,"RI",2024-10-31,"Budget",0.49,0
782,530,"House","Republican",0.421844950343914,"MN",2024-09-23,"Immigration",-0.2,1
783,240,"Senate","Republican",0.64195740218261,"AK",2024-09-14,"Budget",-0.08,1
784,28,"House","Republican",-0.516816059137963,"CO",2024-04-15,"Environment",0.29,0
785,388,"House","Democrat",1.03210393167835,"CA",2024-06-23,"Economy",0.07,1
786,461,"House","Republican",0.143159304112784,"MN",2024-06-19,"Education",-0.15,0
787,368,"House","Democrat",0.0523218767706496,"OK",2024-02-25,"Technology",-0.59,1
788,387,"House","Democrat",0.125115852424168,"AZ",2024-08-09,"Environment",0.18,0
789,299,"House","Republican",-0.0383967617324286,"WV",2024-10-27,"Foreign Policy",0.4,0
790,249,"House","Democrat",0.0172395706273883,"NE",2024-03-19,"Budget",-0.32,1
791,234,"House","Democrat",0.117558036484669,"VA",2024-11-15,"Energy",-0.33,1
792,196,"House","Democrat",-0.0625127394466344,"NM",2024-11-11,"Education",0.1,0
793,503,"House","Democrat",-0.137703662217188,"KY",2024-08-28,"Immigration",0.07,0
794,315,"House","Democrat",-0.0980708882832603,"NH",2024-03-21,"Education",0.11,1
795,296,"House","Democrat",-0.404924810664635,"NY",2024-08-20,"Economy",0.06,1
796,177,"Senate","Republican",-0.471763238393731,"UT",2024-08-29,"Health",0.17,1
797,99,"Senate","Independent",0.400683428835079,"WV",2024-06-05,"Agriculture",-0.27,1
798,174,"House","Republican",-0.286288465080638,"IL",2024-03-05,"Economy",0.03,1
799,20,"House","Democrat",0.166453269960729,"ID",2024-07-17,"Economy",-0.24,0
800,216,"House","Republican",0.108818551063819,"AR",2024-06-18,"Budget",-0.23,1
801,531,"House","Independent",-0.0116796166887117,"NH",2024-08-12,"Technology",-0.2,0
802,89,"Senate","Republican",-0.217427238383196,"IA",2024-05-25,"Environment",0.42,1
803,298,"House","Republican",0.983329237363225,"ME",2024-07-27,"Health",0.04,0
804,446,"House","Democrat",0.0322611810302689,"AL",2024-04-14,"Foreign Policy",0.16,1
805,393,"House","Democrat",0.100005505839611,"AK",2024-08-15,"Environment",-0.53,1
806,296,"House","Democrat",-0.149185432158525,"MD",2024-07-27,"Economy",0.44,1
807,137,"House","Republican",-0.563454695093512,"MA",2024-10-05,"Education",0.17,1
808,35,"House","Republican",-0.0710059241709647,"IA",2024-04-12,"Foreign Policy",-0.16,0
809,288,"House","Democrat",-0.188920176699638,"NM",2024-09-04,"Agriculture",0.06,0
810,68,"Senate","Democrat",0.0421776011785106,"ID",2024-06-10,"Technology",0.18,1
811,378,"House","Republican",0.493538843065987,"OH",2024-09-10,"Health",-0.69,0
812,343,"House","Republican",-0.491556422067337,"MT",2024-06-07,"Economy",-0.09,1
813,206,"House","Democrat",-0.17150097858666,"WA",2024-01-03,"Immigration",0.13,0
814,190,"House","Republican",-0.635920650810118,"NM",2024-02-27,"Education",0.3,0
815,43,"House","Democrat",-0.392372387807658,"ID",2024-01-03,"Foreign Policy",0.24,0
816,332,"House","Democrat",0.674506042839874,"IL",2024-01-01,"Agriculture",0.13,0
817,99,"House","Democrat",-0.282758014598257,"MD",2024-01-29,"Health",-0.2,1
818,470,"House","Democrat",-0.360297879844631,"NJ",2024-05-05,"Technology",-0.17,0
819,386,"Senate","Independent",0.0225179292697416,"WA",2024-03-13,"Education",0.33,0
820,525,"House","Democrat",0.232046138282401,"MO",2024-08-03,"Environment",-0.19,0
821,240,"House","Republican",0.367410132608512,"VA",2024-05-08,"Energy",-0.04,1
822,18,"House","Republican",-0.00297022147500276,"NH",2024-05-21,"Education",0.31,0
823,433,"House","Democrat",-0.357249170432971,"UT",2024-10-25,"Energy",0.56,0
824,40,"House","Republican",-0.552749405722775,"TX",2024-10-06,"Economy",0.24,1
825,7,"House","Republican",-0.0640102847257107,"AR",2024-08-10,"Budget",-0.02,1
826,436,"Senate","Republican",-0.32097589139107,"MS",2024-05-21,"Budget",-0.08,1
827,153,"Senate","Republican",0.0598665813840469,"KY",2024-09-18,"Environment",-0.41,1
828,365,"House","Republican",0.720922376000342,"AZ",2024-03-25,"Environment",-0.49,1
829,265,"House","Republican",-0.220377396466858,"CT",2024-08-02,"Education",-0.03,1
830,166,"House","Democrat",-0.0154066777735851,"NC",2024-10-07,"Energy",0.02,1
831,188,"House","Democrat",-0.289100518568583,"CT",2024-09-06,"Technology",0.07,0
832,66,"House","Democrat",-0.0702769586555709,"WY",2024-05-02,"Health",-0.47,1
833,487,"House","Democrat",-0.188398837672412,"NJ",2024-12-20,"Energy",-0.18,1
834,179,"House","Democrat",0.637964950203857,"TN",2024-08-17,"Technology",0.04,0
835,287,"House","Republican",-0.958810230208953,"VT",2024-12-28,"Immigration",0.14,0
836,247,"House","Democrat",0.676889344634749,"NV",2024-05-01,"Foreign Policy",-0.43,1
837,7,"House","Republican",-0.111519229893237,"MO",2024-07-21,"Energy",0.38,1
838,25,"House","Republican",-0.624377338788447,"SC",2024-01-20,"Agriculture",-0.43,0
839,212,"House","Republican",-0.186104996581412,"GA",2024-08-25,"Agriculture",-0.49,0
840,133,"House","Democrat",0.190155632288539,"RI",2024-12-30,"Education",-0.34,1
841,160,"House","Republican",-0.444444217313268,"WI",2024-05-31,"Foreign Policy",0.43,0
842,525,"House","Democrat",0.0228109540292959,"TN",2024-12-22,"Energy",-0.24,1
843,505,"House","Independent",-0.0902716721512871,"NM",2024-07-17,"Environment",-0.27,1
844,109,"House","Independent",-0.148986235058302,"IA",2024-05-23,"Energy",0.13,1
845,109,"Senate","Republican",-0.421301117719994,"WY",2024-08-11,"Health",-0.06,1
846,330,"Senate","Republican",-0.716653577961464,"SC",2024-03-08,"Agriculture",0.02,1
847,146,"House","Democrat",0.644928177931763,"MT",2024-08-23,"Environment",-0.56,1
848,452,"House","Democrat",-0.046471174084982,"AR",2024-05-12,"Economy",-0.26,1
849,246,"House","Republican",0.599341401789839,"VT",2024-10-20,"Immigration",0.08,1
850,23,"House","Independent",0.653716357444798,"AK",2024-07-28,"Environment",0.05,1
851,375,"House","Independent",0.0293394022375112,"NH",2024-08-04,"Environment",-0.4,1
852,61,"House","Democrat",-0.16963381351297,"VA",2024-12-18,"Environment",0.09,1
853,466,"House","Democrat",0.566156816794989,"GA",2024-09-28,"Education",0.15,0
854,468,"House","Republican",-0.273794146515859,"FL",2024-03-22,"Budget",-0.16,1
855,308,"House","Democrat",-0.237594953178002,"OK",2024-06-25,"Health",-0.25,1
856,430,"House","Republican",-0.0888162971776297,"IN",2024-09-08,"Immigration",-0.48,1
857,122,"House","Democrat",-0.556711423796774,"MD",2024-03-11,"Energy",0.19,0
858,384,"House","Republican",-0.0992644310264284,"ID",2024-02-28,"Technology",0.19,1
859,304,"Senate","Republican",-0.118302254270715,"WI",2024-07-09,"Health",-0.74,1
860,310,"House","Republican",-0.213201033336477,"ND",2024-04-18,"Environment",0.13,1
861,478,"House","Democrat",0.448836566642486,"CO",2024-06-02,"Foreign Policy",0.17,0
862,192,"House","Republican",0.0522036470787445,"NJ",2024-01-23,"Budget",-0.09,0
863,221,"House","Democrat",0.0300121682613169,"AL",2024-07-26,"Immigration",-0.02,1
864,489,"House","Republican",-0.346249151311128,"WI",2024-03-26,"Budget",0.33,1
865,132,"House","Independent",0.598633190019968,"IA",2024-01-01,"Energy",-0.14,1
866,53,"House","Republican",0.529346930383717,"SC",2024-05-09,"Environment",0.65,1
867,57,"House","Republican",0.0337743610461307,"FL",2024-11-26,"Environment",-0.14,0
868,500,"House","Republican",0.447415242370843,"OH",2024-12-13,"Budget",-0.07,1
869,105,"House","Republican",0.224945183729559,"OR",2024-08-03,"Education",-0.11,1
870,399,"House","Democrat",0.474441090372509,"MI",2024-06-03,"Health",0.24,1
871,168,"House","Democrat",-0.00914864284185165,"KY",2024-05-15,"Immigration",-0.21,1
872,362,"House","Republican",0.0862676899718166,"WA",2024-10-27,"Economy",-0.14,1
873,240,"House","Independent",0.0068413896493613,"OH",2024-08-23,"Technology",-0.48,1
874,475,"House","Republican",0.395565930274761,"SC",2024-05-13,"Environment",-0.26,0
875,234,"House","Republican",0.461438998706674,"MT",2024-10-17,"Agriculture",0.42,1
